method	class	precision	recall	f1_score	support	specificity
cibersort	ASTOCYTE	1.0	0.8863636363636364	0.9397590361445783	88	1.0
cibersort	IMMUNE	0.6089680184635674	1.0	0.756967213114754	1847	0.31917336394948337
cibersort	NEOPLASTIC	0.0	0.0	0.0	1091	1.0
cibersort	NEURON	0.0	0.0	0.0	21	1.0
cibersort	OLIGODENDROCYTE	1.0	0.9529411764705882	0.9759036144578312	85	1.0
cibersort	OPC	1.0	0.9778325123152709	0.9887920298879203	406	1.0
cibersort	VASCULAR	0.0	0.0	0.0	51	1.0
cibersort	macro avg	0.5155668597805096	0.5453053321642136	0.5230602705150119	3589	0.0
cibersort	weighted avg	0.4747182864592391	0.6695458344942881	0.5475671800409821	3589	0.0
gsea	ASTOCYTE	1.0	0.8863636363636364	0.9397590361445783	88	1.0
gsea	IMMUNE	0.9978319783197832	0.9967514889009204	0.9972914409534128	1847	0.9977037887485649
gsea	NEOPLASTIC	0.9722966934763181	0.997250229147571	0.9846153846153846	1091	0.9875900720576462
gsea	NEURON	1.0	0.9523809523809523	0.975609756097561	21	1.0
gsea	OLIGODENDROCYTE	1.0	0.9529411764705882	0.9759036144578312	85	1.0
gsea	OPC	1.0	0.9778325123152709	0.9887920298879203	406	1.0
gsea	VASCULAR	1.0	0.9607843137254902	0.98	51	1.0
gsea	macro avg	0.995732667399443	0.9606149013292041	0.9774244660223841	3589	0.0
gsea	weighted avg	0.9904629023514356	0.9902479799387016	0.9901868619332742	3589	0.0
gsva	ASTOCYTE	0.16443594646271512	0.9772727272727273	0.281505728314239	88	0.8751785204227364
gsva	IMMUNE	0.8737541528239202	0.9967514889009204	0.9312089023773393	1847	0.8473019517795637
gsva	NEOPLASTIC	0.0	0.0	0.0	1091	1.0
gsva	NEURON	0.009523809523809525	0.047619047619047616	0.015873015873015876	21	0.9708520179372198
gsva	OLIGODENDROCYTE	0.801980198019802	0.9529411764705882	0.8709677419354839	85	0.9942922374429224
gsva	OPC	0.5752840909090909	0.9975369458128078	0.7297297297297298	406	0.9060634621426328
gsva	VASCULAR	1.0	0.9607843137254902	0.98	51	1.0
gsva	macro avg	0.48928259967704824	0.7047008142573689	0.544183588318544	3589	0.0
gsva	weighted avg	0.5520278465576132	0.6862635831707997	0.6033243824047697	3589	0.0
metaneighbor	ASTOCYTE	0.08269230769230769	0.9772727272727273	0.1524822695035461	88	0.7275064267352185
metaneighbor	IMMUNE	0.7920353982300885	0.0969139144558744	0.17269657501205984	1847	0.9730195177956372
metaneighbor	NEOPLASTIC	0.0	0.0	0.0	1091	1.0
metaneighbor	NEURON	0.006493506493506494	0.047619047619047616	0.01142857142857143	21	0.9571188340807175
metaneighbor	OLIGODENDROCYTE	0.0676126878130217	0.9529411764705882	0.12626656274356976	85	0.6812214611872146
metaneighbor	OPC	0.0	0.0	0.0	406	1.0
metaneighbor	VASCULAR	0.0	0.0	0.0	51	0.7255511588468061
metaneighbor	macro avg	0.13554770003270347	0.2963924094026054	0.0661248540982496	3589	0.0
metaneighbor	weighted avg	0.41127047804635475	0.09668431317915854	0.09567056884836722	3589	0.0
ora	ASTOCYTE	1.0	0.8863636363636364	0.9397590361445783	88	1.0
ora	IMMUNE	0.9978319783197832	0.9967514889009204	0.9972914409534128	1847	0.9977037887485649
ora	NEOPLASTIC	0.9722966934763181	0.997250229147571	0.9846153846153846	1091	0.9875900720576462
ora	NEURON	1.0	0.9523809523809523	0.975609756097561	21	1.0
ora	OLIGODENDROCYTE	1.0	0.9529411764705882	0.9759036144578312	85	1.0
ora	OPC	1.0	0.9778325123152709	0.9887920298879203	406	1.0
ora	VASCULAR	1.0	0.9607843137254902	0.98	51	1.0
ora	macro avg	0.995732667399443	0.9606149013292041	0.9774244660223841	3589	0.0
ora	weighted avg	0.9904629023514356	0.9902479799387016	0.9901868619332742	3589	0.0
adobo	ASTOCYTE	1.0	0.8863636363636364	0.9397590361445783	88	1.0
adobo	IMMUNE	0.9983739837398374	0.33243096913914455	0.4987814784727863	1847	0.9994259471871412
adobo	NEOPLASTIC	0.0	0.0	0.0	1091	1.0
adobo	NEURON	1.0	0.9523809523809523	0.975609756097561	21	1.0
adobo	OLIGODENDROCYTE	0.1694560669456067	0.9529411764705882	0.2877442273534636	85	0.8867009132420092
adobo	OPC	0.0	0.0	0.0	406	1.0
adobo	Unknown	0.0	0.0	0.0	0	0.33184731122875455
adobo	VASCULAR	0.0	0.0	0.0	51	1.0
adobo	macro avg	0.3959787563356805	0.39051459179429016	0.3377368122585486	3589	0.0
adobo	weighted avg	0.5481751222228632	0.22095291167456116	0.2922525076965874	3589	0.0
sccatch	ASTOCYTE	1.0	0.8863636363636364	0.9397590361445783	88	1.0
sccatch	IMMUNE	0.0	0.0	0.0	1847	1.0
sccatch	NEOPLASTIC	0.0	0.0	0.0	1091	1.0
sccatch	NEURON	0.0	0.0	0.0	21	1.0
sccatch	OLIGODENDROCYTE	1.0	0.9529411764705882	0.9759036144578312	85	1.0
sccatch	OPC	1.0	0.9778325123152709	0.9887920298879203	406	1.0
sccatch	Unknown	0.0	0.0	0.0	0	0.1549178044023405
sccatch	VASCULAR	0.0	0.0	0.0	51	1.0
sccatch	macro avg	0.375	0.35214216564368694	0.3630568350612912	3589	0.0
sccatch	weighted avg	0.16132627472833658	0.1549178044023405	0.15801063431154475	3589	0.0
SVM	ASTOCYTE	1.0	0.8636363636363636	0.9268292682926829	88	1.0
SVM	IMMUNE	0.994060475161987	0.9967514889009204	0.9954041632873749	1847	0.9936854190585533
SVM	NEOPLASTIC	0.9660107334525939	0.9899175068744271	0.977818017202354	1091	0.9847878302642114
SVM	NEURON	0.95	0.9047619047619048	0.9268292682926829	21	0.9997197309417041
SVM	OLIGODENDROCYTE	0.975	0.9176470588235294	0.9454545454545454	85	0.9994292237442922
SVM	OPC	0.9924433249370277	0.9704433497536946	0.9813200498132005	406	0.9990574929311969
SVM	VASCULAR	1.0	0.9019607843137255	0.9484536082474228	51	1.0
SVM	macro avg	0.9825020762216583	0.9350169224377952	0.9574441315128948	3589	0.0
SVM	weighted avg	0.9848716627877969	0.9846753970465311	0.9845321948208043	3589	0.0
SVMrej	ASTOCYTE	1.0	0.7272727272727273	0.8421052631578948	88	1.0
SVMrej	IMMUNE	0.9983669025585193	0.9929615592853276	0.9956568946796961	1847	0.9982778415614236
SVMrej	NEOPLASTIC	0.9860205032618826	0.9697525206232814	0.977818853974122	1091	0.9939951961569256
SVMrej	NEURON	1.0	0.5714285714285714	0.7272727272727273	21	1.0
SVMrej	OLIGODENDROCYTE	1.0	0.9058823529411765	0.9506172839506173	85	1.0
SVMrej	OPC	1.0	0.9458128078817734	0.9721518987341772	406	1.0
SVMrej	UNLABELED	0.0	0.0	0.0	0	0.9721370855391473
SVMrej	VASCULAR	1.0	0.8235294117647058	0.9032258064516129	51	1.0
SVMrej	macro avg	0.8730484257275503	0.7420799938996954	0.7961060910276059	3589	0.0
SVMrej	weighted avg	0.9949100133976871	0.967121760936194	0.9798599333353856	3589	0.0
RF	ASTOCYTE	1.0	0.7840909090909091	0.8789808917197451	88	1.0
RF	IMMUNE	0.9967550027041644	0.9978343259339469	0.9972943722943722	1847	0.9965556831228473
RF	NEOPLASTIC	0.9444444444444444	0.997250229147571	0.9701292911279535	1091	0.9743795036028823
RF	NEURON	1.0	0.5238095238095238	0.6875000000000001	21	1.0
RF	OLIGODENDROCYTE	1.0	0.8941176470588236	0.9440993788819877	85	1.0
RF	OPC	0.9923469387755102	0.958128078817734	0.974937343358396	406	0.9990574929311969
RF	VASCULAR	1.0	0.7843137254901961	0.8791208791208792	51	1.0
RF	macro avg	0.9905066265605884	0.8485063484783864	0.9045803080719048	3589	0.0
RF	weighted avg	0.980576270834867	0.9796600724435776	0.9788547657183848	3589	0.0
LDA	ASTOCYTE	0.927710843373494	0.875	0.9005847953216374	88	0.998286203941731
LDA	IMMUNE	0.9839055793991416	0.9929615592853276	0.9884128267313392	1847	0.9827784156142365
LDA	NEOPLASTIC	0.9567956795679567	0.9743354720439963	0.9654859218891917	1091	0.9807846277021617
LDA	NEURON	0.9444444444444444	0.8095238095238095	0.8717948717948718	21	0.9997197309417041
LDA	OLIGODENDROCYTE	0.9746835443037974	0.9058823529411765	0.9390243902439025	85	0.9994292237442922
LDA	OPC	0.9897435897435898	0.9507389162561576	0.9698492462311559	406	0.9987433239082626
LDA	VASCULAR	1.0	0.8627450980392157	0.9263157894736842	51	1.0
LDA	macro avg	0.9681833829760605	0.910169601155669	0.9373525488122548	3589	0.0
LDA	weighted avg	0.9747265471749168	0.9746447478406242	0.9744554913495757	3589	0.0
LDArej	ASTOCYTE	0.9390243902439024	0.875	0.9058823529411764	88	0.9985718366181091
LDArej	IMMUNE	0.9839055793991416	0.9929615592853276	0.9884128267313392	1847	0.9827784156142365
LDArej	NEOPLASTIC	0.9567956795679567	0.9743354720439963	0.9654859218891917	1091	0.9807846277021617
LDArej	NEURON	0.9444444444444444	0.8095238095238095	0.8717948717948718	21	0.9997197309417041
LDArej	OLIGODENDROCYTE	0.9746835443037974	0.9058823529411765	0.9390243902439025	85	0.9994292237442922
LDArej	OPC	0.9897435897435898	0.9507389162561576	0.9698492462311559	406	0.9987433239082626
LDArej	UNLABELED	0.0	0.0	0.0	0	0.9997213708553915
LDArej	VASCULAR	1.0	0.8627450980392157	0.9263157894736842	51	1.0
LDArej	macro avg	0.848574653462854	0.7963984010112104	0.8208456749131652	3589	0.0
LDArej	weighted avg	0.9750039481569719	0.9746447478406242	0.9745853840970037	3589	0.0
NMC	ASTOCYTE	0.9431818181818182	0.9431818181818182	0.9431818181818182	88	0.9985718366181091
NMC	IMMUNE	0.9484536082474226	0.9962100703844071	0.9717454449432269	1847	0.9425947187141217
NMC	NEOPLASTIC	0.9739217652958877	0.8900091659028414	0.9300766283524904	1091	0.9895916733386709
NMC	NEURON	0.8571428571428571	0.8571428571428571	0.8571428571428571	21	0.9991591928251121
NMC	OLIGODENDROCYTE	0.7403846153846154	0.9058823529411765	0.8148148148148149	85	0.9922945205479452
NMC	OPC	0.9896103896103896	0.9384236453201971	0.9633375474083439	406	0.9987433239082626
NMC	VASCULAR	0.8333333333333334	0.8823529411764706	0.8571428571428571	51	0.9974561899378179
NMC	macro avg	0.8980040553137606	0.9161718358642528	0.9053488525694869	3589	0.0
NMC	weighted avg	0.9536241211647571	0.9515185288381165	0.9514115429267317	3589	0.0
kNN9	ASTOCYTE	1.0	0.25	0.4	88	1.0
kNN9	IMMUNE	0.9522077922077922	0.9924201407688142	0.971898197242842	1847	0.947187141216992
kNN9	NEOPLASTIC	0.7014627659574468	0.9670027497708524	0.813102119460501	1091	0.8202562049639712
kNN9	NEURON	1.0	0.47619047619047616	0.6451612903225806	21	1.0
kNN9	OLIGODENDROCYTE	1.0	0.08235294117647059	0.15217391304347827	85	1.0
kNN9	OPC	1.0	0.29310344827586204	0.4533333333333333	406	1.0
kNN9	VASCULAR	1.0	0.0392156862745098	0.07547169811320754	51	1.0
kNN9	macro avg	0.950524365452177	0.44289792035099795	0.5015915073594204	3589	0.0
kNN9	weighted avg	0.8846541292469676	0.8492616327667875	0.8168782229817533	3589	0.0
ACTINN	ASTOCYTE	1.0	0.8977272727272727	0.9461077844311377	88	1.0
ACTINN	IMMUNE	0.9962141698215251	0.9972929074174337	0.9967532467532466	1847	0.9959816303099885
ACTINN	NEOPLASTIC	0.9731182795698925	0.995417048579285	0.9841413683733574	1091	0.9879903923138511
ACTINN	NEURON	1.0	0.9523809523809523	0.975609756097561	21	1.0
ACTINN	OLIGODENDROCYTE	1.0	0.9294117647058824	0.9634146341463414	85	1.0
ACTINN	OPC	1.0	0.9753694581280788	0.9875311720698255	406	1.0
ACTINN	VASCULAR	1.0	0.9803921568627451	0.99009900990099	51	1.0
ACTINN	macro avg	0.9956189213416311	0.961141651543093	0.97766528168178	3589	0.0
ACTINN	weighted avg	0.9898800821039592	0.9896907216494846	0.9896265586024818	3589	0.0
scVI	ASTOCYTE	0.9764705882352941	0.9431818181818182	0.9595375722543352	88	0.9994287346472437
scVI	IMMUNE	0.9967550027041644	0.9978343259339469	0.9972943722943722	1847	0.9965556831228473
scVI	NEOPLASTIC	0.9836512261580381	0.9926672777268561	0.9881386861313869	1091	0.9927942353883107
scVI	NEURON	0.95	0.9047619047619048	0.9268292682926829	21	0.9997197309417041
scVI	OLIGODENDROCYTE	1.0	0.9882352941176471	0.9940828402366864	85	1.0
scVI	OPC	0.9975124378109452	0.9876847290640394	0.9925742574257426	406	0.9996858309770656
scVI	VASCULAR	1.0	0.9411764705882353	0.9696969696969697	51	1.0
scVI	macro avg	0.9863413221297774	0.9650774029106355	0.9754505666188822	3589	0.0
scVI	weighted avg	0.9922093728751632	0.9921983839509613	0.9921709302254367	3589	0.0
Cell_BLAST	ASTOCYTE	0.0	0.0	0.0	88	1.0
Cell_BLAST	IMMUNE	0.9983660130718954	0.9924201407688142	0.995384197664947	1847	0.9982778415614236
Cell_BLAST	NEOPLASTIC	0.7616785431512272	0.8817598533455545	0.8173322005097705	1091	0.8795036028823059
Cell_BLAST	NEURON	0.0	0.0	0.0	21	1.0
Cell_BLAST	OLIGODENDROCYTE	0.0	0.0	0.0	85	1.0
Cell_BLAST	OPC	0.7022222222222222	0.3891625615763547	0.5007923930269413	406	0.9789506754633993
Cell_BLAST	UNLABELED	0.0	0.0	0.0	0	0.9264419058233492
Cell_BLAST	VASCULAR	1.0	0.0196078431372549	0.038461538461538464	51	1.0
Cell_BLAST	macro avg	0.43278334730566814	0.2853687998534973	0.29399629120789966	3589	0.0
Cell_BLAST	weighted avg	0.8389734017676238	0.8230704931735859	0.8179067411183598	3589	0.0
SingleCellNet	ASTOCYTE	1.0	0.8863636363636364	0.9397590361445783	88	1.0
SingleCellNet	IMMUNE	0.9972929074174337	0.9972929074174337	0.9972929074174337	1847	0.9971297359357061
SingleCellNet	NEOPLASTIC	0.9688057040998217	0.9963336388634281	0.9823768639855399	1091	0.9859887910328262
SingleCellNet	NEURON	1.0	0.9047619047619048	0.9500000000000001	21	1.0
SingleCellNet	OLIGODENDROCYTE	1.0	0.9294117647058824	0.9634146341463414	85	1.0
