method	class	precision	recall	f1_score	support	specificity
cibersort	BCELL	0.19791666666666666	0.4634146341463415	0.2773722627737226	82	0.6188118811881188
cibersort	MYELOID	0.0	0.0	0.0	32	0.8348017621145375
cibersort	STROMAL	0.19318181818181818	0.8095238095238095	0.3119266055045872	21	0.8473118279569892
cibersort	TCELL	0.24427480916030533	0.9411764705882353	0.3878787878787879	34	0.7809734513274337
cibersort	TUMOR	0.0	0.0	0.0	317	1.0
cibersort	macro avg	0.12707465880175803	0.44282298285167726	0.19543553123141955	486	0.0
cibersort	weighted avg	0.05882989374472269	0.17901234567901234	0.0874132984586839	486	0.0
gsea	BCELL	0.09476309226932668	0.4634146341463415	0.15734989648033124	82	0.10148514851485149
gsea	MYELOID	0.0	0.0	0.0	32	1.0
gsea	STROMAL	0.0	0.0	0.0	21	1.0
gsea	TCELL	0.3764705882352941	0.9411764705882353	0.5378151260504201	34	0.8827433628318584
gsea	TUMOR	0.0	0.0	0.0	317	1.0
gsea	macro avg	0.09424673610092416	0.2809182209469153	0.13903300450615028	486	0.0
gsea	weighted avg	0.042326283057787635	0.1440329218106996	0.0641736744796326	486	0.0
gsva	BCELL	0.4418604651162791	0.4634146341463415	0.45238095238095233	82	0.8811881188118812
gsva	MYELOID	0.0	0.0	0.0	32	0.6718061674008811
gsva	STROMAL	0.1440677966101695	0.8095238095238095	0.2446043165467626	21	0.7827956989247312
gsva	TCELL	0.24060150375939848	0.9411764705882353	0.3832335329341317	34	0.7765486725663717
gsva	TUMOR	0.0	0.0	0.0	317	1.0
gsva	macro avg	0.1653059530971694	0.44282298285167726	0.21604376037236933	486	0.0
gsva	weighted avg	0.09760994443655965	0.17901234567901234	0.11370754909975428	486	0.0
metaneighbor	BCELL	0.2620689655172414	0.4634146341463415	0.3348017621145375	82	0.7351485148514851
metaneighbor	MYELOID	0.0	0.0	0.0	32	1.0
metaneighbor	STROMAL	0.11428571428571428	0.7619047619047619	0.19875776397515527	21	0.7333333333333333
metaneighbor	TCELL	0.15920398009950248	0.9411764705882353	0.2723404255319149	34	0.6261061946902655
metaneighbor	TUMOR	0.0	0.0	0.0	317	1.0
metaneighbor	macro avg	0.10711173198049165	0.43329917332786766	0.16117999032432154	486	0.0
metaneighbor	weighted avg	0.06029339608188658	0.17695473251028807	0.08413010700608116	486	0.0
ora	BCELL	0.09476309226932668	0.4634146341463415	0.15734989648033124	82	0.10148514851485149
ora	MYELOID	0.0	0.0	0.0	32	1.0
ora	STROMAL	0.0	0.0	0.0	21	1.0
ora	TCELL	0.3764705882352941	0.9411764705882353	0.5378151260504201	34	0.8827433628318584
ora	TUMOR	0.0	0.0	0.0	317	1.0
ora	macro avg	0.09424673610092416	0.2809182209469153	0.13903300450615028	486	0.0
ora	weighted avg	0.042326283057787635	0.1440329218106996	0.0641736744796326	486	0.0
adobo	BCELL	0.9743589743589743	0.4634146341463415	0.628099173553719	82	0.9975247524752475
adobo	MYELOID	0.9130434782608695	0.65625	0.7636363636363634	32	0.9955947136563876
adobo	STROMAL	0.0	0.0	0.0	21	1.0
adobo	TCELL	0.3764705882352941	0.9411764705882353	0.5378151260504201	34	0.8827433628318584
adobo	TUMOR	0.0	0.0	0.0	317	1.0
adobo	Unknown	0.0	0.0	0.0	0	0.30246913580246915
adobo	macro avg	0.3773121734758564	0.34347351745576277	0.3215917772067504	486	0.0
adobo	weighted avg	0.25085355391313524	0.18724279835390947	0.19388109085078778	486	0.0
sccatch	BCELL	0.0	0.0	0.0	82	1.0
sccatch	MYELOID	0.9130434782608695	0.65625	0.7636363636363634	32	0.9955947136563876
