method	class	precision	recall	f1_score	support	specificity
cibersort	ALVEOLAR_CELL	0.0	0.0	0.0	1335	1.0
cibersort	BASAL_CELLS	0.0	0.0	0.0	68	1.0
cibersort	B_CELLS	0.9952343129467831	0.6164821648216482	0.7613550053167248	4065	0.9997484804024314
cibersort	CANCER_CELLS	0.6405538694992413	0.4548760775862069	0.5319785759294265	7424	0.9572726657798021
cibersort	DENDRITIC_CELLS	0.0	0.0	0.0	586	1.0
cibersort	ENDOTHELIAL_CELL	0.1927618069815195	0.9966821499668215	0.3230454887622325	1507	0.874870693085064
cibersort	EPITHELIAL_CELLS	0.0	0.0	0.0	381	1.0
cibersort	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
cibersort	FIBROBLASTS	0.9811193526635199	0.9965753424657534	0.9887869520897044	1460	0.9994435059127497
cibersort	GRANULOCYTES	0.0	0.0	0.0	477	1.0
cibersort	LANGERHANS_CELLS	0.0	0.0	0.0	714	1.0
cibersort	LYMPHATIC_EC	0.0	0.0	0.0	85	1.0
cibersort	MACROPHAGES	0.24027706977720473	0.9982558863834559	0.3873259860788863	8027	0.42086495382646066
cibersort	MAST_CELLS	0.9967105263157895	0.9885807504078303	0.9926289926289927	613	0.9999609084867676
cibersort	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741	1.0
cibersort	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135	1.0
cibersort	T_CELLS	0.952191235059761	0.030973260184025228	0.059994979499623464	23149	0.9987424020121568
cibersort	macro avg	0.2940498925437541	0.2989662136362201	0.23794799884150533	51775	0.0
cibersort	weighted avg	0.6780490236491075	0.3510574601641719	0.27196806545826707	51775	0.0
gsea	ALVEOLAR_CELL	0.0	0.0	0.0	1335	1.0
gsea	BASAL_CELLS	0.0	0.0	0.0	68	1.0
gsea	B_CELLS	0.9952343129467831	0.6164821648216482	0.7613550053167248	4065	0.9997484804024314
gsea	CANCER_CELLS	0.9928400954653938	0.05603448275862069	0.10608185643248756	7424	0.9999323577822371
gsea	DENDRITIC_CELLS	0.0001544998068752414	0.0034129692832764505	0.0002956174709925357	586	0.747152708589736
gsea	ENDOTHELIAL_CELL	0.1927618069815195	0.9966821499668215	0.3230454887622325	1507	0.874870693085064
gsea	EPITHELIAL_CELLS	0.0	0.0	0.0	381	1.0
gsea	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
gsea	FIBROBLASTS	0.2878338278931751	0.9965753424657534	0.4466615502686109	1460	0.9284507602106727
gsea	GRANULOCYTES	0.0	0.0	0.0	477	1.0
gsea	LANGERHANS_CELLS	0.0	0.0	0.0	714	1.0
gsea	LYMPHATIC_EC	0.0	0.0	0.0	85	1.0
gsea	MACROPHAGES	0.3428176158635001	0.9261243303849508	0.5004038772213247	8027	0.6742479656212855
gsea	MAST_CELLS	0.9967105263157895	0.9885807504078303	0.9926289926289927	613	0.9999609084867676
gsea	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741	1.0
gsea	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135	1.0
gsea	T_CELLS	0.952191235059761	0.030973260184025228	0.059994979499623464	23149	0.9987424020121568
gsea	macro avg	0.28003199531369394	0.27146267354546627	0.1876745510353523	51775	0.0
gsea	weighted avg	0.7249125596361577	0.2827233220666345	0.21314603034159466	51775	0.0
gsva	ALVEOLAR_CELL	0.0	0.0	0.0	1335	1.0
gsva	BASAL_CELLS	0.0	0.0	0.0	68	1.0
gsva	B_CELLS	0.9926590538336052	0.8981549815498155	0.9430453312669508	4065	0.9994340809054706
gsva	CANCER_CELLS	0.9928400954653938	0.05603448275862069	0.10608185643248756	7424	0.9999323577822371
gsva	DENDRITIC_CELLS	0.0003774195287647598	0.011945392491467578	0.0007317200648094915	586	0.6378128113461876
gsva	ENDOTHELIAL_CELL	0.22481664421493788	0.9966821499668215	0.3668783585735222	1507	0.896972228853346
gsva	EPITHELIAL_CELLS	0.0	0.0	0.0	381	1.0
gsva	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
gsva	FIBROBLASTS	0.9811193526635199	0.9965753424657534	0.9887869520897044	1460	0.9994435059127497
gsva	GRANULOCYTES	0.0	0.0	0.0	477	1.0
gsva	LANGERHANS_CELLS	0.0	0.0	0.0	714	1.0
gsva	LYMPHATIC_EC	0.0	0.0	0.0	85	1.0
gsva	MACROPHAGES	0.4787960814642949	0.9255014326647565	0.6311005394384743	8027	0.8151458352381823
gsva	MAST_CELLS	0.9967105263157895	0.9885807504078303	0.9926289926289927	613	0.9999609084867676
gsva	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741	1.0
gsva	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135	1.0
gsva	T_CELLS	0.14866818087962008	0.031102855414920732	0.05144326950557303	23149	0.8559700971145113
gsva	macro avg	0.28329337378623093	0.28850455221882276	0.24004100117650087	51775	0.0
gsva	weighted avg	0.4070160781431385	0.3048961854176726	0.26041835338431485	51775	0.0
metaneighbor	ALVEOLAR_CELL	0.0	0.0	0.0	1335	1.0
metaneighbor	BASAL_CELLS	0.0	0.0	0.0	68	1.0
metaneighbor	B_CELLS	0.0	0.0	0.0	4065	1.0
metaneighbor	CANCER_CELLS	0.18645069756443602	0.4248383620689655	0.25916187345932623	7424	0.6897025997159026
metaneighbor	DENDRITIC_CELLS	0.14694280078895464	0.7627986348122867	0.24641675854465273	586	0.9493055148567074
metaneighbor	ENDOTHELIAL_CELL	0.0	0.0	0.0	1507	1.0
metaneighbor	EPITHELIAL_CELLS	0.0	0.0	0.0	381	1.0
metaneighbor	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
metaneighbor	FIBROBLASTS	0.0012476606363069245	0.0013698630136986301	0.001305909239307868	1460	0.9681804630825798
metaneighbor	GRANULOCYTES	0.0	0.0	0.0	477	1.0
metaneighbor	LANGERHANS_CELLS	0.0	0.0	0.0	714	1.0
metaneighbor	LYMPHATIC_EC	0.0	0.0	0.0	85	1.0
metaneighbor	MACROPHAGES	0.0023828435266084196	0.0007474772642332129	0.0011379800853485063	8027	0.9425802322391881
metaneighbor	MAST_CELLS	0.02202484113229347	0.9951060358890701	0.043095835246741314	613	0.4705836362925609
metaneighbor	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741	1.0
metaneighbor	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135	1.0
metaneighbor	T_CELLS	0.0	0.0	0.0	23149	1.0
metaneighbor	macro avg	0.021120520214623496	0.1285211984146032	0.03241872685737509	51775	0.0
metaneighbor	weighted avg	0.029063609021958287	0.081487204249155	0.040673624523610605	51775	0.0
ora	ALVEOLAR_CELL	0.0	0.0	0.0	1335	1.0
ora	BASAL_CELLS	0.0	0.0	0.0	68	1.0
ora	B_CELLS	0.9952343129467831	0.6164821648216482	0.7613550053167248	4065	0.9997484804024314
ora	CANCER_CELLS	0.9500423370025403	0.6045258620689655	0.7388870595982879	7424	0.9946788122026561
ora	DENDRITIC_CELLS	0.0	0.0	0.0	586	1.0
ora	ENDOTHELIAL_CELL	0.20040026684456305	0.9966821499668215	0.33370362141746285	1507	0.8807790244290602
ora	EPITHELIAL_CELLS	0.0	0.0	0.0	381	1.0
ora	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
ora	FIBROBLASTS	0.9811193526635199	0.9965753424657534	0.9887869520897044	1460	0.9994435059127497
ora	GRANULOCYTES	0.0	0.0	0.0	477	1.0
ora	LANGERHANS_CELLS	0.0	0.0	0.0	714	1.0
ora	LYMPHATIC_EC	0.0	0.0	0.0	85	1.0
ora	MACROPHAGES	0.21059250160846932	0.8970972966238944	0.3411098742332015	8027	0.3829889366371034
ora	MAST_CELLS	0.9967105263157895	0.9885807504078303	0.9926289926289927	613	0.9999609084867676
ora	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741	1.0
ora	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135	1.0
ora	T_CELLS	0.952191235059761	0.030973260184025228	0.059994979499623464	23149	0.9987424020121568
ora	macro avg	0.31095826661420156	0.30181863685523164	0.2480274402814116	51775	0.0
ora	weighted avg	0.7180466192660588	0.3568324480927088	0.2947816561658238	51775	0.0
adobo	ALVEOLAR_CELL	0.0	0.0	0.0	1335.0	1.0
adobo	BASAL_CELLS	0.0	0.0	0.0	68.0	1.0
adobo	B_CELLS	0.0	0.0	0.0	4065.0	1.0
adobo	CANCER_CELLS	0.0	0.0	0.0	7424.0	1.0
adobo	DENDRITIC_CELLS	0.0	0.0	0.0	586.0	1.0
adobo	ENDOTHELIAL_CELL	0.0	0.0	0.0	1507.0	1.0
adobo	EPITHELIAL_CELLS	0.0	0.0	0.0	381.0	1.0
adobo	ERYTHROBLASTS	0.0	0.0	0.0	8.0	1.0
adobo	FIBROBLASTS	0.0	0.0	0.0	1460.0	1.0
adobo	GRANULOCYTES	0.0	0.0	0.0	477.0	1.0
adobo	LANGERHANS_CELLS	0.0	0.0	0.0	714.0	1.0
adobo	LYMPHATIC_EC	0.0	0.0	0.0	85.0	1.0
adobo	MACROPHAGES	0.0	0.0	0.0	8027.0	1.0
adobo	MAST_CELLS	0.0	0.0	0.0	613.0	1.0
adobo	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741.0	1.0
adobo	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135.0	1.0
adobo	T_CELLS	0.0	0.0	0.0	23149.0	1.0
adobo	Unknown	0.0	0.0	0.0	0.0	0.0
adobo	macro avg	0.0	0.0	0.0	51775.0	0.0
adobo	weighted avg	0.0	0.0	0.0	51775.0	0.0
sccatch	ALVEOLAR_CELL	0.0	0.0	0.0	1335.0	1.0
sccatch	BASAL_CELLS	0.0	0.0	0.0	68.0	1.0
sccatch	B_CELLS	0.0	0.0	0.0	4065.0	1.0
sccatch	CANCER_CELLS	0.0	0.0	0.0	7424.0	1.0
sccatch	DENDRITIC_CELLS	0.0	0.0	0.0	586.0	1.0
sccatch	ENDOTHELIAL_CELL	0.0	0.0	0.0	1507.0	1.0
sccatch	EPITHELIAL_CELLS	0.0	0.0	0.0	381.0	1.0
sccatch	ERYTHROBLASTS	0.0	0.0	0.0	8.0	1.0
sccatch	FIBROBLASTS	0.0	0.0	0.0	1460.0	1.0
sccatch	GRANULOCYTES	0.0	0.0	0.0	477.0	1.0
sccatch	LANGERHANS_CELLS	0.0	0.0	0.0	714.0	1.0
sccatch	LYMPHATIC_EC	0.0	0.0	0.0	85.0	1.0
sccatch	MACROPHAGES	0.0	0.0	0.0	8027.0	1.0
sccatch	MAST_CELLS	0.0	0.0	0.0	613.0	1.0
sccatch	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741.0	1.0
sccatch	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135.0	1.0
sccatch	T_CELLS	0.0	0.0	0.0	23149.0	1.0
sccatch	Unknown	0.0	0.0	0.0	0.0	0.0
sccatch	macro avg	0.0	0.0	0.0	51775.0	0.0
sccatch	weighted avg	0.0	0.0	0.0	51775.0	0.0
SVM	ALVEOLAR_CELL	0.9447310243183493	0.9602996254681648	0.9524517087667163	1335	0.998513084853291
SVM	BASAL_CELLS	0.90625	0.8529411764705882	0.8787878787878787	68	0.9998839615525944
SVM	B_CELLS	0.9839743589743589	0.9817958179581796	0.982883881295407	4065	0.9986376021798365
SVM	CANCER_CELLS	0.9920442286947141	0.9909752155172413	0.9915094339622641	7424	0.998669703050664
SVM	DENDRITIC_CELLS	0.9255499153976311	0.9334470989761092	0.9294817332200509	586	0.999140440328977
SVM	ENDOTHELIAL_CELL	0.9986263736263736	0.9648307896483079	0.9814377320283496	1507	0.9999602132569427
SVM	EPITHELIAL_CELLS	0.9552238805970149	0.8398950131233596	0.8938547486033519	381	0.9997081371366308
SVM	ERYTHROBLASTS	1.0	0.375	0.5454545454545454	8	1.0
SVM	FIBROBLASTS	0.9965108164689462	0.9780821917808219	0.9872105081230557	1460	0.9999006260558482
SVM	GRANULOCYTES	0.8810068649885584	0.8071278825995807	0.8424507658643325	477	0.9989863152559554
SVM	LANGERHANS_CELLS	0.8855799373040752	0.7913165266106442	0.8357988165680473	714	0.9985703374395332
SVM	LYMPHATIC_EC	0.9444444444444444	1.0	0.9714285714285714	85	0.9999032694911976
SVM	MACROPHAGES	0.9675284891557407	0.9836800797309082	0.9755374351371386	8027	0.9939425802322391
SVM	MAST_CELLS	0.9983221476510067	0.9706362153344209	0.9842845326716293	613	0.9999804542433838
SVM	NATURAL_KILLER_CELLS	0.9504477611940298	0.9144170017231477	0.9320843091334895	1741	0.9983411280329376
SVM	SECRETORY_CLUB_CELLS	0.9612403100775194	0.9185185185185185	0.9393939393939394	135	0.9999031758326878
SVM	T_CELLS	0.9863741537406804	0.9944274050714934	0.9903844085443242	23149	0.9888912177740515
SVM	macro avg	0.957520865096085	0.897493562266558	0.9184961734695937	51775	0.0
SVM	weighted avg	0.9790632234123284	0.9792757122163206	0.9790206482692735	51775	0.0
SVMrej	ALVEOLAR_CELL	0.9768	0.9146067415730337	0.9446808510638298	1335	0.9994250594766059
SVMrej	BASAL_CELLS	0.9807692307692307	0.75	0.8499999999999999	68	0.9999806602587658
SVMrej	B_CELLS	0.9936628643852978	0.964329643296433	0.978776529338327	4065	0.9994760008383986
SVMrej	CANCER_CELLS	0.9960360852925095	0.9815463362068966	0.9887381275440977	7424	0.9993461252282925
SVMrej	DENDRITIC_CELLS	0.9769673704414588	0.8686006825938567	0.919602529358627	586	0.9997655746351756
SVMrej	ENDOTHELIAL_CELL	1.0	0.9396151293961513	0.9688676017789941	1507	1.0
SVMrej	EPITHELIAL_CELLS	0.9628378378378378	0.7480314960629921	0.8419497784342689	381	0.9997859672335292
SVMrej	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
SVMrej	FIBROBLASTS	0.998551774076756	0.9445205479452055	0.9707849348820838	1460	0.9999602504223393
SVMrej	GRANULOCYTES	0.9575070821529745	0.7085953878406709	0.8144578313253013	477	0.9997075909392179
SVMrej	LANGERHANS_CELLS	0.953757225433526	0.6932773109243697	0.8029197080291971	714	0.9995299739527232
SVMrej	LYMPHATIC_EC	1.0	0.8117647058823529	0.8961038961038961	85	1.0
SVMrej	MACROPHAGES	0.9826757713707638	0.9681076367260496	0.9753373078129902	8027	0.9968684282710066
SVMrej	MAST_CELLS	1.0	0.9559543230016313	0.9774812343619682	613	1.0
SVMrej	NATURAL_KILLER_CELLS	0.9771241830065359	0.858701895462378	0.9140935493732804	1741	0.9993004756765399
SVMrej	SECRETORY_CLUB_CELLS	0.9824561403508771	0.8296296296296296	0.8995983935742972	135	0.9999612703330751
SVMrej	T_CELLS	0.9914337630873064	0.9899347704004493	0.9906836997168363	23149	0.9930832110668623
SVMrej	UNLABELED	0.0	0.0	0.0	0	0.9728633510381458
SVMrej	macro avg	0.8739210737891708	0.7737342353856722	0.8185597762609996	51775	0.0
SVMrej	weighted avg	0.9892210207877652	0.9628198937711251	0.9751340393524549	51775	0.0
RF	ALVEOLAR_CELL	0.8906942392909897	0.903370786516854	0.8969877277798438	1335	0.997065820777161
RF	BASAL_CELLS	0.0	0.0	0.0	68	1.0
RF	B_CELLS	0.9745952677459527	0.9626076260762607	0.9685643564356435	4065	0.9978620834206665
RF	CANCER_CELLS	0.948607858443924	0.9820851293103449	0.9650562541363336	7424	0.9910937746612253
RF	DENDRITIC_CELLS	0.9765395894428153	0.568259385665529	0.7184466019417476	586	0.9998437164234504
RF	ENDOTHELIAL_CELL	0.9522184300341296	0.9256801592568016	0.9387617765814266	1507	0.9986074639929975
RF	EPITHELIAL_CELLS	0.9881422924901185	0.6561679790026247	0.7886435331230283	381	0.9999416274273262
RF	ERYTHROBLASTS	0.0	0.0	0.0	8	1.0
RF	FIBROBLASTS	0.9962574850299402	0.9116438356164384	0.952074391988555	1460	0.9999006260558482
RF	GRANULOCYTES	0.9728260869565217	0.3752620545073375	0.5416036308623298	477	0.9999025303130726
RF	LANGERHANS_CELLS	0.9426751592356688	0.41456582633053224	0.5758754863813229	714	0.9996474804645424
RF	LYMPHATIC_EC	1.0	0.058823529411764705	0.1111111111111111	85	1.0
RF	MACROPHAGES	0.8910957375585806	0.9948922386944064	0.9401377361822355	8027	0.9776904087043979
RF	MAST_CELLS	1.0	0.9200652528548124	0.9583687340696687	613	1.0
RF	NATURAL_KILLER_CELLS	0.9878419452887538	0.5600229753015509	0.7148093841642229	1741	0.9997601630890994
RF	SECRETORY_CLUB_CELLS	1.0	0.1925925925925926	0.32298136645962733	135	1.0
RF	T_CELLS	0.9519005065272002	0.998531254049851	0.9746584584246922	23149	0.9591979319499756
RF	macro avg	0.8513761528261528	0.6132100367757471	0.668710620567164	51775	0.0
RF	weighted avg	0.9446614403454748	0.94379526798648	0.9365307629746225	51775	0.0
LDA	ALVEOLAR_CELL	0.8457639391745112	0.8749063670411985	0.8600883652430044	1335	0.9957771609833466
LDA	BASAL_CELLS	0.7288135593220338	0.6323529411764706	0.6771653543307087	68	0.9996905641402518
LDA	B_CELLS	0.9416867469879519	0.9613776137761377	0.9514303104077907	4065	0.994927688115699
LDA	CANCER_CELLS	0.9660706098120129	0.8514278017241379	0.90513352903272	7424	0.9949944758855493
LDA	DENDRITIC_CELLS	0.8586387434554974	0.8395904436860068	0.8490077653149267	586	0.9984176287874348
LDA	ENDOTHELIAL_CELL	0.9204152249134948	0.8825481088254811	0.9010840108401084	1507	0.9977122622742103
LDA	EPITHELIAL_CELLS	0.9117647058823529	0.7322834645669292	0.8122270742358079	381	0.9994746468459353
LDA	ERYTHROBLASTS	0.1	0.125	0.11111111111111112	8	0.9998261440686151
LDA	FIBROBLASTS	0.9487179487179487	0.8616438356164383	0.9030868628858577	1460	0.998648514359535
LDA	GRANULOCYTES	0.6934156378600823	0.7064989517819706	0.6998961578400832	477	0.9970954033295645
LDA	LANGERHANS_CELLS	0.7711598746081505	0.6890756302521008	0.727810650887574	714	0.9971406748790662
LDA	LYMPHATIC_EC	0.9722222222222222	0.8235294117647058	0.89171974522293	85	0.999961307796479
LDA	MACROPHAGES	0.931097117946234	0.9578921141148623	0.944304574762051	8027	0.9869936911401664
LDA	MAST_CELLS	0.9710144927536232	0.9836867862969005	0.9773095623987034	613	0.9996481763809077
LDA	NATURAL_KILLER_CELLS	0.8985949908368968	0.8449167145318782	0.8709295441089402	1741	0.9966822560658752
LDA	SECRETORY_CLUB_CELLS	0.8484848484848485	0.8296296296296296	0.8389513108614232	135	0.9996127033307514
LDA	T_CELLS	0.9526887066036954	0.9933906432243294	0.972614037684776	23149	0.9601061971634178
LDA	macro avg	0.8388558452695033	0.7993970857652456	0.8172864686569716	51775	0.0
LDA	weighted avg	0.9380628212738467	0.9380975374215355	0.9371079338907731	51775	0.0
LDArej	ALVEOLAR_CELL	0.8467683369644154	0.8734082397003745	0.859882005899705	1335	0.9958168120539255
LDArej	BASAL_CELLS	0.7288135593220338	0.6323529411764706	0.6771653543307087	68	0.9996905641402518
LDArej	B_CELLS	0.9425259599130644	0.9601476014760147	0.9512551791372166	4065	0.9950115279815552
LDArej	CANCER_CELLS	0.966906695265819	0.8500808189655172	0.9047380116120708	7424	0.995129760321075
LDArej	DENDRITIC_CELLS	0.8586387434554974	0.8395904436860068	0.8490077653149267	586	0.9984176287874348
LDArej	ENDOTHELIAL_CELL	0.9204152249134948	0.8825481088254811	0.9010840108401084	1507	0.9977122622742103
LDArej	EPITHELIAL_CELLS	0.9117647058823529	0.7322834645669292	0.8122270742358079	381	0.9994746468459353
LDArej	ERYTHROBLASTS	0.1	0.125	0.11111111111111112	8	0.9998261440686151
LDArej	FIBROBLASTS	0.9487179487179487	0.8616438356164383	0.9030868628858577	1460	0.998648514359535
LDArej	GRANULOCYTES	0.6956521739130435	0.7044025157232704	0.7	477	0.9971343912043354
LDArej	LANGERHANS_CELLS	0.7723704866562009	0.6890756302521008	0.7283493708364174	714	0.9971602592977028
LDArej	LYMPHATIC_EC	0.9722222222222222	0.8235294117647058	0.89171974522293	85	0.999961307796479
LDArej	MACROPHAGES	0.9325242718446602	0.957269216394668	0.9447347390422328	8027	0.9872908475816037
LDArej	MAST_CELLS	0.9710144927536232	0.9836867862969005	0.9773095623987034	613	0.9996481763809077
LDArej	NATURAL_KILLER_CELLS	0.8988970588235294	0.842619184376795	0.8698487992884673	1741	0.996702242475117
LDArej	SECRETORY_CLUB_CELLS	0.8484848484848485	0.8296296296296296	0.8389513108614232	135	0.9996127033307514
LDArej	T_CELLS	0.9536253525800564	0.9931314527625383	0.9729775482997228	23149	0.96094459582198
LDArej	UNLABELED	0.0	0.0	0.0	0	0.9983389666827619
LDArej	macro avg	0.7927412267618228	0.7544666267341023	0.7718582472954116	51775	0.0
LDArej	weighted avg	0.9389619937917204	0.9374601641718976	0.9372334137218623	51775	0.0
NMC	ALVEOLAR_CELL	0.974739970282318	0.49138576779026216	0.653386454183267	1335	0.9996629659000793
NMC	BASAL_CELLS	0.803921568627451	0.6029411764705882	0.6890756302521008	68	0.9998066025876574
NMC	B_CELLS	0.7629186602870813	0.7845018450184502	0.7735597331716192	4065	0.9792286732341228
NMC	CANCER_CELLS	0.9677335415040333	0.5009428879310345	0.6601579834916127	7424	0.9972041216658023
NMC	DENDRITIC_CELLS	0.15130151843817788	0.4761092150170648	0.22962962962962966	586	0.9694270253374748
NMC	ENDOTHELIAL_CELL	0.7828668363019508	0.6124751161247511	0.6872673119880863	1507	0.9949072968886767
NMC	EPITHELIAL_CELLS	0.9016949152542373	0.6981627296587927	0.7869822485207101	381	0.9994357317974861
NMC	ERYTHROBLASTS	0.0036596523330283625	1.0	0.007292616226071104	8	0.9579268646048641
NMC	FIBROBLASTS	0.9988465974625144	0.5931506849315068	0.7443059733562527	1460	0.9999801252111696
NMC	GRANULOCYTES	0.1683599419448476	0.7295597484276729	0.27358490566037735	477	0.9664899216343718
NMC	LANGERHANS_CELLS	0.24920127795527156	0.6554621848739496	0.3611111111111111	714	0.9723859697224888
NMC	LYMPHATIC_EC	0.16770186335403728	0.6352941176470588	0.2653562653562654	85	0.9948152447281873
NMC	MACROPHAGES	0.9850677693544682	0.5341970848386695	0.692730210016155	8027	0.9985142177928134
NMC	MAST_CELLS	0.9925788497217068	0.8727569331158238	0.9288194444444444	613	0.999921816973535
NMC	NATURAL_KILLER_CELLS	0.33973817567567566	0.9241815048822516	0.4968349544542226	1741	0.9375024983011552
NMC	SECRETORY_CLUB_CELLS	0.6827586206896552	0.7333333333333333	0.7071428571428573	135	0.9991092176607281
NMC	T_CELLS	0.851439182915506	0.8318717871182341	0.8415417558886509	23149	0.8826241878012995
NMC	macro avg	0.6343840554177624	0.6868427127752614	0.5763987696996137	51775	0.0
NMC	weighted avg	0.8477779021365559	0.7070014485755673	0.7436721530553301	51775	0.0
kNN9	ALVEOLAR_CELL	0.888728323699422	0.9213483146067416	0.9047443913203385	1335	0.9969468675654243
kNN9	BASAL_CELLS	1.0	0.4264705882352941	0.5979381443298969	68	1.0
kNN9	B_CELLS	0.9029411764705882	0.9817958179581796	0.9407189157336476	4065	0.991008174386921
kNN9	CANCER_CELLS	0.9880489160644803	0.9577047413793104	0.9726402188782489	7424	0.9980609230907984
kNN9	DENDRITIC_CELLS	0.8924302788844621	0.764505119453925	0.823529411764706	586	0.9989450858582899
kNN9	ENDOTHELIAL_CELL	0.9949622166246851	0.7863304578633046	0.8784284655300223	1507	0.9998806397708283
kNN9	EPITHELIAL_CELLS	0.9954337899543378	0.5721784776902887	0.7266666666666667	381	0.9999805424757754
kNN9	ERYTHROBLASTS	0.38461538461538464	0.625	0.4761904761904762	8	0.9998454613943246
kNN9	FIBROBLASTS	0.9895076674737692	0.8397260273972603	0.9084846239347908	1460	0.9997416277452053
kNN9	GRANULOCYTES	0.7376146788990826	0.8427672955974843	0.786692759295499	477	0.9972123669538774
kNN9	LANGERHANS_CELLS	0.9376498800959233	0.5476190476190477	0.6914235190097259	714	0.9994908051154502
kNN9	LYMPHATIC_EC	1.0	0.5176470588235295	0.682170542635659	85	1.0
kNN9	MACROPHAGES	0.9343248066627008	0.9783231593372368	0.9558179162609542	8027	0.9873822803328152
kNN9	MAST_CELLS	0.9982638888888888	0.9380097879282219	0.9671993271656854	613	0.9999804542433838
kNN9	NATURAL_KILLER_CELLS	0.9557661927330173	0.3475014359563469	0.5096882898062342	1741	0.999440380541232
kNN9	SECRETORY_CLUB_CELLS	0.889763779527559	0.837037037037037	0.8625954198473282	135	0.999728892331526
kNN9	T_CELLS	0.9259512784376888	0.9933906432243294	0.958486162054018	23149	0.9357577027876756
kNN9	macro avg	0.9068236622959994	0.7574914711827964	0.8025538382602293	51775	0.0
kNN9	weighted avg	0.9376458202284403	0.9352197006277161	0.9288421967574957	51775	0.0
ACTINN	ALVEOLAR_CELL	0.9556913674560733	0.9370786516853933	0.9462934947049924	1335	0.9988501189532117
ACTINN	BASAL_CELLS	0.9322033898305084	0.8088235294117647	0.8661417322834646	68	0.9999226410350629
ACTINN	B_CELLS	0.9817554240631163	0.9795817958179582	0.9806674054919345	4065	0.99844896248166
ACTINN	CANCER_CELLS	0.9917678812415655	0.9898976293103449	0.9908318727248214	7424	0.9986246082388222
ACTINN	DENDRITIC_CELLS	0.9165275459098498	0.9368600682593856	0.9265822784810126	586	0.9990232276465647
