method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LAmbDA	GMP	0.6670822942643392	0.66875	0.6679151061173534	800	0.93325	0.16666666666666666	897.0	balanced
SVM	GMP	0.8288508557457213	0.8475	0.8380716934487021	800	0.965	0.16666666666666666	897.0	balanced
CaSTLe	GMP	0.7907514450867053	0.855	0.8216216216216216	800	0.95475	0.16666666666666666	897.0	balanced
SingleCellNet	GMP	0.82063305978898	0.875	0.8469449485783425	800	0.96175	0.16666666666666666	897.0	balanced
LDArej	GMP	0.8076923076923077	0.70875	0.7549933422103862	800	0.96625	0.16666666666666666	897.0	balanced
scVI	GMP	0.8418491484184915	0.865	0.8532675709001233	800	0.9675	0.16666666666666666	897.0	balanced
SVMrej	GMP	0.9681274900398407	0.6075	0.7465437788018434	800	0.996	0.16666666666666666	897.0	balanced
LDA	GMP	0.7161862527716186	0.8075	0.7591069330199766	800	0.936	0.16666666666666666	897.0	balanced
scmapcell	GMP	0.799660441426146	0.58875	0.6781857451403888	800	0.9705	0.16666666666666666	897.0	balanced
ACTINN	GMP	0.8138957816377171	0.82	0.8169364881693649	800	0.9625	0.16666666666666666	897.0	balanced
NMC	GMP	0.5630936227951153	0.51875	0.5400130123617437	800	0.9195	0.16666666666666666	897.0	balanced
kNN9	GMP	0.542654028436019	0.85875	0.665053242981607	800	0.85525	0.16666666666666666	897.0	balanced
singleR	GMP	0.6138211382113821	0.94375	0.7438423645320196	800	0.88125	0.16666666666666666	897.0	balanced
scID	GMP	0.3509700176366843	0.24875	0.29114850036576445	800	0.908	0.16666666666666666	897.0	balanced
scmapcluster	GMP	0.7529411764705882	0.56	0.6422939068100358	800	0.96325	0.16666666666666666	897.0	balanced
RF	GMP	0.7278835386338186	0.8125	0.7678676904902539	800	0.93925	0.16666666666666666	897.0	balanced
CHETAH	GMP	0.8482490272373541	0.545	0.6636225266362253	800	0.9805	0.16666666666666666	897.0	balanced
Cell_BLAST	GMP	0.794	0.49625	0.6107692307692308	800	0.97425	0.16666666666666666	897.0	balanced
scPred	GMP	0.85383502170767	0.7375	0.7914151576123407	800	0.97475	0.16666666666666666	897.0	balanced
LDA	GMP_LIKE	0.6692650334075724	0.75125	0.7078916372202592	800	0.92575	0.16666666666666666	3042.0	balanced
LDArej	GMP_LIKE	0.7146853146853147	0.63875	0.6745874587458746	800	0.949	0.16666666666666666	3042.0	balanced
SVM	GMP_LIKE	0.7552941176470588	0.8025	0.7781818181818182	800	0.948	0.16666666666666666	3042.0	balanced
scVI	GMP_LIKE	0.7940828402366864	0.83875	0.81580547112462	800	0.9565	0.16666666666666666	3042.0	balanced
RF	GMP_LIKE	0.7340966921119593	0.72125	0.7276166456494324	800	0.94775	0.16666666666666666	3042.0	balanced
Cell_BLAST	GMP_LIKE	0.8052434456928839	0.26875	0.4029990627928772	800	0.987	0.16666666666666666	3042.0	balanced
SVMrej	GMP_LIKE	0.8803611738148984	0.4875	0.6275140788415124	800	0.98675	0.16666666666666666	3042.0	balanced
CaSTLe	GMP_LIKE	0.7388149939540508	0.76375	0.7510755992624463	800	0.946	0.16666666666666666	3042.0	balanced
scPred	GMP_LIKE	0.8076358296622613	0.6875	0.7427413909520594	800	0.96725	0.16666666666666666	3042.0	balanced
scmapcell	GMP_LIKE	0.7794117647058824	0.3975	0.5264900662251655	800	0.9775	0.16666666666666666	3042.0	balanced
ACTINN	GMP_LIKE	0.7294520547945206	0.79875	0.7625298329355608	800	0.94075	0.16666666666666666	3042.0	balanced
scmapcluster	GMP_LIKE	0.662828947368421	0.50375	0.5724431818181819	800	0.94875	0.16666666666666666	3042.0	balanced
LAmbDA	GMP_LIKE	0.7056962025316456	0.5575	0.6229050279329609	800	0.9535	0.16666666666666666	3042.0	balanced
NMC	GMP_LIKE	0.5508720930232558	0.47375	0.5094086021505376	800	0.92275	0.16666666666666666	3042.0	balanced
kNN9	GMP_LIKE	0.6666666666666666	0.635	0.6504481434058899	800	0.9365	0.16666666666666666	3042.0	balanced
scID	GMP_LIKE	0.2857142857142857	0.385	0.32800851970181044	800	0.8075	0.16666666666666666	3042.0	balanced
singleR	GMP_LIKE	0.6935096153846154	0.72125	0.7071078431372548	800	0.93625	0.16666666666666666	3042.0	balanced
CHETAH	GMP_LIKE	0.6607495069033531	0.41875	0.5126243305279267	800	0.957	0.16666666666666666	3042.0	balanced
SingleCellNet	GMP_LIKE	0.7691428571428571	0.84125	0.8035820895522388	800	0.9495	0.16666666666666666	3042.0	balanced
CHETAH	HSC_PROG	0.8809891808346213	0.7125	0.7878369039391845	800	0.98075	0.16666666666666666	3386.0	balanced
scmapcluster	HSC_PROG	1.0	0.255	0.4063745019920319	800	1.0	0.16666666666666666	3386.0	balanced
singleR	HSC_PROG	0.8669250645994832	0.83875	0.8526048284625158	800	0.97425	0.16666666666666666	3386.0	balanced
scPred	HSC_PROG	0.935820895522388	0.78375	0.8530612244897958	800	0.98925	0.16666666666666666	3386.0	balanced
scVI	HSC_PROG	0.897742363877822	0.845	0.8705730843528655	800	0.98075	0.16666666666666666	3386.0	balanced
SVMrej	HSC_PROG	0.9828473413379074	0.71625	0.8286334056399133	800	0.9975	0.16666666666666666	3386.0	balanced
scID	HSC_PROG	0.6774193548387096	0.65625	0.6666666666666667	800	0.9375	0.16666666666666666	3386.0	balanced
NMC	HSC_PROG	0.4129032258064516	0.8	0.5446808510638298	800	0.7725	0.16666666666666666	3386.0	balanced
SingleCellNet	HSC_PROG	0.9041666666666667	0.81375	0.8565789473684211	800	0.98275	0.16666666666666666	3386.0	balanced
scmapcell	HSC_PROG	0.993103448275862	0.36	0.528440366972477	800	0.9995	0.16666666666666666	3386.0	balanced
SVM	HSC_PROG	0.8881664499349805	0.85375	0.8706182281708094	800	0.9785	0.16666666666666666	3386.0	balanced
LAmbDA	HSC_PROG	0.7693298969072165	0.74625	0.7576142131979695	800	0.95525	0.16666666666666666	3386.0	balanced
kNN9	HSC_PROG	0.7279821627647715	0.81625	0.7695934001178549	800	0.939	0.16666666666666666	3386.0	balanced
ACTINN	HSC_PROG	0.8743315508021391	0.8175	0.8449612403100776	800	0.9765	0.16666666666666666	3386.0	balanced
CaSTLe	HSC_PROG	0.8801054018445322	0.835	0.8569595894804362	800	0.97725	0.16666666666666666	3386.0	balanced
LDA	HSC_PROG	0.8460490463215259	0.77625	0.8096479791395046	800	0.97175	0.16666666666666666	3386.0	balanced
Cell_BLAST	HSC_PROG	0.7946708463949843	0.63375	0.7051460361613353	800	0.96725	0.16666666666666666	3386.0	balanced
LDArej	HSC_PROG	0.9036697247706422	0.73875	0.81292984869326	800	0.98425	0.16666666666666666	3386.0	balanced
RF	HSC_PROG	0.7869615832363213	0.845	0.8149487643158528	800	0.95425	0.16666666666666666	3386.0	balanced
CaSTLe	MYELOID	0.8324742268041238	0.8075	0.8197969543147208	800	0.9675	0.16666666666666666	3806.0	balanced
NMC	MYELOID	0.82171581769437	0.76625	0.7930142302716688	800	0.96675	0.16666666666666666	3806.0	balanced
SVMrej	MYELOID	0.9650582362728786	0.725	0.8279800142755175	800	0.99475	0.16666666666666666	3806.0	balanced
ACTINN	MYELOID	0.8785166240409207	0.85875	0.8685208596713021	800	0.97625	0.16666666666666666	3806.0	balanced
RF	MYELOID	0.7928921568627451	0.80875	0.8007425742574258	800	0.95775	0.16666666666666666	3806.0	balanced
singleR	MYELOID	0.7455621301775148	0.7875	0.7659574468085107	800	0.94625	0.16666666666666666	3806.0	balanced
scVI	MYELOID	0.9252577319587629	0.8975	0.9111675126903553	800	0.9855	0.16666666666666666	3806.0	balanced
LDA	MYELOID	0.8586525759577279	0.8125	0.8349389852280025	800	0.97325	0.16666666666666666	3806.0	balanced
Cell_BLAST	MYELOID	0.604992657856094	0.515	0.5563808237677246	800	0.93275	0.16666666666666666	3806.0	balanced
CHETAH	MYELOID	0.8381679389312977	0.68625	0.7546391752577319	800	0.9735	0.16666666666666666	3806.0	balanced
LAmbDA	MYELOID	0.677801724137931	0.78625	0.7280092592592593	800	0.92525	0.16666666666666666	3806.0	balanced
scmapcluster	MYELOID	0.769090909090909	0.52875	0.6266666666666667	800	0.96825	0.16666666666666666	3806.0	balanced
scPred	MYELOID	0.9107142857142857	0.82875	0.8678010471204188	800	0.98375	0.16666666666666666	3806.0	balanced
kNN9	MYELOID	0.8210361067503925	0.65375	0.7279053583855255	800	0.9715	0.16666666666666666	3806.0	balanced
SVM	MYELOID	0.8847583643122676	0.8925	0.8886123210952084	800	0.97675	0.16666666666666666	3806.0	balanced
scmapcell	MYELOID	0.8745644599303136	0.31375	0.46182152713891444	800	0.991	0.16666666666666666	3806.0	balanced
scID	MYELOID	0.5939044481054365	0.90125	0.7159880834160872	800	0.87675	0.16666666666666666	3806.0	balanced
SingleCellNet	MYELOID	0.8484107579462102	0.8675	0.857849196538937	800	0.969	0.16666666666666666	3806.0	balanced
LDArej	MYELOID	0.9013452914798207	0.75375	0.8209666439754937	800	0.9835	0.16666666666666666	3806.0	balanced
LAmbDA	MYELOID_LIKE	0.746969696969697	0.61625	0.6753424657534246	800	0.95825	0.16666666666666666	4502.0	balanced
scID	MYELOID_LIKE	0.755	0.56625	0.6471428571428571	800	0.96325	0.16666666666666666	4502.0	balanced
RF	MYELOID_LIKE	0.8298816568047337	0.70125	0.7601626016260163	800	0.97125	0.16666666666666666	4502.0	balanced
singleR	MYELOID_LIKE	0.9473684210526315	0.54	0.6878980891719746	800	0.994	0.16666666666666666	4502.0	balanced
NMC	MYELOID_LIKE	0.8396825396825397	0.66125	0.7398601398601399	800	0.97475	0.16666666666666666	4502.0	balanced
scPred	MYELOID_LIKE	0.9203539823008849	0.78	0.844384303112314	800	0.9865	0.16666666666666666	4502.0	balanced
Cell_BLAST	MYELOID_LIKE	0.599290780141844	0.4225	0.4956011730205278	800	0.9435	0.16666666666666666	4502.0	balanced
CHETAH	MYELOID_LIKE	0.7893030794165316	0.60875	0.6873676781933662	800	0.9675	0.16666666666666666	4502.0	balanced
CaSTLe	MYELOID_LIKE	0.8081471747700394	0.76875	0.7879564381806534	800	0.9635	0.16666666666666666	4502.0	balanced
scmapcluster	MYELOID_LIKE	0.9368421052631579	0.445	0.6033898305084745	800	0.994	0.16666666666666666	4502.0	balanced
LDArej	MYELOID_LIKE	0.9035369774919614	0.7025	0.7904360056258791	800	0.985	0.16666666666666666	4502.0	balanced
SVM	MYELOID_LIKE	0.8795669824086604	0.8125	0.8447043534762834	800	0.97775	0.16666666666666666	4502.0	balanced
scmapcell	MYELOID_LIKE	0.9019607843137255	0.5175	0.6576648133439237	800	0.98875	0.16666666666666666	4502.0	balanced
LDA	MYELOID_LIKE	0.8465909090909091	0.745	0.7925531914893618	800	0.973	0.16666666666666666	4502.0	balanced
scVI	MYELOID_LIKE	0.8808618504435995	0.86875	0.8747640025173066	800	0.9765	0.16666666666666666	4502.0	balanced
SingleCellNet	MYELOID_LIKE	0.8778409090909091	0.7725	0.8218085106382979	800	0.9785	0.16666666666666666	4502.0	balanced
SVMrej	MYELOID_LIKE	0.9599271402550091	0.65875	0.781319495922906	800	0.9945	0.16666666666666666	4502.0	balanced
kNN9	MYELOID_LIKE	0.7296248382923674	0.705	0.7171010807374443	800	0.94775	0.16666666666666666	4502.0	balanced
ACTINN	MYELOID_LIKE	0.8415584415584415	0.81	0.8254777070063695	800	0.9695	0.16666666666666666	4502.0	balanced
RF	HSC_PROG_LIKE	0.7857142857142857	0.75625	0.7707006369426751	800	0.95875	0.16666666666666666	6300.0	balanced
CHETAH	HSC_PROG_LIKE	0.8410351201478743	0.56875	0.6785980611483967	800	0.9785	0.16666666666666666	6300.0	balanced
CaSTLe	HSC_PROG_LIKE	0.8029556650246306	0.815	0.8089330024813896	800	0.96	0.16666666666666666	6300.0	balanced
LAmbDA	HSC_PROG_LIKE	0.6097804391217565	0.76375	0.6781354051054385	800	0.90225	0.16666666666666666	6300.0	balanced
scmapcluster	HSC_PROG_LIKE	0.792156862745098	0.2525	0.3829383886255924	800	0.98675	0.16666666666666666	6300.0	balanced
kNN9	HSC_PROG_LIKE	0.7784946236559139	0.4525	0.5723320158102767	800	0.97425	0.16666666666666666	6300.0	balanced
scPred	HSC_PROG_LIKE	0.8630527817403709	0.75625	0.8061292471685543	800	0.976	0.16666666666666666	6300.0	balanced
SVM	HSC_PROG_LIKE	0.8164014687882497	0.83375	0.8249845392702536	800	0.9625	0.16666666666666666	6300.0	balanced
Cell_BLAST	HSC_PROG_LIKE	0.8516624040920716	0.41625	0.5591939546599496	800	0.9855	0.16666666666666666	6300.0	balanced
LDArej	HSC_PROG_LIKE	0.8252569750367107	0.7025	0.7589466576637407	800	0.97025	0.16666666666666666	6300.0	balanced
SingleCellNet	HSC_PROG_LIKE	0.827710843373494	0.85875	0.8429447852760735	800	0.96425	0.16666666666666666	6300.0	balanced
scID	HSC_PROG_LIKE	0.534521158129176	0.3	0.3843074459567654	800	0.94775	0.16666666666666666	6300.0	balanced
ACTINN	HSC_PROG_LIKE	0.8019559902200489	0.82	0.8108776266996292	800	0.9595	0.16666666666666666	6300.0	balanced
LDA	HSC_PROG_LIKE	0.7664596273291926	0.77125	0.768847352024922	800	0.953	0.16666666666666666	6300.0	balanced
scVI	HSC_PROG_LIKE	0.8429447852760736	0.85875	0.8507739938080495	800	0.968	0.16666666666666666	6300.0	balanced
SVMrej	HSC_PROG_LIKE	0.9237918215613383	0.62125	0.7428998505231689	800	0.98975	0.16666666666666666	6300.0	balanced
singleR	HSC_PROG_LIKE	0.8506787330316742	0.705	0.7710184552289815	800	0.97525	0.16666666666666666	6300.0	balanced
NMC	HSC_PROG_LIKE	0.7260579064587973	0.4075	0.522017614091273	800	0.96925	0.16666666666666666	6300.0	balanced
scmapcell	HSC_PROG_LIKE	0.8888888888888888	0.28	0.4258555133079848	800	0.993	0.16666666666666666	6300.0	balanced
