method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
SVM	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
kNN9	NEURON	0.7054673721340388	1.0	0.827300930713547	400	0.9304166666666667	0.14285714285714285	21	balanced
scVI	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
RF	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
ACTINN	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
SVMrej	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
scmapcell	NEURON	0.9925558312655087	1.0	0.9962640099626401	400	0.99875	0.14285714285714285	21	balanced
CaSTLe	NEURON	0.9876543209876543	1.0	0.9937888198757764	400	0.9979166666666667	0.14285714285714285	21	balanced
NMC	NEURON	1.0	0.8875	0.9403973509933775	400	1.0	0.14285714285714285	21	balanced
SingleCellNet	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
Cell_BLAST	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
singleR	NEURON	1.0	0.9525	0.9756722151088347	400	1.0	0.14285714285714285	21	balanced
LDArej	NEURON	0.9507389162561576	0.965	0.9578163771712158	400	0.9916666666666667	0.14285714285714285	21	balanced
scID	NEURON	1.0	0.845	0.9159891598915989	400	1.0	0.14285714285714285	21	balanced
scPred	NEURON	0.9973958333333334	0.9575	0.9770408163265306	400	0.9995833333333334	0.14285714285714285	21	balanced
LAmbDA	NEURON	1.0	1.0	1.0	400	1.0	0.14285714285714285	21	balanced
LDA	NEURON	0.9507389162561576	0.965	0.9578163771712158	400	0.9916666666666667	0.14285714285714285	21	balanced
CHETAH	NEURON	1.0	0.9525	0.9756722151088347	400	1.0	0.14285714285714285	21	balanced
scmapcluster	NEURON	1.0	0.905	0.9501312335958005	400	1.0	0.14285714285714285	21	balanced
CaSTLe	VASCULAR	0.9803921568627451	1.0	0.99009900990099	400	0.9966666666666667	0.14285714285714285	51	balanced
LDA	VASCULAR	0.941747572815534	0.97	0.9556650246305418	400	0.99	0.14285714285714285	51	balanced
LDArej	VASCULAR	0.941747572815534	0.97	0.9556650246305418	400	0.99	0.14285714285714285	51	balanced
scVI	VASCULAR	0.9975062344139651	1.0	0.9987515605493134	400	0.9995833333333334	0.14285714285714285	51	balanced
SVM	VASCULAR	1.0	1.0	1.0	400	1.0	0.14285714285714285	51	balanced
SingleCellNet	VASCULAR	0.9975062344139651	1.0	0.9987515605493134	400	0.9995833333333334	0.14285714285714285	51	balanced
SVMrej	VASCULAR	1.0	1.0	1.0	400	1.0	0.14285714285714285	51	balanced
scmapcell	VASCULAR	1.0	0.97	0.9847715736040609	400	1.0	0.14285714285714285	51	balanced
NMC	VASCULAR	0.9891304347826086	0.91	0.9479166666666667	400	0.9983333333333333	0.14285714285714285	51	balanced
singleR	VASCULAR	1.0	0.9725	0.9860583016476552	400	1.0	0.14285714285714285	51	balanced
scID	VASCULAR	1.0	0.855	0.921832884097035	400	1.0	0.14285714285714285	51	balanced
scPred	VASCULAR	1.0	0.96	0.9795918367346939	400	1.0	0.14285714285714285	51	balanced
scmapcluster	VASCULAR	1.0	0.2875	0.44660194174757273	400	1.0	0.14285714285714285	51	balanced
ACTINN	VASCULAR	1.0	1.0	1.0	400	1.0	0.14285714285714285	51	balanced
CHETAH	VASCULAR	1.0	0.9325	0.9650711513583441	400	1.0	0.14285714285714285	51	balanced
Cell_BLAST	VASCULAR	0.9727722772277227	0.9825	0.9776119402985074	400	0.9954166666666666	0.14285714285714285	51	balanced
RF	VASCULAR	1.0	1.0	1.0	400	1.0	0.14285714285714285	51	balanced
LAmbDA	VASCULAR	0.9950248756218906	1.0	0.9975062344139651	400	0.9991666666666666	0.14285714285714285	51	balanced
kNN9	VASCULAR	0.29673590504451036	1.0	0.45766590389016015	400	0.605	0.14285714285714285	51	balanced
ACTINN	OLIGODENDROCYTE	0.9950248756218906	1.0	0.9975062344139651	400	0.9991666666666666	0.14285714285714285	85	balanced
scVI	OLIGODENDROCYTE	0.9975	0.9975	0.9975	400	0.9995833333333334	0.14285714285714285	85	balanced
kNN9	OLIGODENDROCYTE	0.7881548974943052	0.865	0.8247914183551847	400	0.96125	0.14285714285714285	85	balanced
CaSTLe	OLIGODENDROCYTE	0.9974811083123426	0.99	0.9937264742785445	400	0.9995833333333334	0.14285714285714285	85	balanced
scmapcell	OLIGODENDROCYTE	1.0	0.9525	0.9756722151088347	400	1.0	0.14285714285714285	85	balanced
SVM	OLIGODENDROCYTE	0.9900744416873449	0.9975	0.9937733499377336	400	0.9983333333333333	0.14285714285714285	85	balanced
Cell_BLAST	OLIGODENDROCYTE	0.9897435897435898	0.965	0.9772151898734178	400	0.9983333333333333	0.14285714285714285	85	balanced
NMC	OLIGODENDROCYTE	0.9742268041237113	0.945	0.9593908629441624	400	0.9958333333333333	0.14285714285714285	85	balanced
RF	OLIGODENDROCYTE	0.9900744416873449	0.9975	0.9937733499377336	400	0.9983333333333333	0.14285714285714285	85	balanced
LDArej	OLIGODENDROCYTE	0.9924433249370277	0.985	0.9887076537013803	400	0.99875	0.14285714285714285	85	balanced
