method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
SVM	ERYTHROBLASTS	0.9615384615384616	1.0	0.9803921568627451	50	0.9975	0.058823529411764705	8.0	balanced
LDA	ERYTHROBLASTS	0.6666666666666666	0.92	0.7731092436974789	50	0.97125	0.058823529411764705	8.0	balanced
LDArej	ERYTHROBLASTS	0.8461538461538461	0.88	0.8627450980392156	50	0.99	0.058823529411764705	8.0	balanced
ACTINN	ERYTHROBLASTS	0.9433962264150944	1.0	0.970873786407767	50	0.99625	0.058823529411764705	8.0	balanced
CaSTLe	ERYTHROBLASTS	0.8620689655172413	1.0	0.9259259259259259	50	0.99	0.058823529411764705	8.0	balanced
scmapcluster	ERYTHROBLASTS	0.9615384615384616	1.0	0.9803921568627451	50	0.9975	0.058823529411764705	8.0	balanced
CHETAH	ERYTHROBLASTS	0.9487179487179487	0.74	0.8314606741573033	50	0.9975	0.058823529411764705	8.0	balanced
kNN9	ERYTHROBLASTS	0.7692307692307693	1.0	0.8695652173913044	50	0.98125	0.058823529411764705	8.0	balanced
SingleCellNet	ERYTHROBLASTS	0.9259259259259259	1.0	0.9615384615384615	50	0.995	0.058823529411764705	8.0	balanced
SVMrej	ERYTHROBLASTS	1.0	0.22	0.36065573770491804	50	1.0	0.058823529411764705	8.0	balanced
RF	ERYTHROBLASTS	0.9259259259259259	1.0	0.9615384615384615	50	0.995	0.058823529411764705	8.0	balanced
scmapcell	ERYTHROBLASTS	1.0	0.22	0.36065573770491804	50	1.0	0.058823529411764705	8.0	balanced
NMC	ERYTHROBLASTS	0.5434782608695652	1.0	0.704225352112676	50	0.9475	0.058823529411764705	8.0	balanced
singleR	ERYTHROBLASTS	1.0	0.72	0.8372093023255813	50	1.0	0.058823529411764705	8.0	balanced
scVI	ERYTHROBLASTS	0.9615384615384616	1.0	0.9803921568627451	50	0.9975	0.058823529411764705	8.0	balanced
LAmbDA	ERYTHROBLASTS	0.847457627118644	1.0	0.9174311926605504	50	0.98875	0.058823529411764705	8.0	balanced
scID	ERYTHROBLASTS	0.5466666666666666	0.82	0.6559999999999999	50	0.9575	0.058823529411764705	8.0	balanced
scPred	ERYTHROBLASTS	0.9714285714285714	0.68	0.8	50	0.99875	0.058823529411764705	8.0	balanced
singleR	BASAL_CELLS	0.9795918367346939	0.96	0.9696969696969697	50	0.99875	0.058823529411764705	68.0	balanced
SingleCellNet	BASAL_CELLS	0.98	0.98	0.98	50	0.99875	0.058823529411764705	68.0	balanced
scmapcluster	BASAL_CELLS	1.0	0.94	0.9690721649484536	50	1.0	0.058823529411764705	68.0	balanced
kNN9	BASAL_CELLS	0.825	0.66	0.7333333333333334	50	0.99125	0.058823529411764705	68.0	balanced
scVI	BASAL_CELLS	0.9245283018867925	0.98	0.9514563106796116	50	0.995	0.058823529411764705	68.0	balanced
