method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
SVM	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
kNN9	NEURON	0.6535947712418301	1.0	0.790513833992095	200	0.9116666666666666	0.14285714285714285	21	balanced
scVI	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
RF	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
ACTINN	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
SVMrej	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
scmapcell	NEURON	0.9852216748768473	1.0	0.9925558312655086	200	0.9975	0.14285714285714285	21	balanced
CaSTLe	NEURON	0.9302325581395349	1.0	0.963855421686747	200	0.9875	0.14285714285714285	21	balanced
NMC	NEURON	1.0	0.855	0.921832884097035	200	1.0	0.14285714285714285	21	balanced
SingleCellNet	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
Cell_BLAST	NEURON	0.9836065573770492	0.9	0.9399477806788511	200	0.9975	0.14285714285714285	21	balanced
singleR	NEURON	1.0	0.96	0.9795918367346939	200	1.0	0.14285714285714285	21	balanced
LDArej	NEURON	0.9423076923076923	0.98	0.9607843137254902	200	0.99	0.14285714285714285	21	balanced
scID	NEURON	1.0	0.785	0.8795518207282913	200	1.0	0.14285714285714285	21	balanced
scPred	NEURON	1.0	0.96	0.9795918367346939	200	1.0	0.14285714285714285	21	balanced
LAmbDA	NEURON	1.0	1.0	1.0	200	1.0	0.14285714285714285	21	balanced
LDA	NEURON	0.9333333333333333	0.98	0.9560975609756097	200	0.9883333333333333	0.14285714285714285	21	balanced
CHETAH	NEURON	1.0	0.96	0.9795918367346939	200	1.0	0.14285714285714285	21	balanced
scmapcluster	NEURON	1.0	0.89	0.9417989417989417	200	1.0	0.14285714285714285	21	balanced
CaSTLe	VASCULAR	0.9740932642487047	0.94	0.9567430025445293	200	0.9958333333333333	0.14285714285714285	51	balanced
LDA	VASCULAR	0.9744897959183674	0.955	0.9646464646464646	200	0.9958333333333333	0.14285714285714285	51	balanced
LDArej	VASCULAR	0.9744897959183674	0.955	0.9646464646464646	200	0.9958333333333333	0.14285714285714285	51	balanced
scVI	VASCULAR	0.9852216748768473	1.0	0.9925558312655086	200	0.9975	0.14285714285714285	51	balanced
SVM	VASCULAR	0.9950248756218906	1.0	0.9975062344139651	200	0.9991666666666666	0.14285714285714285	51	balanced
SingleCellNet	VASCULAR	0.9950248756218906	1.0	0.9975062344139651	200	0.9991666666666666	0.14285714285714285	51	balanced
SVMrej	VASCULAR	1.0	1.0	1.0	200	1.0	0.14285714285714285	51	balanced
scmapcell	VASCULAR	1.0	0.925	0.961038961038961	200	1.0	0.14285714285714285	51	balanced
NMC	VASCULAR	0.9322916666666666	0.895	0.913265306122449	200	0.9891666666666666	0.14285714285714285	51	balanced
singleR	VASCULAR	1.0	0.975	0.9873417721518987	200	1.0	0.14285714285714285	51	balanced
scID	VASCULAR	1.0	0.825	0.9041095890410958	200	1.0	0.14285714285714285	51	balanced
scPred	VASCULAR	1.0	0.965	0.9821882951653944	200	1.0	0.14285714285714285	51	balanced
scmapcluster	VASCULAR	1.0	0.08	0.14814814814814814	200	1.0	0.14285714285714285	51	balanced
