method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LAmbDA	GMP	0.5	0.3	0.37499999999999994	50	0.94	0.16666666666666666	897.0	balanced
SVM	GMP	0.7962962962962963	0.86	0.826923076923077	50	0.956	0.16666666666666666	897.0	balanced
CaSTLe	GMP	0.5135135135135135	0.38	0.4367816091954023	50	0.928	0.16666666666666666	897.0	balanced
SingleCellNet	GMP	0.8163265306122449	0.8	0.8080808080808082	50	0.964	0.16666666666666666	897.0	balanced
LDArej	GMP	1.0	0.02	0.0392156862745098	50	1.0	0.16666666666666666	897.0	balanced
scVI	GMP	0.7954545454545454	0.7	0.7446808510638298	50	0.964	0.16666666666666666	897.0	balanced
SVMrej	GMP	1.0	0.34	0.5074626865671642	50	1.0	0.16666666666666666	897.0	balanced
LDA	GMP	0.7333333333333333	0.66	0.6947368421052631	50	0.952	0.16666666666666666	897.0	balanced
scmapcell	GMP	0.9	0.18	0.3	50	0.996	0.16666666666666666	897.0	balanced
ACTINN	GMP	0.5423728813559322	0.64	0.5871559633027523	50	0.892	0.16666666666666666	897.0	balanced
NMC	GMP	0.6333333333333333	0.38	0.4750000000000001	50	0.956	0.16666666666666666	897.0	balanced
kNN9	GMP	0.41	0.82	0.5466666666666666	50	0.764	0.16666666666666666	897.0	balanced
singleR	GMP	0.6825396825396826	0.86	0.7610619469026547	50	0.92	0.16666666666666666	897.0	balanced
scID	GMP	0.30973451327433627	0.7	0.42944785276073616	50	0.688	0.16666666666666666	897.0	balanced
scmapcluster	GMP	0.8461538461538461	0.44	0.5789473684210525	50	0.984	0.16666666666666666	897.0	balanced
RF	GMP	0.5576923076923077	0.58	0.5686274509803922	50	0.908	0.16666666666666666	897.0	balanced
CHETAH	GMP	0.7142857142857143	0.6	0.6521739130434783	50	0.952	0.16666666666666666	897.0	balanced
Cell_BLAST	GMP	0.0	0.0	0.0	50.0	1.0	0.16666666666666666	897.0	balanced
scPred	GMP	0.8461538461538461	0.66	0.7415730337078651	50	0.976	0.16666666666666666	897.0	balanced
LDA	GMP_LIKE	0.7307692307692307	0.38	0.5	50	0.972	0.16666666666666666	3042.0	balanced
