method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
SVM	NEURON	1.0	0.98	0.98989898989899	100	1.0	0.14285714285714285	21	balanced
kNN9	NEURON	0.9245283018867925	0.98	0.9514563106796116	100	0.9866666666666667	0.14285714285714285	21	balanced
scVI	NEURON	1.0	0.98	0.98989898989899	100	1.0	0.14285714285714285	21	balanced
RF	NEURON	1.0	0.98	0.98989898989899	100	1.0	0.14285714285714285	21	balanced
ACTINN	NEURON	1.0	1.0	1.0	100	1.0	0.14285714285714285	21	balanced
SVMrej	NEURON	1.0	0.98	0.98989898989899	100	1.0	0.14285714285714285	21	balanced
scmapcell	NEURON	1.0	0.99	0.9949748743718593	100	1.0	0.14285714285714285	21	balanced
CaSTLe	NEURON	1.0	0.98	0.98989898989899	100	1.0	0.14285714285714285	21	balanced
NMC	NEURON	1.0	0.88	0.9361702127659575	100	1.0	0.14285714285714285	21	balanced
SingleCellNet	NEURON	1.0	0.98	0.98989898989899	100	1.0	0.14285714285714285	21	balanced
Cell_BLAST	NEURON	1.0	0.63	0.7730061349693252	100	1.0	0.14285714285714285	21	balanced
singleR	NEURON	1.0	0.93	0.9637305699481865	100	1.0	0.14285714285714285	21	balanced
LDArej	NEURON	0.9433962264150944	1.0	0.970873786407767	100	0.99	0.14285714285714285	21	balanced
scID	NEURON	1.0	0.86	0.924731182795699	100	1.0	0.14285714285714285	21	balanced
scPred	NEURON	1.0	0.93	0.9637305699481865	100	1.0	0.14285714285714285	21	balanced
LAmbDA	NEURON	0.98989898989899	0.98	0.9849246231155778	100	0.9983333333333333	0.14285714285714285	21	balanced
LDA	NEURON	0.9433962264150944	1.0	0.970873786407767	100	0.99	0.14285714285714285	21	balanced
CHETAH	NEURON	1.0	0.93	0.9637305699481865	100	1.0	0.14285714285714285	21	balanced
scmapcluster	NEURON	1.0	0.91	0.9528795811518325	100	1.0	0.14285714285714285	21	balanced
CaSTLe	VASCULAR	0.8867924528301887	0.94	0.912621359223301	100	0.98	0.14285714285714285	51	balanced
LDA	VASCULAR	0.9797979797979798	0.97	0.9748743718592964	100	0.9966666666666667	0.14285714285714285	51	balanced
LDArej	VASCULAR	0.9797979797979798	0.97	0.9748743718592964	100	0.9966666666666667	0.14285714285714285	51	balanced
scVI	VASCULAR	0.9801980198019802	0.99	0.9850746268656716	100	0.9966666666666667	0.14285714285714285	51	balanced
SVM	VASCULAR	0.9803921568627451	1.0	0.99009900990099	100	0.9966666666666667	0.14285714285714285	51	balanced
SingleCellNet	VASCULAR	0.9900990099009901	1.0	0.9950248756218906	100	0.9983333333333333	0.14285714285714285	51	balanced
SVMrej	VASCULAR	1.0	0.96	0.9795918367346939	100	1.0	0.14285714285714285	51	balanced
scmapcell	VASCULAR	1.0	0.93	0.9637305699481865	100	1.0	0.14285714285714285	51	balanced
NMC	VASCULAR	1.0	0.88	0.9361702127659575	100	1.0	0.14285714285714285	51	balanced
singleR	VASCULAR	1.0	0.94	0.9690721649484536	100	1.0	0.14285714285714285	51	balanced
scID	VASCULAR	1.0	0.77	0.8700564971751412	100	1.0	0.14285714285714285	51	balanced
scPred	VASCULAR	1.0	0.91	0.9528795811518325	100	1.0	0.14285714285714285	51	balanced
scmapcluster	VASCULAR	1.0	0.28	0.43750000000000006	100	1.0	0.14285714285714285	51	balanced
ACTINN	VASCULAR	0.9900990099009901	1.0	0.9950248756218906	100	0.9983333333333333	0.14285714285714285	51	balanced
CHETAH	VASCULAR	0.989247311827957	0.92	0.9533678756476685	100	0.9983333333333333	0.14285714285714285	51	balanced
Cell_BLAST	VASCULAR	0.7857142857142857	0.11	0.19298245614035087	100	0.995	0.14285714285714285	51	balanced
RF	VASCULAR	1.0	1.0	1.0	100	1.0	0.14285714285714285	51	balanced
LAmbDA	VASCULAR	1.0	1.0	1.0	100	1.0	0.14285714285714285	51	balanced
kNN9	VASCULAR	0.21818181818181817	0.96	0.3555555555555555	100	0.4266666666666667	0.14285714285714285	51	balanced
ACTINN	OLIGODENDROCYTE	0.9897959183673469	0.97	0.9797979797979798	100	0.9983333333333333	0.14285714285714285	85	balanced
scVI	OLIGODENDROCYTE	1.0	0.99	0.9949748743718593	100	1.0	0.14285714285714285	85	balanced
kNN9	OLIGODENDROCYTE	1.0	0.25	0.4	100	1.0	0.14285714285714285	85	balanced
CaSTLe	OLIGODENDROCYTE	1.0	0.97	0.9847715736040609	100	1.0	0.14285714285714285	85	balanced
scmapcell	OLIGODENDROCYTE	1.0	0.95	0.9743589743589743	100	1.0	0.14285714285714285	85	balanced
SVM	OLIGODENDROCYTE	1.0	0.96	0.9795918367346939	100	1.0	0.14285714285714285	85	balanced
Cell_BLAST	OLIGODENDROCYTE	1.0	0.18	0.3050847457627119	100	1.0	0.14285714285714285	85	balanced
NMC	OLIGODENDROCYTE	0.9894736842105263	0.94	0.964102564102564	100	0.9983333333333333	0.14285714285714285	85	balanced
