method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
RF	ENDOCRINE_CELL	0.9744245524296675	0.9525	0.9633375474083439	800	0.9972222222222222	0.1	729.0	balanced
SVMrej	ENDOCRINE_CELL	0.9935400516795866	0.96125	0.9771283354510801	800	0.9993055555555556	0.1	729.0	balanced
NMC	ENDOCRINE_CELL	0.9368421052631579	0.6675	0.7795620437956204	800	0.995	0.1	729.0	balanced
scmapcluster	ENDOCRINE_CELL	0.975886524822695	0.86	0.9142857142857143	800	0.9976388888888889	0.1	729.0	balanced
kNN9	ENDOCRINE_CELL	0.8839506172839506	0.895	0.8894409937888199	800	0.9869444444444444	0.1	729.0	balanced
Cell_BLAST	ENDOCRINE_CELL	0.9127764127764127	0.92875	0.9206939281288723	800	0.9901388888888889	0.1	729.0	balanced
singleR	ENDOCRINE_CELL	0.976063829787234	0.9175	0.9458762886597939	800	0.9975	0.1	729.0	balanced
SingleCellNet	ENDOCRINE_CELL	0.9578686493184635	0.96625	0.9620410703173616	800	0.9952777777777778	0.1	729.0	balanced
scVI	ENDOCRINE_CELL	0.9861111111111112	0.97625	0.9811557788944724	800	0.9984722222222222	0.1	729.0	balanced
CaSTLe	ENDOCRINE_CELL	0.9617834394904459	0.94375	0.9526813880126183	800	0.9958333333333333	0.1	729.0	balanced
ACTINN	ENDOCRINE_CELL	0.982367758186398	0.975	0.9786700125470514	800	0.9980555555555556	0.1	729.0	balanced
LAmbDA	ENDOCRINE_CELL	0.9616402116402116	0.90875	0.9344473007712082	800	0.9959722222222223	0.1	729.0	balanced
CHETAH	ENDOCRINE_CELL	0.9420505200594353	0.7925	0.8608282416836388	800	0.9945833333333334	0.1	729.0	balanced
SVM	ENDOCRINE_CELL	0.9751243781094527	0.98	0.9775561097256857	800	0.9972222222222222	0.1	729.0	balanced
scID	ENDOCRINE_CELL	0.9918367346938776	0.6075	0.7534883720930233	800	0.9994444444444445	0.1	729.0	balanced
scmapcell	ENDOCRINE_CELL	0.9777777777777777	0.935	0.9559105431309904	800	0.9976388888888889	0.1	729.0	balanced
ACTINN	ACINAR_CELL	0.9863013698630136	0.99	0.9881472239550841	800	0.9984722222222222	0.1	1935.0	balanced
scVI	ACINAR_CELL	0.9851116625310173	0.9925	0.9887920298879203	800	0.9983333333333333	0.1	1935.0	balanced
scmapcell	ACINAR_CELL	0.9859335038363172	0.96375	0.9747155499367889	800	0.9984722222222222	0.1	1935.0	balanced
CaSTLe	ACINAR_CELL	0.9800995024875622	0.985	0.9825436408977556	800	0.9977777777777778	0.1	1935.0	balanced
SVMrej	ACINAR_CELL	0.9923761118170267	0.97625	0.9842470069313168	800	0.9991666666666666	0.1	1935.0	balanced
SingleCellNet	ACINAR_CELL	0.9911727616645649	0.9825	0.9868173258003767	800	0.9990277777777777	0.1	1935.0	balanced
kNN9	ACINAR_CELL	0.9728395061728395	0.985	0.9788819875776398	800	0.9969444444444444	0.1	1935.0	balanced
scmapcluster	ACINAR_CELL	0.98224043715847	0.89875	0.9386422976501306	800	0.9981944444444445	0.1	1935.0	balanced
LAmbDA	ACINAR_CELL	0.9726708074534162	0.97875	0.9757009345794392	800	0.9969444444444444	0.1	1935.0	balanced
SVM	ACINAR_CELL	0.9850560398505604	0.98875	0.9868995633187774	800	0.9983333333333333	0.1	1935.0	balanced
NMC	ACINAR_CELL	0.9869942196531792	0.85375	0.9155495978552279	800	0.99875	0.1	1935.0	balanced
RF	ACINAR_CELL	0.9886934673366834	0.98375	0.9862155388471178	800	0.99875	0.1	1935.0	balanced
CHETAH	ACINAR_CELL	0.9682337992376112	0.9525	0.9603024574669188	800	0.9965277777777778	0.1	1935.0	balanced
singleR	ACINAR_CELL	0.9777503090234858	0.98875	0.983219390926041	800	0.9975	0.1	1935.0	balanced
scID	ACINAR_CELL	0.9952038369304557	0.51875	0.6820049301561217	800	0.9997222222222222	0.1	1935.0	balanced
