method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LDA	NK	0.9396325459317585	0.895	0.9167733674775929	400	0.9928125	0.1111111111111111	92	balanced
ACTINN	NK	0.9545454545454546	0.9975	0.9755501222493889	400	0.9940625	0.1111111111111111	92	balanced
singleR	NK	0.9347181008902077	0.7875	0.8548168249660787	400	0.993125	0.1111111111111111	92	balanced
RF	NK	0.9587378640776699	0.9875	0.9729064039408868	400	0.9946875	0.1111111111111111	92	balanced
NMC	NK	0.861244019138756	0.9	0.880195599022005	400	0.981875	0.1111111111111111	92	balanced
LDArej	NK	0.9521276595744681	0.895	0.9226804123711341	400	0.994375	0.1111111111111111	92	balanced
scPred	NK	0.9342465753424658	0.8525	0.8915032679738562	400	0.9925	0.1111111111111111	92	balanced
kNN9	NK	0.6630669546436285	0.7675	0.7114716106604867	400	0.95125	0.1111111111111111	92	balanced
Cell_BLAST	NK	0.900990099009901	0.455	0.6046511627906977	400	0.99375	0.1111111111111111	92	balanced
scmapcell	NK	0.9435483870967742	0.2925	0.44656488549618323	400	0.9978125	0.1111111111111111	92	balanced
CaSTLe	NK	0.9448441247002398	0.985	0.9645042839657283	400	0.9928125	0.1111111111111111	92	balanced
CHETAH	NK	0.912	0.855	0.8825806451612904	400	0.9896875	0.1111111111111111	92	balanced
scVI	NK	0.9565217391304348	0.99	0.972972972972973	400	0.994375	0.1111111111111111	92	balanced
SingleCellNet	NK	0.9522673031026253	0.9975	0.9743589743589745	400	0.99375	0.1111111111111111	92	balanced
scmapcluster	NK	0.9545454545454546	0.2625	0.41176470588235303	400	0.9984375	0.1111111111111111	92	balanced
LAmbDA	NK	0.9948849104859335	0.9725	0.9835651074589128	400	0.999375	0.1111111111111111	92	balanced
scID	NK	0.1552346570397112	0.1075	0.12703101920236337	400	0.926875	0.1111111111111111	92	balanced
SVM	NK	0.95	0.9975	0.9731707317073172	400	0.9934375	0.1111111111111111	92	balanced
SVMrej	NK	0.9825870646766169	0.9875	0.9850374064837906	400	0.9978125	0.1111111111111111	92	balanced
