method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
RF	ENDOCRINE_CELL	0.9664804469273743	0.865	0.9129287598944592	200	0.9966666666666667	0.1	729.0	balanced
SVMrej	ENDOCRINE_CELL	0.9887005649717514	0.875	0.9283819628647215	200	0.9988888888888889	0.1	729.0	balanced
NMC	ENDOCRINE_CELL	0.9139072847682119	0.69	0.7863247863247863	200	0.9927777777777778	0.1	729.0	balanced
scmapcluster	ENDOCRINE_CELL	0.9822485207100592	0.83	0.8997289972899729	200	0.9983333333333333	0.1	729.0	balanced
kNN9	ENDOCRINE_CELL	0.875	0.805	0.8385416666666667	200	0.9872222222222222	0.1	729.0	balanced
Cell_BLAST	ENDOCRINE_CELL	0.9298245614035088	0.53	0.6751592356687899	200	0.9955555555555555	0.1	729.0	balanced
singleR	ENDOCRINE_CELL	0.9538461538461539	0.93	0.9417721518987343	200	0.995	0.1	729.0	balanced
SingleCellNet	ENDOCRINE_CELL	0.9487179487179487	0.925	0.9367088607594937	200	0.9944444444444445	0.1	729.0	balanced
scVI	ENDOCRINE_CELL	0.9695431472081218	0.955	0.9622166246851385	200	0.9966666666666667	0.1	729.0	balanced
CaSTLe	ENDOCRINE_CELL	0.885	0.885	0.885	200	0.9872222222222222	0.1	729.0	balanced
ACTINN	ENDOCRINE_CELL	0.9543147208121827	0.94	0.947103274559194	200	0.995	0.1	729.0	balanced
LAmbDA	ENDOCRINE_CELL	0.9668508287292817	0.875	0.9186351706036746	200	0.9966666666666667	0.1	729.0	balanced
CHETAH	ENDOCRINE_CELL	0.9151515151515152	0.755	0.8273972602739726	200	0.9922222222222222	0.1	729.0	balanced
SVM	ENDOCRINE_CELL	0.9405940594059405	0.95	0.9452736318407959	200	0.9933333333333333	0.1	729.0	balanced
scID	ENDOCRINE_CELL	0.9897959183673469	0.485	0.6510067114093959	200	0.9994444444444445	0.1	729.0	balanced
scmapcell	ENDOCRINE_CELL	0.9680851063829787	0.91	0.9381443298969071	200	0.9966666666666667	0.1	729.0	balanced
ACTINN	ACINAR_CELL	0.9651741293532339	0.97	0.9675810473815462	200	0.9961111111111111	0.1	1935.0	balanced
scVI	ACINAR_CELL	0.9898477157360406	0.975	0.982367758186398	200	0.9988888888888889	0.1	1935.0	balanced
scmapcell	ACINAR_CELL	0.9635416666666666	0.925	0.943877551020408	200	0.9961111111111111	0.1	1935.0	balanced
CaSTLe	ACINAR_CELL	0.9552238805970149	0.96	0.9576059850374063	200	0.995	0.1	1935.0	balanced
SVMrej	ACINAR_CELL	0.9842931937172775	0.94	0.9616368286445013	200	0.9983333333333333	0.1	1935.0	balanced
SingleCellNet	ACINAR_CELL	0.975	0.975	0.975	200	0.9972222222222222	0.1	1935.0	balanced
kNN9	ACINAR_CELL	0.9560975609756097	0.98	0.9679012345679012	200	0.995	0.1	1935.0	balanced
scmapcluster	ACINAR_CELL	0.9779005524861878	0.885	0.9291338582677167	200	0.9977777777777778	0.1	1935.0	balanced
LAmbDA	ACINAR_CELL	0.9408866995073891	0.955	0.9478908188585607	200	0.9933333333333333	0.1	1935.0	balanced
SVM	ACINAR_CELL	0.9656862745098039	0.985	0.9752475247524752	200	0.9961111111111111	0.1	1935.0	balanced
NMC	ACINAR_CELL	0.9882352941176471	0.84	0.9081081081081082	200	0.9988888888888889	0.1	1935.0	balanced
RF	ACINAR_CELL	0.9747474747474747	0.965	0.9698492462311558	200	0.9972222222222222	0.1	1935.0	balanced
CHETAH	ACINAR_CELL	0.9547738693467337	0.95	0.9523809523809523	200	0.995	0.1	1935.0	balanced
singleR	ACINAR_CELL	0.9651741293532339	0.97	0.9675810473815462	200	0.9961111111111111	0.1	1935.0	balanced
scID	ACINAR_CELL	0.09337349397590361	0.155	0.11654135338345864	200	0.8327777777777777	0.1	1935.0	balanced
Cell_BLAST	ACINAR_CELL	0.991869918699187	0.61	0.7554179566563467	200	0.9994444444444445	0.1	1935.0	balanced
LAmbDA	B_CELL	0.9227053140096618	0.955	0.9385749385749386	200	0.9911111111111112	0.1	2447.0	balanced
CHETAH	B_CELL	0.9555555555555556	0.86	0.9052631578947369	200	0.9955555555555555	0.1	2447.0	balanced
SingleCellNet	B_CELL	0.9234449760765551	0.965	0.9437652811735943	200	0.9911111111111112	0.1	2447.0	balanced
scID	B_CELL	0.3784860557768924	0.95	0.5413105413105413	200	0.8266666666666667	0.1	2447.0	balanced
ACTINN	B_CELL	0.919047619047619	0.965	0.9414634146341463	200	0.9905555555555555	0.1	2447.0	balanced
CaSTLe	B_CELL	0.9052132701421801	0.955	0.9294403892944039	200	0.9888888888888889	0.1	2447.0	balanced
SVM	B_CELL	0.9323671497584541	0.965	0.9484029484029484	200	0.9922222222222222	0.1	2447.0	balanced
scmapcluster	B_CELL	0.94	0.94	0.94	200	0.9933333333333333	0.1	2447.0	balanced
singleR	B_CELL	0.8944954128440367	0.975	0.9330143540669856	200	0.9872222222222222	0.1	2447.0	balanced
SVMrej	B_CELL	0.9695431472081218	0.955	0.9622166246851385	200	0.9966666666666667	0.1	2447.0	balanced
kNN9	B_CELL	0.7127272727272728	0.98	0.8252631578947367	200	0.9561111111111111	0.1	2447.0	balanced
NMC	B_CELL	0.9282051282051282	0.905	0.9164556962025316	200	0.9922222222222222	0.1	2447.0	balanced
RF	B_CELL	0.9023255813953488	0.97	0.9349397590361446	200	0.9883333333333333	0.1	2447.0	balanced
scmapcell	B_CELL	0.9772727272727273	0.645	0.7771084337349398	200	0.9983333333333333	0.1	2447.0	balanced
scVI	B_CELL	0.96	0.96	0.96	200	0.9955555555555555	0.1	2447.0	balanced
Cell_BLAST	B_CELL	0.7898550724637681	0.545	0.6449704142011835	200	0.9838888888888889	0.1	2447.0	balanced
scmapcluster	T_CELL	0.9683544303797469	0.765	0.8547486033519555	200	0.9972222222222222	0.1	3660.0	balanced
SVMrej	T_CELL	0.9808917197452229	0.77	0.8627450980392156	200	0.9983333333333333	0.1	3660.0	balanced
scVI	T_CELL	0.9585492227979274	0.925	0.9414758269720102	200	0.9955555555555555	0.1	3660.0	balanced
scmapcell	T_CELL	0.9923664122137404	0.65	0.7854984894259819	200	0.9994444444444445	0.1	3660.0	balanced
NMC	T_CELL	0.5058139534883721	0.87	0.6397058823529411	200	0.9055555555555556	0.1	3660.0	balanced
singleR	T_CELL	0.9691358024691358	0.785	0.867403314917127	200	0.9972222222222222	0.1	3660.0	balanced
scID	T_CELL	0.4013605442176871	0.885	0.5522620904836193	200	0.8533333333333334	0.1	3660.0	balanced
SingleCellNet	T_CELL	0.9340659340659341	0.85	0.8900523560209425	200	0.9933333333333333	0.1	3660.0	balanced
CaSTLe	T_CELL	0.8655913978494624	0.805	0.8341968911917099	200	0.9861111111111112	0.1	3660.0	balanced
SVM	T_CELL	0.9558011049723757	0.865	0.9081364829396326	200	0.9955555555555555	0.1	3660.0	balanced
CHETAH	T_CELL	0.9217391304347826	0.53	0.673015873015873	200	0.995	0.1	3660.0	balanced
RF	T_CELL	0.9367816091954023	0.815	0.8716577540106951	200	0.9938888888888889	0.1	3660.0	balanced
Cell_BLAST	T_CELL	0.6530612244897959	0.16	0.2570281124497992	200	0.9905555555555555	0.1	3660.0	balanced
ACTINN	T_CELL	0.9405405405405406	0.87	0.903896103896104	200	0.9938888888888889	0.1	3660.0	balanced
LAmbDA	T_CELL	0.9364161849710982	0.81	0.8686327077747988	200	0.9938888888888889	0.1	3660.0	balanced
kNN9	T_CELL	0.7194570135746606	0.795	0.7553444180522565	200	0.9655555555555555	0.1	3660.0	balanced
LAmbDA	MACROPHAGE	0.9289099526066351	0.98	0.9537712895377128	200	0.9916666666666667	0.1	5361.0	balanced
kNN9	MACROPHAGE	0.9555555555555556	0.86	0.9052631578947369	200	0.9955555555555555	0.1	5361.0	balanced
scVI	MACROPHAGE	0.9754901960784313	0.995	0.9851485148514851	200	0.9972222222222222	0.1	5361.0	balanced
CHETAH	MACROPHAGE	0.9479166666666666	0.91	0.9285714285714285	200	0.9944444444444445	0.1	5361.0	balanced
SVMrej	MACROPHAGE	0.9947089947089947	0.94	0.9665809768637531	200	0.9994444444444445	0.1	5361.0	balanced
CaSTLe	MACROPHAGE	0.9356435643564357	0.945	0.9402985074626865	200	0.9927777777777778	0.1	5361.0	balanced
RF	MACROPHAGE	0.9289099526066351	0.98	0.9537712895377128	200	0.9916666666666667	0.1	5361.0	balanced
SVM	MACROPHAGE	0.9563106796116505	0.985	0.9704433497536945	200	0.995	0.1	5361.0	balanced
SingleCellNet	MACROPHAGE	0.9383886255924171	0.99	0.9635036496350365	200	0.9927777777777778	0.1	5361.0	balanced
scmapcell	MACROPHAGE	0.9556650246305419	0.97	0.9627791563275433	200	0.995	0.1	5361.0	balanced
ACTINN	MACROPHAGE	0.9702970297029703	0.98	0.9751243781094527	200	0.9966666666666667	0.1	5361.0	balanced
scID	MACROPHAGE	0.9493670886075949	0.375	0.5376344086021506	200	0.9977777777777778	0.1	5361.0	balanced
Cell_BLAST	MACROPHAGE	0.9455782312925171	0.695	0.8011527377521614	200	0.9955555555555555	0.1	5361.0	balanced
scmapcluster	MACROPHAGE	0.9380952380952381	0.985	0.9609756097560974	200	0.9927777777777778	0.1	5361.0	balanced
singleR	MACROPHAGE	0.9607843137254902	0.98	0.9702970297029702	200	0.9955555555555555	0.1	5361.0	balanced
NMC	MACROPHAGE	0.91005291005291	0.86	0.884318766066838	200	0.9905555555555555	0.1	5361.0	balanced
scID	STELLATE_CELL	0.8580246913580247	0.695	0.7679558011049723	200	0.9872222222222222	0.1	5907.0	balanced
scmapcell	STELLATE_CELL	1.0	0.87	0.9304812834224598	200	1.0	0.1	5907.0	balanced
LAmbDA	STELLATE_CELL	0.8512820512820513	0.83	0.840506329113924	200	0.9838888888888889	0.1	5907.0	balanced
NMC	STELLATE_CELL	0.8047619047619048	0.845	0.824390243902439	200	0.9772222222222222	0.1	5907.0	balanced
RF	STELLATE_CELL	0.9946808510638298	0.935	0.9639175257731958	200	0.9994444444444445	0.1	5907.0	balanced
scVI	STELLATE_CELL	0.9847715736040609	0.97	0.9773299748110831	200	0.9983333333333333	0.1	5907.0	balanced
singleR	STELLATE_CELL	0.9890710382513661	0.905	0.9451697127937337	200	0.9988888888888889	0.1	5907.0	balanced
kNN9	STELLATE_CELL	0.9565217391304348	0.88	0.9166666666666666	200	0.9955555555555555	0.1	5907.0	balanced
Cell_BLAST	STELLATE_CELL	1.0	0.615	0.7616099071207431	200	1.0	0.1	5907.0	balanced
CaSTLe	STELLATE_CELL	0.9381443298969072	0.91	0.9238578680203046	200	0.9933333333333333	0.1	5907.0	balanced
SVMrej	STELLATE_CELL	1.0	0.905	0.9501312335958005	200	1.0	0.1	5907.0	balanced
SingleCellNet	STELLATE_CELL	0.9945945945945946	0.92	0.9558441558441559	200	0.9994444444444445	0.1	5907.0	balanced
ACTINN	STELLATE_CELL	0.984375	0.945	0.9642857142857143	200	0.9983333333333333	0.1	5907.0	balanced
SVM	STELLATE_CELL	1.0	0.955	0.9769820971867007	200	1.0	0.1	5907.0	balanced
scmapcluster	STELLATE_CELL	0.9837837837837838	0.91	0.9454545454545455	200	0.9983333333333333	0.1	5907.0	balanced
CHETAH	STELLATE_CELL	0.9885057471264368	0.86	0.9197860962566845	200	0.9988888888888889	0.1	5907.0	balanced
scmapcluster	FIBROBLAST	0.9209302325581395	0.99	0.9542168674698797	200	0.9905555555555555	0.1	6742.0	balanced
singleR	FIBROBLAST	0.9295774647887324	0.99	0.9588377723970944	200	0.9916666666666667	0.1	6742.0	balanced
Cell_BLAST	FIBROBLAST	0.9936305732484076	0.78	0.8739495798319328	200	0.9994444444444445	0.1	6742.0	balanced
LAmbDA	FIBROBLAST	0.8019323671497585	0.83	0.8157248157248156	200	0.9772222222222222	0.1	6742.0	balanced
CHETAH	FIBROBLAST	0.9320388349514563	0.96	0.9458128078817734	200	0.9922222222222222	0.1	6742.0	balanced
NMC	FIBROBLAST	0.8793103448275862	0.765	0.8181818181818182	200	0.9883333333333333	0.1	6742.0	balanced
CaSTLe	FIBROBLAST	0.9257425742574258	0.935	0.9303482587064678	200	0.9916666666666667	0.1	6742.0	balanced
ACTINN	FIBROBLAST	0.970873786407767	1.0	0.9852216748768473	200	0.9966666666666667	0.1	6742.0	balanced
SVM	FIBROBLAST	0.9754901960784313	0.995	0.9851485148514851	200	0.9972222222222222	0.1	6742.0	balanced
