method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LDArej	ERYTHROBLASTS	0.9944064636420137	1.0	0.9971953879713306	1600	0.9996484375	0.058823529411764705	8.0	balanced
scID	ERYTHROBLASTS	1.0	0.811875	0.8961710934805105	1600	1.0	0.058823529411764705	8.0	balanced
SVMrej	ERYTHROBLASTS	1.0	1.0	1.0	1600	1.0	0.058823529411764705	8.0	balanced
ACTINN	ERYTHROBLASTS	0.9968847352024922	1.0	0.9984399375975038	1600	0.9998046875	0.058823529411764705	8.0	balanced
CHETAH	ERYTHROBLASTS	0.6782122905027933	0.75875	0.7162241887905605	1600	0.9775	0.058823529411764705	8.0	balanced
SingleCellNet	ERYTHROBLASTS	0.9931719428926132	1.0	0.9965742759265027	1600	0.9995703125	0.058823529411764705	8.0	balanced
kNN9	ERYTHROBLASTS	0.9882643607164917	1.0	0.9940975458216837	1600	0.9992578125	0.058823529411764705	8.0	balanced
LDA	ERYTHROBLASTS	0.9944064636420137	1.0	0.9971953879713306	1600	0.9996484375	0.058823529411764705	8.0	balanced
singleR	ERYTHROBLASTS	0.9990982867448152	0.6925	0.8180140273163529	1600	0.9999609375	0.058823529411764705	8.0	balanced
LAmbDA	ERYTHROBLASTS	0.9962640099626401	1.0	0.9981285090455396	1600	0.999765625	0.058823529411764705	8.0	balanced
scmapcell	ERYTHROBLASTS	1.0	0.61625	0.7625676720804331	1600	1.0	0.058823529411764705	8.0	balanced
scVI	ERYTHROBLASTS	0.9975062344139651	1.0	0.9987515605493134	1600	0.99984375	0.058823529411764705	8.0	balanced
SVM	ERYTHROBLASTS	0.9981285090455396	1.0	0.9990633780830471	1600	0.9998828125	0.058823529411764705	8.0	balanced
scmapcluster	ERYTHROBLASTS	0.9944064636420137	1.0	0.9971953879713306	1600	0.9996484375	0.058823529411764705	8.0	balanced
NMC	ERYTHROBLASTS	0.5677785663591199	1.0	0.724309642372114	1600	0.952421875	0.058823529411764705	8.0	balanced
CaSTLe	ERYTHROBLASTS	0.9968847352024922	1.0	0.9984399375975038	1600	0.9998046875	0.058823529411764705	8.0	balanced
RF	ERYTHROBLASTS	0.9993753903810119	1.0	0.999687597625742	1600	0.9999609375	0.058823529411764705	8.0	balanced
singleR	BASAL_CELLS	0.9825693996126533	0.95125	0.9666560812956495	1600	0.9989453125	0.058823529411764705	68.0	balanced
CaSTLe	BASAL_CELLS	0.9956440572495333	1.0	0.9978172747115684	1600	0.9997265625	0.058823529411764705	68.0	balanced
SVM	BASAL_CELLS	0.9987515605493134	1.0	0.9993753903810119	1600	0.999921875	0.058823529411764705	68.0	balanced
kNN9	BASAL_CELLS	0.9925558312655087	1.0	0.9962640099626401	1600	0.99953125	0.058823529411764705	68.0	balanced
RF	BASAL_CELLS	0.9987515605493134	1.0	0.9993753903810119	1600	0.999921875	0.058823529411764705	68.0	balanced
CHETAH	BASAL_CELLS	0.9682100898410505	0.875625	0.9195930423367247	1600	0.998203125	0.058823529411764705	68.0	balanced
SVMrej	BASAL_CELLS	0.9987515605493134	1.0	0.9993753903810119	1600	0.999921875	0.058823529411764705	68.0	balanced
NMC	BASAL_CELLS	0.9890310786106032	0.67625	0.8032665181885672	1600	0.99953125	0.058823529411764705	68.0	balanced
scID	BASAL_CELLS	0.9157894736842105	0.10875	0.19441340782122907	1600	0.999375	0.058823529411764705	68.0	balanced
scmapcluster	BASAL_CELLS	0.9769888231426693	0.92875	0.9522588913809675	1600	0.9986328125	0.058823529411764705	68.0	balanced
LDArej	BASAL_CELLS	0.9900990099009901	1.0	0.9950248756218906	1600	0.999375	0.058823529411764705	68.0	balanced
scmapcell	BASAL_CELLS	0.9931719428926132	1.0	0.9965742759265027	1600	0.9995703125	0.058823529411764705	68.0	balanced
ACTINN	BASAL_CELLS	0.9950248756218906	1.0	0.9975062344139651	1600	0.9996875	0.058823529411764705	68.0	balanced
scVI	BASAL_CELLS	0.9975062344139651	1.0	0.9987515605493134	1600	0.99984375	0.058823529411764705	68.0	balanced
LAmbDA	BASAL_CELLS	0.9919404835709857	1.0	0.9959539371304077	1600	0.9994921875	0.058823529411764705	68.0	balanced
SingleCellNet	BASAL_CELLS	0.9975062344139651	1.0	0.9987515605493134	1600	0.99984375	0.058823529411764705	68.0	balanced
LDA	BASAL_CELLS	0.9900990099009901	1.0	0.9950248756218906	1600	0.999375	0.058823529411764705	68.0	balanced
kNN9	LYMPHATIC_EC	1.0	1.0	1.0	1600	1.0	0.058823529411764705	85.0	balanced
CaSTLe	LYMPHATIC_EC	0.9937888198757764	1.0	0.9968847352024921	1600	0.999609375	0.058823529411764705	85.0	balanced
scmapcluster	LYMPHATIC_EC	0.9328663164039697	0.99875	0.9646845759130698	1600	0.9955078125	0.058823529411764705	85.0	balanced
ACTINN	LYMPHATIC_EC	0.9975062344139651	1.0	0.9987515605493134	1600	0.99984375	0.058823529411764705	85.0	balanced
RF	LYMPHATIC_EC	1.0	1.0	1.0	1600	1.0	0.058823529411764705	85.0	balanced
scmapcell	LYMPHATIC_EC	0.9944064636420137	1.0	0.9971953879713306	1600	0.9996484375	0.058823529411764705	85.0	balanced
CHETAH	LYMPHATIC_EC	0.9803407601572739	0.935	0.9571337172104926	1600	0.998828125	0.058823529411764705	85.0	balanced
LDArej	LYMPHATIC_EC	0.9919404835709857	1.0	0.9959539371304077	1600	0.9994921875	0.058823529411764705	85.0	balanced
scVI	LYMPHATIC_EC	0.9975062344139651	1.0	0.9987515605493134	1600	0.99984375	0.058823529411764705	85.0	balanced
SingleCellNet	LYMPHATIC_EC	0.9987515605493134	1.0	0.9993753903810119	1600	0.999921875	0.058823529411764705	85.0	balanced
LAmbDA	LYMPHATIC_EC	0.940623162845385	1.0	0.9694032111481369	1600	0.9960546875	0.058823529411764705	85.0	balanced
NMC	LYMPHATIC_EC	0.7822822822822822	0.65125	0.7107776261937243	1600	0.988671875	0.058823529411764705	85.0	balanced
SVMrej	LYMPHATIC_EC	1.0	1.0	1.0	1600	1.0	0.058823529411764705	85.0	balanced
singleR	LYMPHATIC_EC	0.9604141291108405	0.985625	0.9728562615669339	1600	0.9974609375	0.058823529411764705	85.0	balanced
LDA	LYMPHATIC_EC	0.9919404835709857	1.0	0.9959539371304077	1600	0.9994921875	0.058823529411764705	85.0	balanced
SVM	LYMPHATIC_EC	0.9993753903810119	1.0	0.999687597625742	1600	0.9999609375	0.058823529411764705	85.0	balanced
scID	LYMPHATIC_EC	0.985239852398524	0.166875	0.2854088722608231	1600	0.99984375	0.058823529411764705	85.0	balanced
LDA	SECRETORY_CLUB_CELLS	0.9852216748768473	1.0	0.9925558312655086	1600	0.9990625	0.058823529411764705	135.0	balanced
NMC	SECRETORY_CLUB_CELLS	0.9139700078926598	0.72375	0.807813044994768	1600	0.9957421875	0.058823529411764705	135.0	balanced
scmapcell	SECRETORY_CLUB_CELLS	0.9906542056074766	0.99375	0.9921996879875196	1600	0.9994140625	0.058823529411764705	135.0	balanced
ACTINN	SECRETORY_CLUB_CELLS	0.9962640099626401	1.0	0.9981285090455396	1600	0.999765625	0.058823529411764705	135.0	balanced
CaSTLe	SECRETORY_CLUB_CELLS	0.9937888198757764	1.0	0.9968847352024921	1600	0.999609375	0.058823529411764705	135.0	balanced
LDArej	SECRETORY_CLUB_CELLS	0.9852216748768473	1.0	0.9925558312655086	1600	0.9990625	0.058823529411764705	135.0	balanced
SVMrej	SECRETORY_CLUB_CELLS	0.9981285090455396	1.0	0.9990633780830471	1600	0.9998828125	0.058823529411764705	135.0	balanced
LAmbDA	SECRETORY_CLUB_CELLS	0.9329446064139941	1.0	0.9653092006033183	1600	0.9955078125	0.058823529411764705	135.0	balanced
SingleCellNet	SECRETORY_CLUB_CELLS	0.9993753903810119	1.0	0.999687597625742	1600	0.9999609375	0.058823529411764705	135.0	balanced
singleR	SECRETORY_CLUB_CELLS	0.9259259259259259	1.0	0.9615384615384615	1600	0.995	0.058823529411764705	135.0	balanced
RF	SECRETORY_CLUB_CELLS	0.9993753903810119	1.0	0.999687597625742	1600	0.9999609375	0.058823529411764705	135.0	balanced
kNN9	SECRETORY_CLUB_CELLS	0.9580838323353293	1.0	0.9785932721712538	1600	0.997265625	0.058823529411764705	135.0	balanced
CHETAH	SECRETORY_CLUB_CELLS	0.9400413507925569	0.8525	0.8941330711242216	1600	0.9966015625	0.058823529411764705	135.0	balanced
scVI	SECRETORY_CLUB_CELLS	0.9987515605493134	1.0	0.9993753903810119	1600	0.999921875	0.058823529411764705	135.0	balanced
scmapcluster	SECRETORY_CLUB_CELLS	0.9185973700688791	0.916875	0.9177353769158586	1600	0.994921875	0.058823529411764705	135.0	balanced
SVM	SECRETORY_CLUB_CELLS	0.9968847352024922	1.0	0.9984399375975038	1600	0.9998046875	0.058823529411764705	135.0	balanced
scID	SECRETORY_CLUB_CELLS	0.023295316670710994	0.06	0.033560566334556896	1600	0.8427734375	0.058823529411764705	135.0	balanced
RF	EPITHELIAL_CELLS	0.99625	0.99625	0.99625	1600	0.999765625	0.058823529411764705	381.0	balanced
scmapcluster	EPITHELIAL_CELLS	0.8534538411878632	0.82625	0.8396316290885996	1600	0.9911328125	0.058823529411764705	381.0	balanced
SingleCellNet	EPITHELIAL_CELLS	0.9851393188854489	0.994375	0.9897356143079316	1600	0.9990625	0.058823529411764705	381.0	balanced
CHETAH	EPITHELIAL_CELLS	0.8372093023255814	0.855	0.8460111317254173	1600	0.989609375	0.058823529411764705	381.0	balanced
NMC	EPITHELIAL_CELLS	0.9516129032258065	0.700625	0.8070554355651549	1600	0.9977734375	0.058823529411764705	381.0	balanced
LAmbDA	EPITHELIAL_CELLS	0.8842821782178217	0.893125	0.888681592039801	1600	0.9926953125	0.058823529411764705	381.0	balanced
SVMrej	EPITHELIAL_CELLS	0.9956195244055068	0.994375	0.9949968730456534	1600	0.9997265625	0.058823529411764705	381.0	balanced
CaSTLe	EPITHELIAL_CELLS	0.9705340699815838	0.988125	0.9792505419634562	1600	0.998125	0.058823529411764705	381.0	balanced
scVI	EPITHELIAL_CELLS	0.9833948339483395	0.999375	0.9913205207687539	1600	0.9989453125	0.058823529411764705	381.0	balanced
LDA	EPITHELIAL_CELLS	0.9795412275263484	0.9875	0.9835045129162776	1600	0.9987109375	0.058823529411764705	381.0	balanced
SVM	EPITHELIAL_CELLS	0.9937694704049844	0.996875	0.9953198127925117	1600	0.999609375	0.058823529411764705	381.0	balanced
singleR	EPITHELIAL_CELLS	0.8450946643717728	0.920625	0.8812443912653305	1600	0.989453125	0.058823529411764705	381.0	balanced
kNN9	EPITHELIAL_CELLS	0.9782934131736527	0.816875	0.8903269754768393	1600	0.9988671875	0.058823529411764705	381.0	balanced
scID	EPITHELIAL_CELLS	1.0	0.298125	0.45931632161771785	1600	1.0	0.058823529411764705	381.0	balanced
LDArej	EPITHELIAL_CELLS	0.9795412275263484	0.9875	0.9835045129162776	1600	0.9987109375	0.058823529411764705	381.0	balanced
scmapcell	EPITHELIAL_CELLS	0.8936170212765957	0.97125	0.930817610062893	1600	0.9927734375	0.058823529411764705	381.0	balanced
ACTINN	EPITHELIAL_CELLS	0.9821098087600246	0.995	0.9885128841974541	1600	0.9988671875	0.058823529411764705	381.0	balanced
SVMrej	GRANULOCYTES	0.9925046845721424	0.993125	0.9928147453920649	1600	0.99953125	0.058823529411764705	477.0	balanced
CaSTLe	GRANULOCYTES	0.9586122945830797	0.984375	0.971322849213691	1600	0.99734375	0.058823529411764705	477.0	balanced
scmapcell	GRANULOCYTES	0.9874902267396404	0.789375	0.877387981938173	1600	0.999375	0.058823529411764705	477.0	balanced
SingleCellNet	GRANULOCYTES	0.9643504531722055	0.9975	0.9806451612903225	1600	0.9976953125	0.058823529411764705	477.0	balanced
scmapcluster	GRANULOCYTES	0.9484827099505999	0.84	0.8909512761020882	1600	0.9971484375	0.058823529411764705	477.0	balanced
LDArej	GRANULOCYTES	0.9346914319952067	0.975	0.9544203120220249	1600	0.9957421875	0.058823529411764705	477.0	balanced
scVI	GRANULOCYTES	0.9778733866011063	0.994375	0.9860551595909514	1600	0.99859375	0.058823529411764705	477.0	balanced
SVM	GRANULOCYTES	0.9785012285012284	0.995625	0.986988847583643	1600	0.9986328125	0.058823529411764705	477.0	balanced
NMC	GRANULOCYTES	0.6375	0.733125	0.6819767441860465	1600	0.9739453125	0.058823529411764705	477.0	balanced
CHETAH	GRANULOCYTES	0.8840877914951989	0.805625	0.8430346631785481	1600	0.9933984375	0.058823529411764705	477.0	balanced
ACTINN	GRANULOCYTES	0.9772866789441375	0.995	0.9860637968411273	1600	0.9985546875	0.058823529411764705	477.0	balanced
kNN9	GRANULOCYTES	0.7464303298867553	0.9475	0.8350316717157809	1600	0.9798828125	0.058823529411764705	477.0	balanced
LAmbDA	GRANULOCYTES	0.8587878787878788	0.885625	0.872	1600	0.9908984375	0.058823529411764705	477.0	balanced
LDA	GRANULOCYTES	0.9341317365269461	0.975	0.9541284403669725	1600	0.995703125	0.058823529411764705	477.0	balanced
singleR	GRANULOCYTES	0.9410239792611795	0.9075	0.9239580019090041	1600	0.9964453125	0.058823529411764705	477.0	balanced
scID	GRANULOCYTES	0.4132062627637849	0.75875	0.5350374614367563	1600	0.93265625	0.058823529411764705	477.0	balanced
RF	GRANULOCYTES	0.9661016949152542	0.9975	0.981549815498155	1600	0.9978125	0.058823529411764705	477.0	balanced
LDArej	DENDRITIC_CELLS	0.9751398384089497	0.980625	0.9778747273293862	1600	0.9984375	0.058823529411764705	586.0	balanced
ACTINN	DENDRITIC_CELLS	0.9876007439553627	0.995625	0.9915966386554622	1600	0.99921875	0.058823529411764705	586.0	balanced
scmapcell	DENDRITIC_CELLS	0.9857651245551602	0.865625	0.9217970049916805	1600	0.99921875	0.058823529411764705	586.0	balanced
scmapcluster	DENDRITIC_CELLS	0.8287671232876712	0.529375	0.6460717009916095	1600	0.9931640625	0.058823529411764705	586.0	balanced
scID	DENDRITIC_CELLS	0.1473753569075335	0.419375	0.21810498943604748	1600	0.848359375	0.058823529411764705	586.0	balanced
kNN9	DENDRITIC_CELLS	0.826115061409179	0.79875	0.8122020972354624	1600	0.9894921875	0.058823529411764705	586.0	balanced
SVM	DENDRITIC_CELLS	0.9925280199252802	0.99625	0.9943855271366189	1600	0.99953125	0.058823529411764705	586.0	balanced
