method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LDA	NK	0.9600997506234414	0.9625	0.961298377028714	800	0.995	0.1111111111111111	92	balanced
ACTINN	NK	0.9779951100244498	1.0	0.9888751545117428	800	0.9971875	0.1111111111111111	92	balanced
singleR	NK	0.946685878962536	0.82125	0.8795180722891566	800	0.99421875	0.1111111111111111	92	balanced
RF	NK	0.9888751545117429	1.0	0.9944064636420137	800	0.99859375	0.1111111111111111	92	balanced
NMC	NK	0.924	0.86625	0.8941935483870969	800	0.99109375	0.1111111111111111	92	balanced
LDArej	NK	0.9635678391959799	0.95875	0.9611528822055138	800	0.99546875	0.1111111111111111	92	balanced
scPred	NK	0.9575033200531209	0.90125	0.928525434642627	800	0.995	0.1111111111111111	92	balanced
kNN9	NK	0.8993135011441648	0.9825	0.9390681003584229	800	0.98625	0.1111111111111111	92	balanced
Cell_BLAST	NK	0.9690444145356663	0.9	0.933246921581335	800	0.99640625	0.1111111111111111	92	balanced
scmapcell	NK	0.9622641509433962	0.57375	0.7188723570869224	800	0.9971875	0.1111111111111111	92	balanced
CaSTLe	NK	0.9650180940892642	1.0	0.9821976672805403	800	0.99546875	0.1111111111111111	92	balanced
CHETAH	NK	0.9157894736842105	0.87	0.8923076923076922	800	0.99	0.1111111111111111	92	balanced
scVI	NK	0.9925280199252802	0.99625	0.9943855271366189	800	0.9990625	0.1111111111111111	92	balanced
SingleCellNet	NK	0.9815950920245399	1.0	0.9907120743034055	800	0.99765625	0.1111111111111111	92	balanced
scmapcluster	NK	0.9573643410852714	0.30875	0.46691871455576567	800	0.99828125	0.1111111111111111	92	balanced
LAmbDA	NK	0.9987484355444305	0.9975	0.9981238273921201	800	0.99984375	0.1111111111111111	92	balanced
scID	NK	0.17447916666666666	0.1675	0.17091836734693877	800	0.9009375	0.1111111111111111	92	balanced
SVM	NK	0.9828009828009828	1.0	0.9913258983890954	800	0.9978125	0.1111111111111111	92	balanced
SVMrej	NK	0.9913258983890955	1.0	0.9956440572495334	800	0.99890625	0.1111111111111111	92	balanced
CaSTLe	ENDO.	0.986335403726708	0.9925	0.9894080996884734	800	0.99828125	0.1111111111111111	104	balanced
NMC	ENDO.	0.9144079885877318	0.80125	0.8540972684876749	800	0.990625	0.1111111111111111	104	balanced
