method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
RF	ENDOCRINE_CELL	1.0	0.76	0.8636363636363636	50	1.0	0.1	729.0	balanced
SVMrej	ENDOCRINE_CELL	1.0	0.72	0.8372093023255813	50	1.0	0.1	729.0	balanced
NMC	ENDOCRINE_CELL	0.7906976744186046	0.68	0.7311827956989247	50	0.98	0.1	729.0	balanced
scmapcluster	ENDOCRINE_CELL	1.0	0.78	0.8764044943820225	50	1.0	0.1	729.0	balanced
kNN9	ENDOCRINE_CELL	1.0	0.58	0.7341772151898733	50	1.0	0.1	729.0	balanced
Cell_BLAST	ENDOCRINE_CELL	1.0	0.1	0.18181818181818182	50	1.0	0.1	729.0	balanced
singleR	ENDOCRINE_CELL	0.9574468085106383	0.9	0.9278350515463918	50	0.9955555555555555	0.1	729.0	balanced
SingleCellNet	ENDOCRINE_CELL	1.0	0.74	0.8505747126436781	50	1.0	0.1	729.0	balanced
scVI	ENDOCRINE_CELL	1.0	0.9	0.9473684210526316	50	1.0	0.1	729.0	balanced
CaSTLe	ENDOCRINE_CELL	0.7575757575757576	0.5	0.6024096385542169	50	0.9822222222222222	0.1	729.0	balanced
ACTINN	ENDOCRINE_CELL	0.9333333333333333	0.84	0.8842105263157894	50	0.9933333333333333	0.1	729.0	balanced
LAmbDA	ENDOCRINE_CELL	0.8571428571428571	0.72	0.782608695652174	50	0.9866666666666667	0.1	729.0	balanced
CHETAH	ENDOCRINE_CELL	0.8478260869565217	0.78	0.8125	50	0.9844444444444445	0.1	729.0	balanced
SVM	ENDOCRINE_CELL	1.0	0.9	0.9473684210526316	50	1.0	0.1	729.0	balanced
scID	ENDOCRINE_CELL	1.0	0.44	0.6111111111111112	50	1.0	0.1	729.0	balanced
scmapcell	ENDOCRINE_CELL	0.9736842105263158	0.74	0.8409090909090909	50	0.9977777777777778	0.1	729.0	balanced
ACTINN	ACINAR_CELL	0.9591836734693877	0.94	0.9494949494949495	50	0.9955555555555555	0.1	1935.0	balanced
scVI	ACINAR_CELL	0.9803921568627451	1.0	0.99009900990099	50	0.9977777777777778	0.1	1935.0	balanced
scmapcell	ACINAR_CELL	0.98	0.98	0.98	50	0.9977777777777778	0.1	1935.0	balanced
CaSTLe	ACINAR_CELL	0.8888888888888888	0.96	0.923076923076923	50	0.9866666666666667	0.1	1935.0	balanced
SVMrej	ACINAR_CELL	1.0	0.96	0.9795918367346939	50	1.0	0.1	1935.0	balanced
SingleCellNet	ACINAR_CELL	0.9795918367346939	0.96	0.9696969696969697	50	0.9977777777777778	0.1	1935.0	balanced
kNN9	ACINAR_CELL	0.9607843137254902	0.98	0.9702970297029702	50	0.9955555555555555	0.1	1935.0	balanced
scmapcluster	ACINAR_CELL	0.96	0.96	0.96	50	0.9955555555555555	0.1	1935.0	balanced
LAmbDA	ACINAR_CELL	0.9019607843137255	0.92	0.9108910891089109	50	0.9888888888888889	0.1	1935.0	balanced
SVM	ACINAR_CELL	0.98	0.98	0.98	50	0.9977777777777778	0.1	1935.0	balanced
NMC	ACINAR_CELL	0.9555555555555556	0.86	0.9052631578947369	50	0.9955555555555555	0.1	1935.0	balanced
RF	ACINAR_CELL	0.9607843137254902	0.98	0.9702970297029702	50	0.9955555555555555	0.1	1935.0	balanced
CHETAH	ACINAR_CELL	0.96	0.96	0.96	50	0.9955555555555555	0.1	1935.0	balanced
singleR	ACINAR_CELL	0.9423076923076923	0.98	0.9607843137254902	50	0.9933333333333333	0.1	1935.0	balanced
scID	ACINAR_CELL	0.1411042944785276	0.46	0.21596244131455397	50	0.6888888888888889	0.1	1935.0	balanced
Cell_BLAST	ACINAR_CELL	1.0	0.62	0.7654320987654321	50	1.0	0.1	1935.0	balanced
LAmbDA	B_CELL	0.9230769230769231	0.96	0.9411764705882353	50	0.9911111111111112	0.1	2447.0	balanced
CHETAH	B_CELL	0.9130434782608695	0.84	0.8749999999999999	50	0.9911111111111112	0.1	2447.0	balanced
SingleCellNet	B_CELL	0.9245283018867925	0.98	0.9514563106796116	50	0.9911111111111112	0.1	2447.0	balanced
scID	B_CELL	0.375	0.36	0.3673469387755102	50	0.9333333333333333	0.1	2447.0	balanced
ACTINN	B_CELL	0.9607843137254902	0.98	0.9702970297029702	50	0.9955555555555555	0.1	2447.0	balanced
CaSTLe	B_CELL	0.7230769230769231	0.94	0.8173913043478259	50	0.96	0.1	2447.0	balanced
