method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
scVI	NK	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	51	balanced
LDA	NK	0.980246913580247	0.9925	0.9863354037267081	800	0.9966666666666667	0.14285714285714285	51	balanced
CaSTLe	NK	0.9975062344139651	1.0	0.9987515605493134	800	0.9995833333333334	0.14285714285714285	51	balanced
singleR	NK	0.9948119325551232	0.95875	0.9764481222151495	800	0.9991666666666666	0.14285714285714285	51	balanced
ACTINN	NK	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	51	balanced
scmapcell	NK	0.9770992366412213	0.96	0.9684741488020178	800	0.99625	0.14285714285714285	51	balanced
scmapcluster	NK	0.9726027397260274	0.26625	0.41805691854759564	800	0.99875	0.14285714285714285	51	balanced
kNN9	NK	0.998745294855709	0.995	0.9968691296180339	800	0.9997916666666666	0.14285714285714285	51	balanced
scID	NK	0.9811023622047244	0.77875	0.8682926829268293	800	0.9975	0.14285714285714285	51	balanced
NMC	NK	0.9961587708066582	0.9725	0.9841872232764074	800	0.999375	0.14285714285714285	51	balanced
RF	NK	1.0	1.0	1.0	800	1.0	0.14285714285714285	51	balanced
CHETAH	NK	0.9685138539042821	0.96125	0.9648682559598495	800	0.9947916666666666	0.14285714285714285	51	balanced
SVM	NK	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	51	balanced
SVMrej	NK	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	51	balanced
LDArej	NK	0.9826517967781908	0.99125	0.9869321717485999	800	0.9970833333333333	0.14285714285714285	51	balanced
Cell_BLAST	NK	0.9645909645909646	0.9875	0.9759110562075356	800	0.9939583333333334	0.14285714285714285	51	balanced
SingleCellNet	NK	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	51	balanced
LAmbDA	NK	1.0	1.0	1.0	800	1.0	0.14285714285714285	51	balanced
scPred	NK	0.9925465838509316	0.99875	0.995638629283489	800	0.99875	0.14285714285714285	51	balanced
RF	CAF	1.0	1.0	1.0	800	1.0	0.14285714285714285	56	balanced
LDArej	CAF	0.98875	0.98875	0.98875	800	0.998125	0.14285714285714285	56	balanced
singleR	CAF	0.9987421383647799	0.9925	0.9956112852664578	800	0.9997916666666666	0.14285714285714285	56	balanced
CaSTLe	CAF	0.9975062344139651	1.0	0.9987515605493134	800	0.9995833333333334	0.14285714285714285	56	balanced
LAmbDA	CAF	1.0	1.0	1.0	800	1.0	0.14285714285714285	56	balanced
LDA	CAF	0.98875	0.98875	0.98875	800	0.998125	0.14285714285714285	56	balanced
scVI	CAF	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	56	balanced
NMC	CAF	0.9987341772151899	0.98625	0.9924528301886792	800	0.9997916666666666	0.14285714285714285	56	balanced
SVMrej	CAF	1.0	1.0	1.0	800	1.0	0.14285714285714285	56	balanced
scID	CAF	0.9987046632124352	0.96375	0.9809160305343511	800	0.9997916666666666	0.14285714285714285	56	balanced
scmapcluster	CAF	0.9972183588317107	0.89625	0.9440421329822252	800	0.9995833333333334	0.14285714285714285	56	balanced
kNN9	CAF	1.0	0.9975	0.9987484355444306	800	1.0	0.14285714285714285	56	balanced
CHETAH	CAF	0.9974587039390089	0.98125	0.9892879647132954	800	0.9995833333333334	0.14285714285714285	56	balanced
Cell_BLAST	CAF	1.0	0.99375	0.9968652037617556	800	1.0	0.14285714285714285	56	balanced
SVM	CAF	1.0	1.0	1.0	800	1.0	0.14285714285714285	56	balanced
scPred	CAF	1.0	1.0	1.0	800	1.0	0.14285714285714285	56	balanced
SingleCellNet	CAF	0.9987515605493134	1.0	0.9993753903810119	800	0.9997916666666666	0.14285714285714285	56	balanced
