method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
RF	ENDOCRINE_CELL	0.968421052631579	0.92	0.9435897435897437	400	0.9966666666666667	0.1	729.0	balanced
SVMrej	ENDOCRINE_CELL	0.9918478260869565	0.9125	0.9505208333333333	400	0.9991666666666666	0.1	729.0	balanced
NMC	ENDOCRINE_CELL	0.9355932203389831	0.69	0.7942446043165469	400	0.9947222222222222	0.1	729.0	balanced
scmapcluster	ENDOCRINE_CELL	0.9775280898876404	0.87	0.9206349206349206	400	0.9977777777777778	0.1	729.0	balanced
kNN9	ENDOCRINE_CELL	0.8900255754475703	0.87	0.8798988621997472	400	0.9880555555555556	0.1	729.0	balanced
Cell_BLAST	ENDOCRINE_CELL	0.7900943396226415	0.8375	0.8131067961165049	400	0.9752777777777778	0.1	729.0	balanced
singleR	ENDOCRINE_CELL	0.9711286089238845	0.925	0.9475032010243277	400	0.9969444444444444	0.1	729.0	balanced
SingleCellNet	ENDOCRINE_CELL	0.9475	0.9475	0.9475	400	0.9941666666666666	0.1	729.0	balanced
scVI	ENDOCRINE_CELL	0.9923076923076923	0.9675	0.979746835443038	400	0.9991666666666666	0.1	729.0	balanced
CaSTLe	ENDOCRINE_CELL	0.9219143576826196	0.915	0.9184441656210791	400	0.9913888888888889	0.1	729.0	balanced
ACTINN	ENDOCRINE_CELL	0.965	0.965	0.965	400	0.9961111111111111	0.1	729.0	balanced
LAmbDA	ENDOCRINE_CELL	0.9586776859504132	0.87	0.9121887287024901	400	0.9958333333333333	0.1	729.0	balanced
CHETAH	ENDOCRINE_CELL	0.9259259259259259	0.8125	0.8655126498002662	400	0.9927777777777778	0.1	729.0	balanced
SVM	ENDOCRINE_CELL	0.96	0.96	0.96	400	0.9955555555555555	0.1	729.0	balanced
scID	ENDOCRINE_CELL	1.0	0.5275	0.690671031096563	400	1.0	0.1	729.0	balanced
scmapcell	ENDOCRINE_CELL	0.9763157894736842	0.9275	0.9512820512820513	400	0.9975	0.1	729.0	balanced
ACTINN	ACINAR_CELL	0.9704433497536946	0.985	0.977667493796526	400	0.9966666666666667	0.1	1935.0	balanced
scVI	ACINAR_CELL	0.9826302729528535	0.99	0.9863013698630136	400	0.9980555555555556	0.1	1935.0	balanced
scmapcell	ACINAR_CELL	0.9770408163265306	0.9575	0.9671717171717172	400	0.9975	0.1	1935.0	balanced
CaSTLe	ACINAR_CELL	0.9824120603015075	0.9775	0.9799498746867169	400	0.9980555555555556	0.1	1935.0	balanced
SVMrej	ACINAR_CELL	0.9897959183673469	0.97	0.9797979797979798	400	0.9988888888888889	0.1	1935.0	balanced
SingleCellNet	ACINAR_CELL	0.9874055415617129	0.98	0.9836888331242158	400	0.9986111111111111	0.1	1935.0	balanced
kNN9	ACINAR_CELL	0.9798994974874372	0.975	0.9774436090225564	400	0.9977777777777778	0.1	1935.0	balanced
scmapcluster	ACINAR_CELL	0.9831932773109243	0.8775	0.927344782034346	400	0.9983333333333333	0.1	1935.0	balanced
LAmbDA	ACINAR_CELL	0.9617346938775511	0.9425	0.952020202020202	400	0.9958333333333333	0.1	1935.0	balanced
SVM	ACINAR_CELL	0.9728395061728395	0.985	0.9788819875776398	400	0.9969444444444444	0.1	1935.0	balanced
NMC	ACINAR_CELL	0.9737609329446064	0.835	0.8990578734858681	400	0.9975	0.1	1935.0	balanced
RF	ACINAR_CELL	0.9800498753117207	0.9825	0.9812734082397004	400	0.9977777777777778	0.1	1935.0	balanced
CHETAH	ACINAR_CELL	0.95	0.95	0.9500000000000001	400	0.9944444444444445	0.1	1935.0	balanced
singleR	ACINAR_CELL	0.9681372549019608	0.9875	0.9777227722772278	400	0.9963888888888889	0.1	1935.0	balanced
scID	ACINAR_CELL	0.6224066390041494	0.375	0.46801872074882994	400	0.9747222222222223	0.1	1935.0	balanced
Cell_BLAST	ACINAR_CELL	0.8821917808219178	0.805	0.8418300653594771	400	0.9880555555555556	0.1	1935.0	balanced
LAmbDA	B_CELL	0.937046004842615	0.9675	0.9520295202952029	400	0.9927777777777778	0.1	2447.0	balanced
CHETAH	B_CELL	0.9601063829787234	0.9025	0.9304123711340206	400	0.9958333333333333	0.1	2447.0	balanced
SingleCellNet	B_CELL	0.9394673123486683	0.97	0.9544895448954489	400	0.9930555555555556	0.1	2447.0	balanced
scID	B_CELL	0.26450344149459193	0.6725	0.3796753705010586	400	0.7922222222222223	0.1	2447.0	balanced
ACTINN	B_CELL	0.9604938271604938	0.9725	0.9664596273291925	400	0.9955555555555555	0.1	2447.0	balanced
CaSTLe	B_CELL	0.9204819277108434	0.955	0.9374233128834355	400	0.9908333333333333	0.1	2447.0	balanced
SVM	B_CELL	0.967741935483871	0.975	0.9713574097135741	400	0.9963888888888889	0.1	2447.0	balanced
scmapcluster	B_CELL	0.9530026109660574	0.9125	0.9323116219667943	400	0.995	0.1	2447.0	balanced
singleR	B_CELL	0.9050925925925926	0.9775	0.9399038461538461	400	0.9886111111111111	0.1	2447.0	balanced
SVMrej	B_CELL	0.9846547314578005	0.9625	0.9734513274336284	400	0.9983333333333333	0.1	2447.0	balanced
kNN9	B_CELL	0.75	0.9825	0.8506493506493508	400	0.9636111111111111	0.1	2447.0	balanced
NMC	B_CELL	0.9620991253644315	0.825	0.8882907133243607	400	0.9963888888888889	0.1	2447.0	balanced
RF	B_CELL	0.9418886198547215	0.9725	0.9569495694956949	400	0.9933333333333333	0.1	2447.0	balanced
scmapcell	B_CELL	0.9522292993630573	0.7475	0.8375350140056023	400	0.9958333333333333	0.1	2447.0	balanced
scVI	B_CELL	0.9801488833746899	0.9875	0.9838107098381071	400	0.9977777777777778	0.1	2447.0	balanced
Cell_BLAST	B_CELL	0.7759036144578313	0.805	0.7901840490797545	400	0.9741666666666666	0.1	2447.0	balanced
scmapcluster	T_CELL	0.9877300613496932	0.805	0.8870523415977961	400	0.9988888888888889	0.1	3660.0	balanced
SVMrej	T_CELL	0.9857549857549858	0.865	0.9214380825565911	400	0.9986111111111111	0.1	3660.0	balanced
scVI	T_CELL	0.9624060150375939	0.96	0.9612015018773467	400	0.9958333333333333	0.1	3660.0	balanced
scmapcell	T_CELL	0.988929889298893	0.67	0.7988077496274218	400	0.9991666666666666	0.1	3660.0	balanced
NMC	T_CELL	0.4689922480620155	0.9075	0.6183986371379898	400	0.8858333333333334	0.1	3660.0	balanced
singleR	T_CELL	0.9683908045977011	0.8425	0.9010695187165776	400	0.9969444444444444	0.1	3660.0	balanced
scID	T_CELL	0.2767489711934156	0.6725	0.39212827988338195	400	0.8047222222222222	0.1	3660.0	balanced
SingleCellNet	T_CELL	0.9463806970509383	0.8825	0.9133247089262613	400	0.9944444444444445	0.1	3660.0	balanced
CaSTLe	T_CELL	0.9020618556701031	0.875	0.8883248730964467	400	0.9894444444444445	0.1	3660.0	balanced
SVM	T_CELL	0.9633507853403142	0.92	0.9411764705882353	400	0.9961111111111111	0.1	3660.0	balanced
CHETAH	T_CELL	0.9475524475524476	0.6775	0.7900874635568512	400	0.9958333333333333	0.1	3660.0	balanced
RF	T_CELL	0.9473684210526315	0.9	0.9230769230769231	400	0.9944444444444445	0.1	3660.0	balanced
Cell_BLAST	T_CELL	0.8458333333333333	0.5075	0.634375	400	0.9897222222222222	0.1	3660.0	balanced
ACTINN	T_CELL	0.9612403100775194	0.93	0.9453621346886912	400	0.9958333333333333	0.1	3660.0	balanced
LAmbDA	T_CELL	0.9274193548387096	0.8625	0.8937823834196891	400	0.9925	0.1	3660.0	balanced
kNN9	T_CELL	0.8476658476658476	0.8625	0.8550185873605948	400	0.9827777777777778	0.1	3660.0	balanced
LAmbDA	MACROPHAGE	0.9267139479905437	0.98	0.9526123936816525	400	0.9913888888888889	0.1	5361.0	balanced
kNN9	MACROPHAGE	0.9544235924932976	0.89	0.9210866752910738	400	0.9952777777777778	0.1	5361.0	balanced
scVI	MACROPHAGE	0.9825870646766169	0.9875	0.9850374064837906	400	0.9980555555555556	0.1	5361.0	balanced
CHETAH	MACROPHAGE	0.9323308270676691	0.93	0.9311639549436797	400	0.9925	0.1	5361.0	balanced
SVMrej	MACROPHAGE	0.9796954314720813	0.965	0.9722921914357683	400	0.9977777777777778	0.1	5361.0	balanced
CaSTLe	MACROPHAGE	0.9462102689486552	0.9675	0.9567367119901112	400	0.9938888888888889	0.1	5361.0	balanced
RF	MACROPHAGE	0.9611650485436893	0.99	0.9753694581280788	400	0.9955555555555555	0.1	5361.0	balanced
SVM	MACROPHAGE	0.9682151589242054	0.99	0.9789864029666255	400	0.9963888888888889	0.1	5361.0	balanced
SingleCellNet	MACROPHAGE	0.947242206235012	0.9875	0.9669522643818849	400	0.9938888888888889	0.1	5361.0	balanced
scmapcell	MACROPHAGE	0.9751861042183623	0.9825	0.978829389788294	400	0.9972222222222222	0.1	5361.0	balanced
ACTINN	MACROPHAGE	0.9704433497536946	0.985	0.977667493796526	400	0.9966666666666667	0.1	5361.0	balanced
scID	MACROPHAGE	0.9402985074626866	0.4725	0.6289517470881864	400	0.9966666666666667	0.1	5361.0	balanced
Cell_BLAST	MACROPHAGE	0.9668508287292817	0.875	0.9186351706036746	400	0.9966666666666667	0.1	5361.0	balanced
scmapcluster	MACROPHAGE	0.931924882629108	0.9925	0.9612590799031476	400	0.9919444444444444	0.1	5361.0	balanced
singleR	MACROPHAGE	0.9468599033816425	0.98	0.9631449631449631	400	0.9938888888888889	0.1	5361.0	balanced
NMC	MACROPHAGE	0.9217877094972067	0.825	0.870712401055409	400	0.9922222222222222	0.1	5361.0	balanced
scID	STELLATE_CELL	0.8475073313782991	0.7225	0.7800269905533065	400	0.9855555555555555	0.1	5907.0	balanced
scmapcell	STELLATE_CELL	1.0	0.85	0.9189189189189189	400	1.0	0.1	5907.0	balanced
LAmbDA	STELLATE_CELL	0.905511811023622	0.8625	0.8834827144686299	400	0.99	0.1	5907.0	balanced
NMC	STELLATE_CELL	0.7972350230414746	0.865	0.8297362110311751	400	0.9755555555555555	0.1	5907.0	balanced
RF	STELLATE_CELL	0.9639175257731959	0.935	0.949238578680203	400	0.9961111111111111	0.1	5907.0	balanced
scVI	STELLATE_CELL	0.9720812182741116	0.9575	0.964735516372796	400	0.9969444444444444	0.1	5907.0	balanced
singleR	STELLATE_CELL	0.9835616438356164	0.8975	0.938562091503268	400	0.9983333333333333	0.1	5907.0	balanced
kNN9	STELLATE_CELL	0.9683377308707124	0.9175	0.9422336328626444	400	0.9966666666666667	0.1	5907.0	balanced
Cell_BLAST	STELLATE_CELL	0.9080118694362018	0.765	0.830393487109905	400	0.9913888888888889	0.1	5907.0	balanced
CaSTLe	STELLATE_CELL	0.9562982005141388	0.93	0.9429657794676806	400	0.9952777777777778	0.1	5907.0	balanced
