method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
SVM	ERYTHROBLASTS	0.9975062344139651	1.0	0.9987515605493134	800	0.99984375	0.058823529411764705	8.0	balanced
RF	ERYTHROBLASTS	0.9975062344139651	1.0	0.9987515605493134	800	0.99984375	0.058823529411764705	8.0	balanced
scPred	ERYTHROBLASTS	0.9847645429362881	0.88875	0.9342969776609725	800	0.999140625	0.058823529411764705	8.0	balanced
NMC	ERYTHROBLASTS	0.5521048999309869	1.0	0.7114273010226767	800	0.949296875	0.058823529411764705	8.0	balanced
SingleCellNet	ERYTHROBLASTS	0.9900990099009901	1.0	0.9950248756218906	800	0.999375	0.058823529411764705	8.0	balanced
CaSTLe	ERYTHROBLASTS	0.9950248756218906	1.0	0.9975062344139651	800	0.9996875	0.058823529411764705	8.0	balanced
SVMrej	ERYTHROBLASTS	1.0	1.0	1.0	800	1.0	0.058823529411764705	8.0	balanced
Cell_BLAST	ERYTHROBLASTS	0.9937888198757764	1.0	0.9968847352024921	800	0.999609375	0.058823529411764705	8.0	balanced
LDArej	ERYTHROBLASTS	0.9791921664626683	1.0	0.989486703772418	800	0.998671875	0.058823529411764705	8.0	balanced
scmapcluster	ERYTHROBLASTS	0.9950248756218906	1.0	0.9975062344139651	800	0.9996875	0.058823529411764705	8.0	balanced
CHETAH	ERYTHROBLASTS	0.6121979286536249	0.665	0.6375074895146795	800	0.973671875	0.058823529411764705	8.0	balanced
scID	ERYTHROBLASTS	1.0	0.375	0.5454545454545454	800	1.0	0.058823529411764705	8.0	balanced
ACTINN	ERYTHROBLASTS	0.9950248756218906	1.0	0.9975062344139651	800	0.9996875	0.058823529411764705	8.0	balanced
kNN9	ERYTHROBLASTS	0.9815950920245399	1.0	0.9907120743034055	800	0.998828125	0.058823529411764705	8.0	balanced
scmapcell	ERYTHROBLASTS	1.0	0.62	0.7654320987654321	800	1.0	0.058823529411764705	8.0	balanced
scVI	ERYTHROBLASTS	0.9987515605493134	1.0	0.9993753903810119	800	0.999921875	0.058823529411764705	8.0	balanced
LDA	ERYTHROBLASTS	0.9791921664626683	1.0	0.989486703772418	800	0.998671875	0.058823529411764705	8.0	balanced
singleR	ERYTHROBLASTS	0.9982993197278912	0.73375	0.845821325648415	800	0.999921875	0.058823529411764705	8.0	balanced
LAmbDA	ERYTHROBLASTS	0.9987515605493134	1.0	0.9993753903810119	800	0.999921875	0.058823529411764705	8.0	balanced
LAmbDA	BASAL_CELLS	0.984009840098401	1.0	0.9919404835709857	800	0.998984375	0.058823529411764705	68.0	balanced
scID	BASAL_CELLS	0.6095890410958904	0.2225	0.32600732600732596	800	0.99109375	0.058823529411764705	68.0	balanced
CaSTLe	BASAL_CELLS	0.9888751545117429	1.0	0.9944064636420137	800	0.999296875	0.058823529411764705	68.0	balanced
SingleCellNet	BASAL_CELLS	0.9962640099626401	1.0	0.9981285090455396	800	0.999765625	0.058823529411764705	68.0	balanced
RF	BASAL_CELLS	0.9987515605493134	1.0	0.9993753903810119	800	0.999921875	0.058823529411764705	68.0	balanced
scPred	BASAL_CELLS	0.9879194630872483	0.92	0.9527508090614888	800	0.999296875	0.058823529411764705	68.0	balanced
scmapcell	BASAL_CELLS	0.9911838790931989	0.98375	0.987452948557089	800	0.999453125	0.058823529411764705	68.0	balanced
singleR	BASAL_CELLS	0.9794871794871794	0.955	0.9670886075949366	800	0.99875	0.058823529411764705	68.0	balanced
SVMrej	BASAL_CELLS	0.9975062344139651	1.0	0.9987515605493134	800	0.99984375	0.058823529411764705	68.0	balanced
scmapcluster	BASAL_CELLS	0.9775725593667546	0.92625	0.951219512195122	800	0.998671875	0.058823529411764705	68.0	balanced
SVM	BASAL_CELLS	0.9975062344139651	1.0	0.9987515605493134	800	0.99984375	0.058823529411764705	68.0	balanced
NMC	BASAL_CELLS	0.9888682745825603	0.66625	0.7961165048543689	800	0.99953125	0.058823529411764705	68.0	balanced
kNN9	BASAL_CELLS	0.9864364981504316	1.0	0.9931719428926133	800	0.999140625	0.058823529411764705	68.0	balanced
ACTINN	BASAL_CELLS	0.9900990099009901	1.0	0.9950248756218906	800	0.999375	0.058823529411764705	68.0	balanced
scVI	BASAL_CELLS	0.9987515605493134	1.0	0.9993753903810119	800	0.999921875	0.058823529411764705	68.0	balanced
CHETAH	BASAL_CELLS	0.9714693295292439	0.85125	0.9073950699533644	800	0.9984375	0.058823529411764705	68.0	balanced
Cell_BLAST	BASAL_CELLS	0.9875156054931336	0.98875	0.9881324172392255	800	0.99921875	0.058823529411764705	68.0	balanced
LDA	BASAL_CELLS	0.9900990099009901	1.0	0.9950248756218906	800	0.999375	0.058823529411764705	68.0	balanced
LDArej	BASAL_CELLS	0.9900990099009901	1.0	0.9950248756218906	800	0.999375	0.058823529411764705	68.0	balanced
LDArej	LYMPHATIC_EC	0.9987437185929648	0.99375	0.9962406015037594	800	0.999921875	0.058823529411764705	85.0	balanced
scmapcluster	LYMPHATIC_EC	0.9514563106796117	0.98	0.9655172413793104	800	0.996875	0.058823529411764705	85.0	balanced
RF	LYMPHATIC_EC	1.0	1.0	1.0	800	1.0	0.058823529411764705	85.0	balanced
scmapcell	LYMPHATIC_EC	0.9913258983890955	1.0	0.9956440572495334	800	0.999453125	0.058823529411764705	85.0	balanced
scID	LYMPHATIC_EC	1.0	0.1775	0.30148619957537154	800	1.0	0.058823529411764705	85.0	balanced
NMC	LYMPHATIC_EC	0.7720588235294118	0.65625	0.7094594594594595	800	0.987890625	0.058823529411764705	85.0	balanced
scPred	LYMPHATIC_EC	0.9957924263674615	0.8875	0.9385327164573696	800	0.999765625	0.058823529411764705	85.0	balanced
ACTINN	LYMPHATIC_EC	0.9913258983890955	1.0	0.9956440572495334	800	0.999453125	0.058823529411764705	85.0	balanced
CHETAH	LYMPHATIC_EC	0.9869960988296489	0.94875	0.9674952198852772	800	0.99921875	0.058823529411764705	85.0	balanced
LDA	LYMPHATIC_EC	0.9987437185929648	0.99375	0.9962406015037594	800	0.999921875	0.058823529411764705	85.0	balanced
scVI	LYMPHATIC_EC	0.9950248756218906	1.0	0.9975062344139651	800	0.9996875	0.058823529411764705	85.0	balanced
LAmbDA	LYMPHATIC_EC	0.9300699300699301	0.9975	0.962605548854041	800	0.9953125	0.058823529411764705	85.0	balanced
CaSTLe	LYMPHATIC_EC	0.99375	0.99375	0.99375	800	0.999609375	0.058823529411764705	85.0	balanced
SVM	LYMPHATIC_EC	0.9950248756218906	1.0	0.9975062344139651	800	0.9996875	0.058823529411764705	85.0	balanced
singleR	LYMPHATIC_EC	0.9625603864734299	0.99625	0.9791154791154791	800	0.997578125	0.058823529411764705	85.0	balanced
SVMrej	LYMPHATIC_EC	1.0	1.0	1.0	800	1.0	0.058823529411764705	85.0	balanced
Cell_BLAST	LYMPHATIC_EC	0.9330024813895782	0.94	0.9364881693648817	800	0.99578125	0.058823529411764705	85.0	balanced
kNN9	LYMPHATIC_EC	0.9962073324905183	0.985	0.9905719673161534	800	0.999765625	0.058823529411764705	85.0	balanced
SingleCellNet	LYMPHATIC_EC	0.9950248756218906	1.0	0.9975062344139651	800	0.9996875	0.058823529411764705	85.0	balanced
CHETAH	SECRETORY_CLUB_CELLS	0.9597855227882037	0.895	0.9262613195342819	800	0.99765625	0.058823529411764705	135.0	balanced
SVMrej	SECRETORY_CLUB_CELLS	1.0	0.99875	0.9993746091307067	800	1.0	0.058823529411764705	135.0	balanced
kNN9	SECRETORY_CLUB_CELLS	0.9648910411622276	0.99625	0.980319803198032	800	0.997734375	0.058823529411764705	135.0	balanced
scmapcluster	SECRETORY_CLUB_CELLS	0.9296482412060302	0.925	0.9273182957393483	800	0.995625	0.058823529411764705	135.0	balanced
singleR	SECRETORY_CLUB_CELLS	0.936768149882904	1.0	0.9673518742442563	800	0.99578125	0.058823529411764705	135.0	balanced
ACTINN	SECRETORY_CLUB_CELLS	0.9975062344139651	1.0	0.9987515605493134	800	0.99984375	0.058823529411764705	135.0	balanced
NMC	SECRETORY_CLUB_CELLS	0.8798219584569733	0.74125	0.8046132971506106	800	0.993671875	0.058823529411764705	135.0	balanced
RF	SECRETORY_CLUB_CELLS	0.9962640099626401	1.0	0.9981285090455396	800	0.999765625	0.058823529411764705	135.0	balanced
SingleCellNet	SECRETORY_CLUB_CELLS	1.0	1.0	1.0	800	1.0	0.058823529411764705	135.0	balanced
CaSTLe	SECRETORY_CLUB_CELLS	0.986335403726708	0.9925	0.9894080996884734	800	0.999140625	0.058823529411764705	135.0	balanced
scmapcell	SECRETORY_CLUB_CELLS	0.9862155388471178	0.98375	0.9849812265331664	800	0.999140625	0.058823529411764705	135.0	balanced
LAmbDA	SECRETORY_CLUB_CELLS	0.9330985915492958	0.99375	0.9624697336561743	800	0.995546875	0.058823529411764705	135.0	balanced
scVI	SECRETORY_CLUB_CELLS	0.9975062344139651	1.0	0.9987515605493134	800	0.99984375	0.058823529411764705	135.0	balanced
scPred	SECRETORY_CLUB_CELLS	0.9807073954983923	0.7625	0.8579465541490857	800	0.9990625	0.058823529411764705	135.0	balanced
SVM	SECRETORY_CLUB_CELLS	0.9962640099626401	1.0	0.9981285090455396	800	0.999765625	0.058823529411764705	135.0	balanced
Cell_BLAST	SECRETORY_CLUB_CELLS	0.9451137884872824	0.8825	0.9127343244990302	800	0.996796875	0.058823529411764705	135.0	balanced
LDA	SECRETORY_CLUB_CELLS	0.9836272040302267	0.97625	0.9799247176913426	800	0.998984375	0.058823529411764705	135.0	balanced
scID	SECRETORY_CLUB_CELLS	0.013417521704814523	0.0425	0.020395920815836837	800	0.8046875	0.058823529411764705	135.0	balanced
LDArej	SECRETORY_CLUB_CELLS	0.9836272040302267	0.97625	0.9799247176913426	800	0.998984375	0.058823529411764705	135.0	balanced
singleR	EPITHELIAL_CELLS	0.8389261744966443	0.9375	0.885478158205431	800	0.98875	0.058823529411764705	381.0	balanced
kNN9	EPITHELIAL_CELLS	0.9399075500770416	0.7625	0.8419599723947548	800	0.996953125	0.058823529411764705	381.0	balanced
scVI	EPITHELIAL_CELLS	0.9657282741738066	0.98625	0.9758812615955472	800	0.9978125	0.058823529411764705	381.0	balanced
LAmbDA	EPITHELIAL_CELLS	0.8813982521847691	0.8825	0.8819487820112429	800	0.992578125	0.058823529411764705	381.0	balanced
LDA	EPITHELIAL_CELLS	0.9669211195928753	0.95	0.9583858764186632	800	0.99796875	0.058823529411764705	381.0	balanced
scmapcluster	EPITHELIAL_CELLS	0.8476903870162297	0.84875	0.8482198625858838	800	0.99046875	0.058823529411764705	381.0	balanced
CHETAH	EPITHELIAL_CELLS	0.8186046511627907	0.88	0.8481927710843372	800	0.9878125	0.058823529411764705	381.0	balanced
SVM	EPITHELIAL_CELLS	0.9752475247524752	0.985	0.9800995024875623	800	0.9984375	0.058823529411764705	381.0	balanced
SVMrej	EPITHELIAL_CELLS	0.9884467265725289	0.9625	0.9753008233058897	800	0.999296875	0.058823529411764705	381.0	balanced
ACTINN	EPITHELIAL_CELLS	0.9493975903614458	0.985	0.9668711656441717	800	0.99671875	0.058823529411764705	381.0	balanced
Cell_BLAST	EPITHELIAL_CELLS	0.9465541490857946	0.84125	0.8908007941760423	800	0.99703125	0.058823529411764705	381.0	balanced
scID	EPITHELIAL_CELLS	1.0	0.315	0.47908745247148293	800	1.0	0.058823529411764705	381.0	balanced
SingleCellNet	EPITHELIAL_CELLS	0.9562575941676792	0.98375	0.9698089956869995	800	0.9971875	0.058823529411764705	381.0	balanced
CaSTLe	EPITHELIAL_CELLS	0.9620253164556962	0.95	0.9559748427672956	800	0.99765625	0.058823529411764705	381.0	balanced
NMC	EPITHELIAL_CELLS	0.9744463373083475	0.715	0.8248017303532804	800	0.998828125	0.058823529411764705	381.0	balanced
RF	EPITHELIAL_CELLS	0.9752168525402726	0.98375	0.9794648413192284	800	0.9984375	0.058823529411764705	381.0	balanced
LDArej	EPITHELIAL_CELLS	0.9680715197956578	0.9475	0.9576753000631713	800	0.998046875	0.058823529411764705	381.0	balanced
scPred	EPITHELIAL_CELLS	0.9929971988795518	0.88625	0.9365918097754294	800	0.999609375	0.058823529411764705	381.0	balanced
scmapcell	EPITHELIAL_CELLS	0.8566629339305711	0.95625	0.9037212049616067	800	0.99	0.058823529411764705	381.0	balanced
LDArej	GRANULOCYTES	0.9130952380952381	0.95875	0.9353658536585365	800	0.994296875	0.058823529411764705	477.0	balanced
scmapcell	GRANULOCYTES	0.9966666666666667	0.7475	0.8542857142857143	800	0.99984375	0.058823529411764705	477.0	balanced
NMC	GRANULOCYTES	0.6063492063492063	0.71625	0.6567335243553007	800	0.9709375	0.058823529411764705	477.0	balanced
scmapcluster	GRANULOCYTES	0.9540889526542324	0.83125	0.888443553774215	800	0.9975	0.058823529411764705	477.0	balanced
CaSTLe	GRANULOCYTES	0.9407496977025392	0.9725	0.956361401352182	800	0.996171875	0.058823529411764705	477.0	balanced
scVI	GRANULOCYTES	0.966952264381885	0.9875	0.9771181199752629	800	0.997890625	0.058823529411764705	477.0	balanced
RF	GRANULOCYTES	0.9333333333333333	0.98	0.9560975609756097	800	0.995625	0.058823529411764705	477.0	balanced
Cell_BLAST	GRANULOCYTES	0.849507735583685	0.755	0.799470549305096	800	0.991640625	0.058823529411764705	477.0	balanced
SVMrej	GRANULOCYTES	0.9786700125470514	0.975	0.9768315591734502	800	0.998671875	0.058823529411764705	477.0	balanced
kNN9	GRANULOCYTES	0.7651139742319127	0.965	0.853510226644555	800	0.981484375	0.058823529411764705	477.0	balanced
scID	GRANULOCYTES	0.25738798856053385	0.3375	0.2920497566252029	800	0.939140625	0.058823529411764705	477.0	balanced
scPred	GRANULOCYTES	0.9652777777777778	0.3475	0.5110294117647058	800	0.99921875	0.058823529411764705	477.0	balanced
LAmbDA	GRANULOCYTES	0.8709288299155609	0.9025	0.8864333947206875	800	0.991640625	0.058823529411764705	477.0	balanced
SingleCellNet	GRANULOCYTES	0.9464720194647201	0.9725	0.9593094944512947	800	0.9965625	0.058823529411764705	477.0	balanced
SVM	GRANULOCYTES	0.9598051157125457	0.985	0.9722393584207278	800	0.997421875	0.058823529411764705	477.0	balanced
CHETAH	GRANULOCYTES	0.8393316195372751	0.81625	0.8276299112801015	800	0.990234375	0.058823529411764705	477.0	balanced
singleR	GRANULOCYTES	0.9436435124508519	0.9	0.9213051823416507	800	0.996640625	0.058823529411764705	477.0	balanced
LDA	GRANULOCYTES	0.9122182680901542	0.96125	0.9360925136944613	800	0.99421875	0.058823529411764705	477.0	balanced
ACTINN	GRANULOCYTES	0.9656862745098039	0.985	0.9752475247524752	800	0.9978125	0.058823529411764705	477.0	balanced
scVI	DENDRITIC_CELLS	0.9824120603015075	0.9775	0.9799498746867169	800	0.99890625	0.058823529411764705	586.0	balanced
LAmbDA	DENDRITIC_CELLS	0.9175108538350217	0.7925	0.8504359490274982	800	0.995546875	0.058823529411764705	586.0	balanced
Cell_BLAST	DENDRITIC_CELLS	0.8402366863905325	0.71	0.7696476964769648	800	0.9915625	0.058823529411764705	586.0	balanced
scmapcluster	DENDRITIC_CELLS	0.79182156133829	0.5325	0.6367713004484304	800	0.99125	0.058823529411764705	586.0	balanced
SVMrej	DENDRITIC_CELLS	0.9923371647509579	0.97125	0.9816803537586861	800	0.99953125	0.058823529411764705	586.0	balanced
NMC	DENDRITIC_CELLS	0.5129533678756477	0.495	0.5038167938931297	800	0.970625	0.058823529411764705	586.0	balanced
CaSTLe	DENDRITIC_CELLS	0.9516728624535316	0.96	0.955818294959552	800	0.996953125	0.058823529411764705	586.0	balanced
CHETAH	DENDRITIC_CELLS	0.5309597523219814	0.42875	0.4744121715076072	800	0.976328125	0.058823529411764705	586.0	balanced
SVM	DENDRITIC_CELLS	0.9849812265331664	0.98375	0.9843652282676674	800	0.9990625	0.058823529411764705	586.0	balanced
singleR	DENDRITIC_CELLS	0.8938640132669984	0.67375	0.7683535281539557	800	0.995	0.058823529411764705	586.0	balanced
scPred	DENDRITIC_CELLS	0.7404580152671756	0.2425	0.36534839924670437	800	0.9946875	0.058823529411764705	586.0	balanced
SingleCellNet	DENDRITIC_CELLS	0.9736842105263158	0.97125	0.9724655819774718	800	0.998359375	0.058823529411764705	586.0	balanced
kNN9	DENDRITIC_CELLS	0.9056865464632455	0.81625	0.8586456278763971	800	0.9946875	0.058823529411764705	586.0	balanced
scID	DENDRITIC_CELLS	0.2406767955801105	0.87125	0.37716450216450215	800	0.828203125	0.058823529411764705	586.0	balanced
ACTINN	DENDRITIC_CELLS	0.9899244332493703	0.9825	0.986198243412798	800	0.999375	0.058823529411764705	586.0	balanced
LDArej	DENDRITIC_CELLS	0.982620320855615	0.91875	0.9496124031007752	800	0.998984375	0.058823529411764705	586.0	balanced
scmapcell	DENDRITIC_CELLS	0.9741007194244604	0.84625	0.9056856187290969	800	0.99859375	0.058823529411764705	586.0	balanced
LDA	DENDRITIC_CELLS	0.9826435246995995	0.92	0.9502905100064558	800	0.998984375	0.058823529411764705	586.0	balanced
RF	DENDRITIC_CELLS	0.9720812182741116	0.9575	0.964735516372796	800	0.99828125	0.058823529411764705	586.0	balanced
SingleCellNet	MAST_CELLS	0.9974968710888611	0.99625	0.9968730456535334	800	0.99984375	0.058823529411764705	613.0	balanced
scmapcluster	MAST_CELLS	0.9986893840104849	0.9525	0.9750479846449136	800	0.999921875	0.058823529411764705	613.0	balanced
scVI	MAST_CELLS	0.9987437185929648	0.99375	0.9962406015037594	800	0.999921875	0.058823529411764705	613.0	balanced
SVMrej	MAST_CELLS	1.0	0.98625	0.9930774071743234	800	1.0	0.058823529411764705	613.0	balanced
