method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LDA	NK	0.9333333333333333	0.84	0.8842105263157894	200	0.9925	0.1111111111111111	92	balanced
ACTINN	NK	0.9107981220657277	0.97	0.9394673123486683	200	0.988125	0.1111111111111111	92	balanced
singleR	NK	0.9041916167664671	0.755	0.8228882833787465	200	0.99	0.1111111111111111	92	balanced
RF	NK	0.9138755980861244	0.955	0.9339853300733496	200	0.98875	0.1111111111111111	92	balanced
NMC	NK	0.8308457711442786	0.835	0.8329177057356607	200	0.97875	0.1111111111111111	92	balanced
LDArej	NK	0.9470588235294117	0.805	0.8702702702702704	200	0.994375	0.1111111111111111	92	balanced
scPred	NK	0.9181286549707602	0.785	0.8463611859838275	200	0.99125	0.1111111111111111	92	balanced
kNN9	NK	0.9043478260869565	0.52	0.6603174603174603	200	0.993125	0.1111111111111111	92	balanced
Cell_BLAST	NK	0.925	0.185	0.3083333333333333	200	0.998125	0.1111111111111111	92	balanced
scmapcell	NK	1.0	0.155	0.2683982683982684	200	1.0	0.1111111111111111	92	balanced
CaSTLe	NK	0.8820754716981132	0.935	0.9077669902912621	200	0.984375	0.1111111111111111	92	balanced
CHETAH	NK	0.8712871287128713	0.88	0.8756218905472637	200	0.98375	0.1111111111111111	92	balanced
scVI	NK	0.9313725490196079	0.95	0.9405940594059405	200	0.99125	0.1111111111111111	92	balanced
SingleCellNet	NK	0.9198113207547169	0.975	0.9466019417475728	200	0.989375	0.1111111111111111	92	balanced
scmapcluster	NK	1.0	0.175	0.2978723404255319	200	1.0	0.1111111111111111	92	balanced
LAmbDA	NK	0.9820359281437125	0.82	0.8937329700272478	200	0.998125	0.1111111111111111	92	balanced
scID	NK	0.1834862385321101	0.2	0.19138755980861244	200	0.88875	0.1111111111111111	92	balanced
SVM	NK	0.9245283018867925	0.98	0.9514563106796116	200	0.99	0.1111111111111111	92	balanced
SVMrej	NK	0.9625668449197861	0.9	0.9302325581395349	200	0.995625	0.1111111111111111	92	balanced
CaSTLe	ENDO.	0.9629629629629629	0.91	0.93573264781491	200	0.995625	0.1111111111111111	104	balanced
NMC	ENDO.	0.974025974025974	0.75	0.8474576271186441	200	0.9975	0.1111111111111111	104	balanced
LDArej	ENDO.	0.9538461538461539	0.93	0.9417721518987343	200	0.994375	0.1111111111111111	104	balanced
singleR	ENDO.	0.9878048780487805	0.81	0.8901098901098902	200	0.99875	0.1111111111111111	104	balanced
SingleCellNet	ENDO.	1.0	0.985	0.9924433249370278	200	1.0	0.1111111111111111	104	balanced
LDA	ENDO.	0.9444444444444444	0.935	0.9396984924623116	200	0.993125	0.1111111111111111	104	balanced
SVM	ENDO.	1.0	0.985	0.9924433249370278	200	1.0	0.1111111111111111	104	balanced
scmapcluster	ENDO.	0.9151515151515152	0.755	0.8273972602739726	200	0.99125	0.1111111111111111	104	balanced
ACTINN	ENDO.	0.9949494949494949	0.985	0.9899497487437187	200	0.999375	0.1111111111111111	104	balanced
scID	ENDO.	0.9375	0.375	0.5357142857142857	200	0.996875	0.1111111111111111	104	balanced
SVMrej	ENDO.	1.0	0.975	0.9873417721518987	200	1.0	0.1111111111111111	104	balanced
scmapcell	ENDO.	0.9831932773109243	0.585	0.7335423197492162	200	0.99875	0.1111111111111111	104	balanced
scVI	ENDO.	0.985	0.985	0.985	200	0.998125	0.1111111111111111	104	balanced
kNN9	ENDO.	0.935064935064935	0.72	0.8135593220338982	200	0.99375	0.1111111111111111	104	balanced
scPred	ENDO.	0.994535519125683	0.91	0.9503916449086162	200	0.999375	0.1111111111111111	104	balanced
Cell_BLAST	ENDO.	0.8083333333333333	0.485	0.60625	200	0.985625	0.1111111111111111	104	balanced
LAmbDA	ENDO.	0.9845360824742269	0.955	0.9695431472081217	200	0.998125	0.1111111111111111	104	balanced
CHETAH	ENDO.	0.9653179190751445	0.835	0.8954423592493297	200	0.99625	0.1111111111111111	104	balanced
RF	ENDO.	1.0	0.985	0.9924433249370278	200	1.0	0.1111111111111111	104	balanced
Cell_BLAST	CAF	0.9058823529411765	0.385	0.5403508771929825	200	0.995	0.1111111111111111	106	balanced
LDArej	CAF	0.953125	0.915	0.9336734693877552	200	0.994375	0.1111111111111111	106	balanced
scmapcell	CAF	0.9274193548387096	0.575	0.7098765432098765	200	0.994375	0.1111111111111111	106	balanced
SVM	CAF	0.9607843137254902	0.98	0.9702970297029702	200	0.995	0.1111111111111111	106	balanced
CHETAH	CAF	0.9617486338797814	0.88	0.9190600522193211	200	0.995625	0.1111111111111111	106	balanced
singleR	CAF	1.0	0.685	0.8130563798219584	200	1.0	0.1111111111111111	106	balanced
scVI	CAF	0.9423076923076923	0.98	0.9607843137254902	200	0.9925	0.1111111111111111	106	balanced
NMC	CAF	0.9926470588235294	0.675	0.8035714285714285	200	0.999375	0.1111111111111111	106	balanced
CaSTLe	CAF	0.9330143540669856	0.975	0.9535452322738386	200	0.99125	0.1111111111111111	106	balanced
ACTINN	CAF	0.965	0.965	0.965	200	0.995625	0.1111111111111111	106	balanced
LDA	CAF	0.9484536082474226	0.92	0.9340101522842639	200	0.99375	0.1111111111111111	106	balanced
kNN9	CAF	0.656140350877193	0.935	0.7711340206185567	200	0.93875	0.1111111111111111	106	balanced
RF	CAF	0.9653465346534653	0.975	0.9701492537313433	200	0.995625	0.1111111111111111	106	balanced
SVMrej	CAF	1.0	0.935	0.9664082687338501	200	1.0	0.1111111111111111	106	balanced
SingleCellNet	CAF	0.9704433497536946	0.985	0.977667493796526	200	0.99625	0.1111111111111111	106	balanced
scmapcluster	CAF	0.992	0.62	0.7630769230769231	200	0.999375	0.1111111111111111	106	balanced
LAmbDA	CAF	0.9637305699481865	0.93	0.9465648854961832	200	0.995625	0.1111111111111111	106	balanced
scID	CAF	1.0	0.14	0.24561403508771928	200	1.0	0.1111111111111111	106	balanced
scPred	CAF	0.9833333333333333	0.885	0.9315789473684211	200	0.998125	0.1111111111111111	106	balanced
scmapcluster	MACROPHAGE	0.9375	0.9	0.9183673469387755	200	0.9925	0.1111111111111111	420	balanced
Cell_BLAST	MACROPHAGE	0.9938650306748467	0.81	0.8925619834710744	200	0.999375	0.1111111111111111	420	balanced
SVM	MACROPHAGE	0.97	0.97	0.97	200	0.99625	0.1111111111111111	420	balanced
CHETAH	MACROPHAGE	0.967741935483871	0.9	0.9326424870466321	200	0.99625	0.1111111111111111	420	balanced
LAmbDA	MACROPHAGE	0.9182692307692307	0.955	0.9362745098039216	200	0.989375	0.1111111111111111	420	balanced
SingleCellNet	MACROPHAGE	0.9744897959183674	0.955	0.9646464646464646	200	0.996875	0.1111111111111111	420	balanced
scVI	MACROPHAGE	0.965	0.965	0.965	200	0.995625	0.1111111111111111	420	balanced
SVMrej	MACROPHAGE	0.9890710382513661	0.905	0.9451697127937337	200	0.99875	0.1111111111111111	420	balanced
scmapcell	MACROPHAGE	0.921875	0.885	0.903061224489796	200	0.990625	0.1111111111111111	420	balanced
CaSTLe	MACROPHAGE	0.9408866995073891	0.955	0.9478908188585607	200	0.9925	0.1111111111111111	420	balanced
LDA	MACROPHAGE	0.9833333333333333	0.885	0.9315789473684211	200	0.998125	0.1111111111111111	420	balanced
singleR	MACROPHAGE	0.945	0.945	0.945	200	0.993125	0.1111111111111111	420	balanced
RF	MACROPHAGE	0.9591836734693877	0.94	0.9494949494949495	200	0.995	0.1111111111111111	420	balanced
LDArej	MACROPHAGE	0.9833333333333333	0.885	0.9315789473684211	200	0.998125	0.1111111111111111	420	balanced
scPred	MACROPHAGE	0.9842105263157894	0.935	0.9589743589743589	200	0.998125	0.1111111111111111	420	balanced
ACTINN	MACROPHAGE	0.979381443298969	0.95	0.9644670050761421	200	0.9975	0.1111111111111111	420	balanced
NMC	MACROPHAGE	0.8210526315789474	0.78	0.8	200	0.97875	0.1111111111111111	420	balanced
scID	MACROPHAGE	0.9315068493150684	0.68	0.7861271676300579	200	0.99375	0.1111111111111111	420	balanced
kNN9	MACROPHAGE	0.4153498871331828	0.92	0.5723172628304821	200	0.838125	0.1111111111111111	420	balanced
scVI	T.CELL	0.5300546448087432	0.485	0.5065274151436031	200	0.94625	0.1111111111111111	706	balanced
LAmbDA	T.CELL	0.5321100917431193	0.29	0.37540453074433655	200	0.968125	0.1111111111111111	706	balanced
kNN9	T.CELL	0.6153846153846154	0.04	0.07511737089201878	200	0.996875	0.1111111111111111	706	balanced
SingleCellNet	T.CELL	0.8827160493827161	0.715	0.7900552486187846	200	0.988125	0.1111111111111111	706	balanced
RF	T.CELL	0.6521739130434783	0.45	0.5325443786982249	200	0.97	0.1111111111111111	706	balanced
singleR	T.CELL	0.47101449275362317	0.325	0.3846153846153846	200	0.954375	0.1111111111111111	706	balanced
SVM	T.CELL	0.6686390532544378	0.565	0.6124661246612465	200	0.965	0.1111111111111111	706	balanced
ACTINN	T.CELL	0.5487179487179488	0.535	0.5417721518987343	200	0.945	0.1111111111111111	706	balanced
scID	T.CELL	0.1889763779527559	0.12	0.14678899082568805	200	0.935625	0.1111111111111111	706	balanced
CHETAH	T.CELL	0.5928571428571429	0.415	0.48823529411764705	200	0.964375	0.1111111111111111	706	balanced
LDA	T.CELL	0.3473053892215569	0.58	0.4344569288389513	200	0.86375	0.1111111111111111	706	balanced
SVMrej	T.CELL	0.8	0.14	0.23829787234042554	200	0.995625	0.1111111111111111	706	balanced
scmapcluster	T.CELL	0.0	0.0	0.0	200	1.0	0.1111111111111111	706	balanced
NMC	T.CELL	0.30310880829015546	0.585	0.39931740614334477	200	0.831875	0.1111111111111111	706	balanced
LDArej	T.CELL	0.363265306122449	0.445	0.4	200	0.9025	0.1111111111111111	706	balanced
Cell_BLAST	T.CELL	1.0	0.015	0.02955665024630542	200	1.0	0.1111111111111111	706	balanced
CaSTLe	T.CELL	0.7514450867052023	0.65	0.6970509383378015	200	0.973125	0.1111111111111111	706	balanced
scmapcell	T.CELL	0.6	0.03	0.05714285714285714	200	0.9975	0.1111111111111111	706	balanced
scPred	T.CELL	0.5909090909090909	0.065	0.11711711711711711	200	0.994375	0.1111111111111111	706	balanced
scPred	B.CELL	0.9794871794871794	0.955	0.9670886075949366	200	0.9975	0.1111111111111111	818	balanced
