method	class	precision	recall	f1_score	support	specificity	cellprop	sorting	dataset
LDA	NK	0.9259259259259259	0.5	0.6493506493506493	50	0.995	0.1111111111111111	92	balanced
ACTINN	NK	0.8571428571428571	0.84	0.8484848484848485	50	0.9825	0.1111111111111111	92	balanced
singleR	NK	0.9512195121951219	0.78	0.8571428571428571	50	0.995	0.1111111111111111	92	balanced
RF	NK	0.84	0.84	0.8399999999999999	50	0.98	0.1111111111111111	92	balanced
NMC	NK	0.3956043956043956	0.72	0.5106382978723404	50	0.8625	0.1111111111111111	92	balanced
LDArej	NK	0.95	0.38	0.5428571428571428	50	0.9975	0.1111111111111111	92	balanced
scPred	NK	0.9534883720930233	0.82	0.8817204301075269	50	0.995	0.1111111111111111	92	balanced
kNN9	NK	0.6428571428571429	0.54	0.5869565217391305	50	0.9625	0.1111111111111111	92	balanced
Cell_BLAST	NK	0.0	0.0	0.0	50	1.0	0.1111111111111111	92	balanced
scmapcell	NK	0.0	0.0	0.0	50	1.0	0.1111111111111111	92	balanced
CaSTLe	NK	0.8823529411764706	0.9	0.8910891089108911	50	0.985	0.1111111111111111	92	balanced
CHETAH	NK	0.8958333333333334	0.86	0.8775510204081632	50	0.9875	0.1111111111111111	92	balanced
scVI	NK	0.9333333333333333	0.84	0.8842105263157894	50	0.9925	0.1111111111111111	92	balanced
SingleCellNet	NK	0.8545454545454545	0.94	0.8952380952380952	50	0.98	0.1111111111111111	92	balanced
scmapcluster	NK	1.0	0.12	0.21428571428571425	50	1.0	0.1111111111111111	92	balanced
LAmbDA	NK	0.8	0.48	0.6	50	0.985	0.1111111111111111	92	balanced
scID	NK	0.39473684210526316	0.3	0.34090909090909094	50	0.9425	0.1111111111111111	92	balanced
SVM	NK	0.8431372549019608	0.86	0.8514851485148515	50	0.98	0.1111111111111111	92	balanced
SVMrej	NK	1.0	0.46	0.6301369863013699	50	1.0	0.1111111111111111	92	balanced
CaSTLe	ENDO.	0.9148936170212766	0.86	0.8865979381443299	50	0.99	0.1111111111111111	104	balanced
NMC	ENDO.	0.9761904761904762	0.82	0.8913043478260869	50	0.9975	0.1111111111111111	104	balanced
LDArej	ENDO.	0.9512195121951219	0.78	0.8571428571428571	50	0.995	0.1111111111111111	104	balanced
singleR	ENDO.	0.9545454545454546	0.84	0.8936170212765958	50	0.995	0.1111111111111111	104	balanced
SingleCellNet	ENDO.	0.9565217391304348	0.88	0.9166666666666666	50	0.995	0.1111111111111111	104	balanced
LDA	ENDO.	0.9534883720930233	0.82	0.8817204301075269	50	0.995	0.1111111111111111	104	balanced
SVM	ENDO.	0.9565217391304348	0.88	0.9166666666666666	50	0.995	0.1111111111111111	104	balanced
scmapcluster	ENDO.	0.8888888888888888	0.8	0.8421052631578948	50	0.9875	0.1111111111111111	104	balanced
ACTINN	ENDO.	0.9347826086956522	0.86	0.8958333333333334	50	0.9925	0.1111111111111111	104	balanced
scID	ENDO.	0.9375	0.3	0.45454545454545453	50	0.9975	0.1111111111111111	104	balanced
SVMrej	ENDO.	0.9736842105263158	0.74	0.8409090909090909	50	0.9975	0.1111111111111111	104	balanced
scmapcell	ENDO.	1.0	0.48	0.6486486486486487	50	1.0	0.1111111111111111	104	balanced
scVI	ENDO.	0.9565217391304348	0.88	0.9166666666666666	50	0.995	0.1111111111111111	104	balanced
kNN9	ENDO.	0.8461538461538461	0.66	0.7415730337078651	50	0.985	0.1111111111111111	104	balanced
scPred	ENDO.	0.9767441860465116	0.84	0.9032258064516129	50	0.9975	0.1111111111111111	104	balanced
