method	class	precision	recall	f1_score	support	specificity	Cell Labels	category
cibersort	BCELL	0.0	0.0	0.0	17	1.0	BCELL	Immune
cibersort	EPITHELIAL	0.8217522658610272	1.0	0.902155887230514	272	0.3218390804597701	EPITHELIAL	Tumour
cibersort	FIBROBLAST	0.0	0.0	0.0	17	1.0	FIBROBLAST	Fibroblast
cibersort	MACROPHAGE	0.0	0.0	0.0	19	1.0	MACROPHAGE	Immune
cibersort	TCELL	0.9285714285714286	0.7647058823529411	0.8387096774193549	34	0.9938461538461538	TCELL	Immune
cibersort	macro avg	0.35006473888649114	0.3529411764705882	0.34817311292997377	359	0.0		
cibersort	weighted avg	0.7105516570630306	0.8300835654596099	0.7629596945931975	359	0.0		
gsea	BCELL	0.0	0.0	0.0	17	1.0	BCELL	Immune
gsea	EPITHELIAL	0.8217522658610272	1.0	0.902155887230514	272	0.3218390804597701	EPITHELIAL	Tumour
gsea	FIBROBLAST	0.0	0.0	0.0	17	1.0	FIBROBLAST	Fibroblast
gsea	MACROPHAGE	0.0	0.0	0.0	19	1.0	MACROPHAGE	Immune
gsea	TCELL	0.9285714285714286	0.7647058823529411	0.8387096774193549	34	0.9938461538461538	TCELL	Immune
gsea	macro avg	0.35006473888649114	0.3529411764705882	0.34817311292997377	359	0.0		
gsea	weighted avg	0.7105516570630306	0.8300835654596099	0.7629596945931975	359	0.0		
gsva	BCELL	0.07801418439716312	0.6470588235294118	0.13924050632911392	17	0.6198830409356725	BCELL	Immune
gsva	EPITHELIAL	0.976	0.4485294117647059	0.6146095717884131	272	0.9655172413793104	EPITHELIAL	Tumour
gsva	FIBROBLAST	0.21311475409836064	0.7647058823529411	0.3333333333333333	17	0.8596491228070176	FIBROBLAST	Fibroblast
gsva	MACROPHAGE	0.03125	0.05263157894736842	0.0392156862745098	19	0.9088235294117648	MACROPHAGE	Immune
gsva	TCELL	0.0	0.0	0.0	34	1.0	TCELL	Immune
gsva	macro avg	0.2596757876991048	0.38258513931888544	0.22527981954507406	359	0.0		
gsva	weighted avg	0.7549162728535486	0.4094707520891365	0.4901188212811299	359	0.0		
metaneighbor	BCELL	0.07964601769911504	0.5294117647058824	0.13846153846153844	17	0.6959064327485379	BCELL	Immune
metaneighbor	EPITHELIAL	1.0	0.15441176470588236	0.26751592356687903	272	1.0	EPITHELIAL	Tumour
metaneighbor	FIBROBLAST	0.21311475409836064	0.7647058823529411	0.3333333333333333	17	0.8596491228070176	FIBROBLAST	Fibroblast
metaneighbor	MACROPHAGE	0.03125	0.05263157894736842	0.0392156862745098	19	0.9088235294117648	MACROPHAGE	Immune
metaneighbor	TCELL	0.23423423423423426	0.7647058823529411	0.3586206896551724	34	0.7384615384615385	TCELL	Immune
metaneighbor	macro avg	0.311649001206342	0.4531733746130031	0.2274294342582866	359	0.0		
metaneighbor	weighted avg	0.7953611339401703	0.25348189415041783	0.2610669791593189	359	0.0		
ora	BCELL	0.0	0.0	0.0	17	0.9473684210526316	BCELL	Immune
ora	EPITHELIAL	0.8690095846645367	1.0	0.92991452991453	272	0.5287356321839081	EPITHELIAL	Tumour
ora	FIBROBLAST	0.0	0.0	0.0	17	1.0	FIBROBLAST	Fibroblast
ora	MACROPHAGE	0.0	0.0	0.0	19	1.0	MACROPHAGE	Immune
ora	TCELL	0.9285714285714286	0.7647058823529411	0.8387096774193549	34	0.9938461538461538	TCELL	Immune
ora	macro avg	0.3595162026471931	0.3529411764705882	0.35372484146677696	359	0.0		
ora	weighted avg	0.7463566451258568	0.8300835654596099	0.7839913124484964	359	0.0		
adobo	BCELL	0.0	0.0	0.0	17	1.0	BCELL	Immune
adobo	EPITHELIAL	0.8588235294117647	0.2683823529411765	0.4089635854341736	272	0.8620689655172413	EPITHELIAL	Tumour
adobo	FIBROBLAST	0.0	0.0	0.0	17	1.0	FIBROBLAST	Fibroblast
adobo	MACROPHAGE	0.0	0.0	0.0	19	1.0	MACROPHAGE	Immune
adobo	TCELL	0.9285714285714286	0.7647058823529411	0.8387096774193549	34	0.9938461538461538	TCELL	Immune
adobo	Unknown	0.0	0.0	0.0	0	0.3147632311977716		
adobo	macro avg	0.29789915966386554	0.17218137254901958	0.2079455438089214	359	0.0		
adobo	weighted avg	0.7386390768006367	0.2757660167130919	0.3892875327864994	359	0.0		
sccatch	BCELL	0.0	0.0	0.0	17	1.0	BCELL	Immune
sccatch	EPITHELIAL	0.0	0.0	0.0	272	1.0	EPITHELIAL	Tumour
sccatch	FIBROBLAST	0.0	0.0	0.0	17	1.0	FIBROBLAST	Fibroblast
sccatch	MACROPHAGE	0.9444444444444444	0.8947368421052632	0.9189189189189191	19	0.9970588235294118	MACROPHAGE	Immune
sccatch	TCELL	0.9285714285714286	0.7647058823529411	0.8387096774193549	34	0.9938461538461538	TCELL	Immune
sccatch	Unknown	0.0	0.0	0.0	0	0.12813370473537605		
sccatch	macro avg	0.3121693121693121	0.27657378740970073	0.2929380993897123	359	0.0		
sccatch	weighted avg	0.13792722288544015	0.11977715877437325	0.12806570610506274	359	0.0		
SVM	BCELL	1.0	0.5294117647058824	0.6923076923076924	17	1.0	BCELL	Immune
SVM	EPITHELIAL	0.9283276450511946	1.0	0.9628318584070796	272	0.7586206896551724	EPITHELIAL	Tumour
SVM	FIBROBLAST	1.0	0.8235294117647058	0.9032258064516128	17	1.0	FIBROBLAST	Fibroblast
SVM	MACROPHAGE	0.9375	0.7894736842105263	0.8571428571428572	19	0.9970588235294118	MACROPHAGE	Immune
SVM	TCELL	0.9629629629629628	0.7647058823529411	0.8524590163934426	34	0.9969230769230768	TCELL	Immune
SVM	macro avg	0.9657581216028316	0.7814241486068111	0.853593446140537	359	0.0		
SVM	weighted avg	0.9388812261689852	0.9359331476323121	0.9311522445925492	359	0.0		
SVMrej	BCELL	1.0	0.29411764705882354	0.4545454545454545	17	1.0	BCELL	Immune
SVMrej	EPITHELIAL	0.9923954372623576	0.9595588235294118	0.9757009345794392	272	0.9770114942528736	EPITHELIAL	Tumour
SVMrej	FIBROBLAST	1.0	0.4117647058823529	0.5833333333333334	17	1.0	FIBROBLAST	Fibroblast
SVMrej	MACROPHAGE	1.0	0.4736842105263158	0.6428571428571429	19	1.0	MACROPHAGE	Immune
SVMrej	TCELL	0.9523809523809524	0.5882352941176471	0.7272727272727274	34	0.9969230769230768	TCELL	Immune
SVMrej	UNLABELED	0.0	0.0	0.0	0	0.8495821727019499		
SVMrej	macro avg	0.824129398273885	0.4545601135190919	0.5639515987646829	359	0.0		
SVMrej	weighted avg	0.9897284437780324	0.841225626740947	0.8912984736521041	359	0.0		
RF	BCELL	1.0	0.05882352941176471	0.1111111111111111	17	1.0	BCELL	Immune
RF	EPITHELIAL	0.8634920634920635	1.0	0.9267461669505964	272	0.5057471264367817	EPITHELIAL	Tumour
RF	FIBROBLAST	1.0	0.4705882352941176	0.6399999999999999	17	1.0	FIBROBLAST	Fibroblast
RF	MACROPHAGE	1.0	0.42105263157894735	0.5925925925925926	19	1.0	MACROPHAGE	Immune
RF	TCELL	0.8888888888888888	0.7058823529411765	0.7868852459016393	34	0.9907692307692308	TCELL	Immune
RF	macro avg	0.9504761904761904	0.5312693498452012	0.6114670233111879	359	0.0		
RF	weighted avg	0.8860503161338816	0.8718662952646241	0.8436133813909921	359	0.0		
LDA	BCELL	0.0	0.0	0.0	17	0.9883040935672516	BCELL	Immune
LDA	EPITHELIAL	0.8360128617363344	0.9558823529411764	0.8919382504288165	272	0.4137931034482759	EPITHELIAL	Tumour
LDA	FIBROBLAST	0.7	0.4117647058823529	0.5185185185185185	17	0.9912280701754386	FIBROBLAST	Fibroblast
LDA	MACROPHAGE	0.4545454545454545	0.2631578947368421	0.3333333333333333	19	0.9823529411764704	MACROPHAGE	Immune
