method	class	precision	recall	f1_score	support	specificity	Cell Labels	category
cibersort	ALVEOLAR_CELL	0.0	0.0	0.0	1335.0	1.0	ALVEOLAR_CELL	Epithelial
cibersort	BASAL_CELLS	0.0	0.0	0.0	68.0	1.0	BASAL_CELLS	Epithelial
cibersort	B_CELLS	0.9952343129467832	0.6164821648216482	0.7613550053167248	4065.0	0.9997484804024314	B_CELLS	Immune
cibersort	CANCER_CELLS	0.6405538694992413	0.4548760775862069	0.5319785759294265	7424.0	0.957272665779802	CANCER_CELLS	Tumour
cibersort	DENDRITIC_CELLS	0.0	0.0	0.0	586.0	1.0	DENDRITIC_CELLS	Immune
cibersort	ENDOTHELIAL_CELL	0.1927618069815195	0.9966821499668216	0.3230454887622325	1507.0	0.8748706930850642	ENDOTHELIAL_CELL	Endothelial
cibersort	EPITHELIAL_CELLS	0.0	0.0	0.0	381.0	1.0	EPITHELIAL_CELLS	Epithelial
cibersort	ERYTHROBLASTS	0.0	0.0	0.0	8.0	1.0	ERYTHROBLASTS	Immune
cibersort	FIBROBLASTS	0.98111935266352	0.9965753424657534	0.9887869520897044	1460.0	0.9994435059127496	FIBROBLASTS	Fibroblast
cibersort	GRANULOCYTES	0.0	0.0	0.0	477.0	1.0	GRANULOCYTES	Immune
cibersort	LANGERHANS_CELLS	0.0	0.0	0.0	714.0	1.0	LANGERHANS_CELLS	Immune
cibersort	LYMPHATIC_EC	0.0	0.0	0.0	85.0	1.0	LYMPHATIC_EC	Endothelial
cibersort	MACROPHAGES	0.24027706977720475	0.998255886383456	0.3873259860788863	8027.0	0.4208649538264607	MACROPHAGES	Immune
cibersort	MAST_CELLS	0.9967105263157896	0.9885807504078304	0.9926289926289928	613.0	0.9999609084867676	MAST_CELLS	Immune
cibersort	NATURAL_KILLER_CELLS	0.0	0.0	0.0	1741.0	1.0	NATURAL_KILLER_CELLS	Immune
cibersort	SECRETORY_CLUB_CELLS	0.0	0.0	0.0	135.0	1.0	SECRETORY_CLUB_CELLS	Epithelial
