CLASS	ColumnHeader	EnrichmentScore	p.Val	FDR	PassCutoff_p0.05_fdr0.1
ACINAR_CELL	clust1	-0.434016970733514	0.285988480199455	0.284482195243483	0
B_CELL	clust1	-0.434731938536642	0.285439226133124	0.284482195243483	0
DUCTAL_CELL_TYPE_1	clust1	-0.429610983858904	0.289384294192157	0.284482195243483	0
DUCTAL_CELL_TYPE_2	clust1	-0.492818392393893	0.24257614569856	0.284482195243483	0
ENDOCRINE_CELL	clust1	-0.177007610363018	0.493726382059091	0.397674553461245	0
ENDOTHELIAL_CELL	clust1	-0.190608878626338	0.494010488631283	0.397678097066139	0
FIBROBLAST	clust1	0.450411399571153	0.075820346182668	0.284482195243483	0
MACROPHAGE	clust1	-0.44615279569233	0.276734283801067	0.284482195243483	0
STELLATE_CELL	clust1	0.780491703156752	0.0146369982453376	0.0739417848151626	1
T_CELL	clust1	-0.465613641296607	0.262207640347271	0.284482195243483	0
ACINAR_CELL	clust2	-0.27934688340009	0.376658639249595	0.44734150164532	0
B_CELL	clust2	0.139193720003248	0.227164231158163	0.36281015040372	0
DUCTAL_CELL_TYPE_1	clust2	-0.434981563167771	0.239052147509548	0.36281015040372	0
DUCTAL_CELL_TYPE_2	clust2	-0.292085682685335	0.364443524993994	0.404951736022534	0
ENDOCRINE_CELL	clust2	-0.306221896333584	0.351048274807871	0.367786518836123	0
ENDOTHELIAL_CELL	clust2	-0.388832682286477	0.276857139417121	0.36281015040372	0
FIBROBLAST	clust2	-0.378018449708091	0.286121539305017	0.36281015040372	0
MACROPHAGE	clust2	0.783316768970243	0.00857776177752975	0.11530976169357	0
STELLATE_CELL	clust2	-0.504021936044132	0.188181520294231	0.36281015040372	0
T_CELL	clust2	0.10551277113611	0.253755734183786	0.36281015040372	0
ACINAR_CELL	clust3	-0.377720957457946	0.333017050386046	0.596354195128851	0
B_CELL	clust3	-0.424090933734394	0.292135391600941	0.596354195128851	0
DUCTAL_CELL_TYPE_1	clust3	-0.524764132791344	0.212421494345358	0.596354195128851	0
DUCTAL_CELL_TYPE_2	clust3	-0.402261915125922	0.311092333239957	0.596354195128851	0
ENDOCRINE_CELL	clust3	-0.379467601488344	0.331436436594856	0.596354195128851	0
ENDOTHELIAL_CELL	clust3	0.842059901152721	0.00455032579817954	0.0284605220940086	1
FIBROBLAST	clust3	-0.108218937687291	0.405151345177905	0.596354195128851	0
MACROPHAGE	clust3	-0.318157114511679	0.388528340580867	0.596354195128851	0
STELLATE_CELL	clust3	0.0230499683575669	0.285297930327411	0.596354195128851	0
T_CELL	clust3	-0.375793656162077	0.334764597069	0.596354195128851	0
ACINAR_CELL	clust4	-0.117398392385609	0.381227864801271	0.47614608689276	0
B_CELL	clust4	-0.406606619409374	0.323758009212395	0.47614608689276	0
DUCTAL_CELL_TYPE_1	clust4	0.0177799665578185	0.255512742923891	0.47614608689276	0
DUCTAL_CELL_TYPE_2	clust4	0.723733594802582	0.00601767140041891	0.102402734731661	0
ENDOCRINE_CELL	clust4	-0.251032014084729	0.480591108337485	0.878392608418924	0
ENDOTHELIAL_CELL	clust4	-0.420686307587267	0.310586155313854	0.47614608689276	0
FIBROBLAST	clust4	-0.517928888795458	0.226762053793058	0.47614608689276	0
MACROPHAGE	clust4	-0.351992568002219	0.376837670374794	0.47614608689276	0
STELLATE_CELL	clust4	-0.56907814398567	0.188382410648045	0.47614608689276	0
T_CELL	clust4	-0.431774565472841	0.300380035324002	0.47614608689276	0
ACINAR_CELL	clust5	0.0940944484623927	0.20776674412232	0.265930342778453	0
B_CELL	clust5	-0.487106362093948	0.288774494949972	0.265930342778453	0
DUCTAL_CELL_TYPE_1	clust5	0.719529925556788	0.0110189047176837	0.11460161461237	0
DUCTAL_CELL_TYPE_2	clust5	-0.161285181453806	0.416168373571526	1	0
ENDOCRINE_CELL	clust5	0.0111851379342754	0.268091340337102	0.265930342778453	0
ENDOTHELIAL_CELL	clust5	-0.492042069826853	0.284809497075618	0.265930342778453	0
FIBROBLAST	clust5	-0.505768231029511	0.273921546906106	0.265930342778453	0
MACROPHAGE	clust5	-0.610917748195064	0.197923117776864	0.265930342778453	0
STELLATE_CELL	clust5	-0.488520489737415	0.287635831859515	0.265930342778453	0
T_CELL	clust5	-0.589386786750439	0.212357672158921	0.265930342778453	0
ACINAR_CELL	clust6	-0.0529124636840939	0.339525079250577	0.378324745156188	0
B_CELL	clust6	-0.468604394611766	0.256093763563278	0.32740431990103	0
DUCTAL_CELL_TYPE_1	clust6	0.0489262044780009	0.249616419451082	0.32740431990103	0
DUCTAL_CELL_TYPE_2	clust6	0.751967570321484	0.00649616659051043	0.109400250562775	0
ENDOCRINE_CELL	clust6	-0.272659821016249	0.439810677967712	0.660567872460698	0
ENDOTHELIAL_CELL	clust6	-0.322046865471271	0.39032314696347	0.478856336009467	0
FIBROBLAST	clust6	-0.473091678563423	0.252393418880198	0.32740431990103	0
MACROPHAGE	clust6	-0.339193650658569	0.373506713472297	0.439138915072821	0
STELLATE_CELL	clust6	-0.509896470721929	0.223136841639101	0.32740431990103	0
T_CELL	clust6	-0.500267687747949	0.230598885636914	0.32740431990103	0
ACINAR_CELL	clust7	0.0997461743921362	0.223259363430771	0.380538012509166	0
B_CELL	clust7	-0.499020956815022	0.187491411545243	0.380538012509166	0
DUCTAL_CELL_TYPE_1	clust7	-0.311781018333041	0.355056024854402	0.47912945479356	0
DUCTAL_CELL_TYPE_2	clust7	-0.478914002989638	0.202754180412086	0.380538012509166	0
ENDOCRINE_CELL	clust7	-0.141133658618734	0.46093130019013	0.820906020464864	0
ENDOTHELIAL_CELL	clust7	0.68515173259567	0.00882554257289773	0.162486182683293	0
FIBROBLAST	clust7	-0.259038042677818	0.410404791828446	0.61062026460759	0
MACROPHAGE	clust7	-0.39424764040144	0.274674208248958	0.380538012509166	0
STELLATE_CELL	clust7	-0.0187671401781654	0.331794406444799	0.440540518696975	0
T_CELL	clust7	-0.449625236013809	0.226268646413002	0.380538012509166	0
ACINAR_CELL	clust8	-0.11974958600975	0.485353487711101	0.964231779903209	0
B_CELL	clust8	-0.523082615200049	0.196527232596588	0.557177049566602	0
DUCTAL_CELL_TYPE_1	clust8	-0.35342897265123	0.315830842040787	0.585572219143541	0
DUCTAL_CELL_TYPE_2	clust8	-0.527390055125733	0.193902534114617	0.557177049566602	0
ENDOCRINE_CELL	clust8	0.00475436268158087	0.37763252486246	0.68023319810041	0
ENDOTHELIAL_CELL	clust8	-0.156852762395515	0.481963777427701	0.951165072294234	0
FIBROBLAST	clust8	0.765500330382565	0.0231904797793237	0.375241579400052	0
MACROPHAGE	clust8	-0.405930726423023	0.275806041516433	0.557177049566602	0
STELLATE_CELL	clust8	0.506988643637605	0.0776651394471759	0.557177049566602	0
T_CELL	clust8	-0.554568810204966	0.177838844519295	0.557177049566602	0
ACINAR_CELL	clust9	0.467281251367141	0.0816706743711099	0.634123751192145	0
B_CELL	clust9	-0.440120940284712	0.300075738639273	0.634123751192145	0
DUCTAL_CELL_TYPE_1	clust9	0.743037364489385	0.0240306515877939	0.239120370053821	0
DUCTAL_CELL_TYPE_2	clust9	-0.120878256679447	0.440127636257213	1	0
ENDOCRINE_CELL	clust9	0.067181858273769	0.291785933411833	0.634123751192145	0
ENDOTHELIAL_CELL	clust9	-0.50615351771449	0.253420342399068	0.634123751192145	0
FIBROBLAST	clust9	-0.507537347248498	0.252484998720736	0.634123751192145	0
MACROPHAGE	clust9	-0.596203769053524	0.19652008410307	0.634123751192145	0
STELLATE_CELL	clust9	-0.479418230249294	0.271842201995129	0.634123751192145	0
T_CELL	clust9	-0.548633905405678	0.225556176357442	0.634123751192145	0
ACINAR_CELL	clust10	-0.315894073412074	0.310193007211553	0.398180814398047	0
B_CELL	clust10	0.577815254768304	0.0576057003605115	0.398180814398047	0
DUCTAL_CELL_TYPE_1	clust10	-0.428202664328617	0.224976332447804	0.398180814398047	0
DUCTAL_CELL_TYPE_2	clust10	-0.360368472313495	0.27480678789536	0.398180814398047	0
ENDOCRINE_CELL	clust10	-0.100637328496106	0.498646748394921	1	0
ENDOTHELIAL_CELL	clust10	-0.405245204254425	0.241243766488482	0.398180814398047	0
FIBROBLAST	clust10	-0.378016345941582	0.261338306575885	0.398180814398047	0
MACROPHAGE	clust10	0.0416140269041147	0.369585060597847	0.690122943881275	0
STELLATE_CELL	clust10	-0.398174799673592	0.246379579562975	0.398180814398047	0
T_CELL	clust10	0.746094649374203	0.0247038795200017	0.19963611185853	0
ACINAR_CELL	clust11	0.53143631715771	0.113027288338266	0.44046598022197	0
B_CELL	clust11	-0.293082026743447	0.323116892110429	0.514563067155622	0
DUCTAL_CELL_TYPE_1	clust11	0.785478249245625	0.0422637468231449	0.44046598022197	0
DUCTAL_CELL_TYPE_2	clust11	0.434109394107803	0.155409417825894	0.44046598022197	0
ENDOCRINE_CELL	clust11	0.150632846572548	0.330154179540078	0.548429102763772	0
ENDOTHELIAL_CELL	clust11	-0.479065820307541	0.201689082811355	0.44046598022197	0
FIBROBLAST	clust11	-0.471318388663235	0.206132208563244	0.44046598022197	0
MACROPHAGE	clust11	-0.449713133953829	0.218825399385474	0.44046598022197	0
STELLATE_CELL	clust11	-0.499771188640723	0.190099426693509	0.44046598022197	0
T_CELL	clust11	-0.372769894191162	0.267509661140726	0.44046598022197	0
ACINAR_CELL	clust12	-0.361049072283133	0.29729724851685	0.8065157184755	0
B_CELL	clust12	-0.454167230808406	0.223478590367022	0.8065157184755	0
