CLASS	ColumnHeader	EnrichmentScore	p.Val	FDR	PassCutoff_p0.05_fdr0.1
EPITHELIAL	clust1	-0.307735523037678	0.191706221190608	0.378884172782655	0
TCELL	clust1	-0.447939465052164	0.116350787235492	0.311756363374662	0
FIBROBLAST	clust1	0.246111820106281	0.344729260710051	0.65394479280911	0
MACROPHAGE	clust1	0.274911052717328	0.320718229216111	0.592086419802473	0
BCELL	clust1	0.594738137920211	0.115113712147898	0.31137811442571	0
EPITHELIAL	clust2	0.717541452524365	0.0377321795488307	0.196483719184295	0
TCELL	clust2	-0.677170298365143	0.3616278689144	0.316932243095282	0
FIBROBLAST	clust2	-0.664984535243337	0.368629381077334	0.316932243095282	0
MACROPHAGE	clust2	-0.754763657899662	0.318210663551749	0.316932243095282	0
BCELL	clust2	-0.848073147202373	0.269169442640673	0.316932243095282	0
EPITHELIAL	clust3	0.0556963791539895	0.364490003533985	0.441609618802518	0
TCELL	clust3	-0.572417335647605	0.277653753829855	0.184280137539351	0
FIBROBLAST	clust3	0.903660808465902	0.0536427103510328	0.136671290315822	0
MACROPHAGE	clust3	-0.664232408542018	0.233707510833568	0.184280137539351	0
BCELL	clust3	-0.606398835043828	0.260930032584427	0.184280137539351	0
EPITHELIAL	clust4	0.752494128043538	0.0369970390543041	0.0805724471585412	1
TCELL	clust4	-0.659864937287342	0.344517617581435	0.160309615314073	0
FIBROBLAST	clust4	-0.743587358433494	0.298126828830702	0.160309615314073	0
MACROPHAGE	clust4	-0.682812827011218	0.331528709500756	0.160309615314073	0
BCELL	clust4	-0.673317520114845	0.336879780382554	0.160309615314073	0
EPITHELIAL	clust5	0.179242735731675	0.461708743309854	1	0
TCELL	clust5	-0.1894010104329	0.223730134373839	0.512095366324989	0
FIBROBLAST	clust5	-0.373559202866761	0.117580514427549	0.375996700476606	0
MACROPHAGE	clust5	0.700974350626742	0.0955553502641238	0.359757001791561	0
BCELL	clust5	0.371909371833303	0.293429083174057	0.634461764615591	0
EPITHELIAL	clust6	-0.873561079974852	0.0441855078464687	0.439992923197666	0
TCELL	clust6	0.494710861753494	0.293363129198908	0.661356688146554	0
FIBROBLAST	clust6	0.244245613881178	0.447432572686339	0.83076847991742	0
MACROPHAGE	clust6	0.259625272700329	0.437459063978403	0.81337538402288	0
BCELL	clust6	0.693967722431389	0.191903695220441	0.623533867290233	0
EPITHELIAL	clust7	-0.74216878677237	0.0612551974072897	0.449427378929626	0
TCELL	clust7	0.163762582878473	0.345947066008198	0.906242758684086	0
FIBROBLAST	clust7	0.541680794502403	0.113941610603126	0.580342529097151	0
MACROPHAGE	clust7	-0.0506681075043625	0.474863761686678	1	0
BCELL	clust7	-0.0187817172806282	0.497903444288228	1	0
