A1CF	4.04495525
A2M	4.635606653
A4GALT	4.286678053
A4GNT	4.084998662
AAAS	8.147103635
AACS	8.896614906
AADAC	4.759047113
AAGAB	7.859774418
AAK1	4.797589556
AAMP	8.869454235
AANAT	3.868917902
AARS	10.33903796
AARSD1	4.669825457
AASDHPPT	10.05836978
AASS	5.38117323
AATF	10.70392885
AATK	5.630904202
ABAT	5.663826405
ABCA1	7.374846873
ABCA12	4.147088002
ABCA2	5.271816322
ABCA3	5.936567764
ABCA4	5.07294327
ABCA5	6.232579212
ABCA6	4.063806083
ABCA7	5.455505963
ABCA8	4.14437923
ABCB1	4.860544875
ABCB11	3.548787143
ABCB4	4.773419883
ABCB6	7.4036176
ABCB7	9.324515944
ABCB8	5.09629217
ABCB9	5.199816779
ABCC1	8.674437251
ABCC10	8.050069692
ABCC2	5.306537371
ABCC3	6.991301381
ABCC4	7.403684081
ABCC5	7.643494986
ABCC6	3.869361146
ABCC8	4.728381048
ABCC9	3.967094342
ABCD1	5.547138582
ABCD2	3.389484899
ABCD3	9.41920594
ABCD4	5.846306546
ABCE1	10.06708068
ABCF1	10.1174143
ABCF2	7.437720596
ABCF3	7.54170614
ABCG1	5.092564926
ABCG2	6.13980036
ABCG4	4.383615596
ABCG5	3.898873773
ABHD10	8.665754345
ABHD11	6.663152641
ABHD14A	7.390371601
ABHD2	7.3682286
ABHD3	9.856981579
ABHD4	7.23535264
ABHD5	6.680820925
ABHD6	6.270695005
ABHD8	5.322450244
ABI1	8.957220918
ABI2	8.686161584
ABL1	9.339975105
ABL2	7.101142696
ABLIM1	8.317536614
ABLIM3	6.040540668
ABO	3.876745453
ABP1	4.316696194
ABR	7.080140608
ABT1	8.317755442
ABTB2	5.055564157
ACAA1	8.614067278
ACAA2	5.694295123
ACACA	9.637470542
ACACB	5.000698146
ACAD10	5.374340373
ACAD8	7.817210159
ACADL	3.859739874
ACADM	10.65708726
ACADS	5.615865684
ACADSB	6.380125657
ACADVL	10.43151459
ACAN	4.593319067
ACAP1	4.712232083
ACAP2	8.099675181
ACAT1	9.15974063
ACAT2	10.25022735
ACBD3	10.05246
ACBD4	5.817885281
ACD	8.812836429
ACE	4.079412909
ACE2	4.194743282
ACHE	4.058110811
ACIN1	8.484852709
ACLY	10.2094136
ACN9	8.714403301
ACO1	8.911510812
ACO2	9.612441602
ACOT11	4.945654966
ACOT13	9.211715219
ACOT7	9.120311939
ACOT8	7.951616967
ACOT9	9.541537168
ACOX1	7.879755696
ACOX2	5.433175902
ACOX3	6.695174752
ACOXL	4.741957057
ACP1	10.632456
ACP2	8.145748144
ACP5	4.809131448
ACP6	8.699354756
ACPP	4.749996496
ACRV1	4.118528938
ACSBG1	3.849144815
ACSBG2	4.488894473
ACSF2	7.159945885
ACSL1	8.697183559
ACSL3	10.30124688
ACSL5	6.138663447
ACSL6	3.718316001
ACSM1	3.57891224
ACSM3	5.032515153
ACSM5	3.935537944
ACSS3	5.089167805
ACTA1	4.126023937
ACTA2	7.884397344
ACTB	12.95611531
ACTC1	4.891073558
ACTG1	13.84796513
ACTG2	4.915149944
ACTL6A	10.41228783
ACTL6B	4.49354405
ACTL7A	4.427812473
ACTL7B	4.012596395
ACTL8	5.18783653
ACTN1	10.77869624
ACTN2	4.469542881
ACTN3	4.14449691
ACTN4	7.0446408
ACTR10	11.41498685
ACTR1A	8.624790547
ACTR1B	8.355735365
ACTR2	10.87382954
ACTR3	11.76669004
ACTR3B	7.086413408
ACTR5	6.955189012
ACTR6	9.803801034
ACTR8	6.87355806
ACVR1	8.857875502
ACVR1B	5.61086204
ACVR2A	7.555883938
ACVR2B	6.353892232
ACVRL1	4.283920234
ACYP1	9.261707747
ACYP2	7.673463654
ADA	7.521616008
ADAM10	8.018340799
ADAM11	4.588541518
ADAM12	5.094451299
ADAM15	7.257149683
ADAM17	7.232834339
ADAM18	3.686033422
ADAM19	6.576189032
ADAM2	3.706045487
ADAM20	4.357097634
ADAM21	4.377415319
ADAM22	4.362568227
ADAM23	6.122365592
ADAM28	4.239103655
ADAM29	3.799242174
ADAM30	3.684608525
ADAM3A	3.409780869
ADAM5P	4.04083211
ADAM7	3.513146718
ADAM8	4.822249004
ADAM9	10.10376363
ADAMDEC1	3.810801047
ADAMTS1	6.62651966
ADAMTS12	4.224781903
ADAMTS13	4.979938812
ADAMTS2	4.755503573
ADAMTS3	4.977368805
ADAMTS5	4.558354152
ADAMTS6	4.996233167
ADAMTS8	4.020970863
ADAMTSL2	4.02033278
ADAMTSL3	4.337741129
ADAP1	7.465700801
