CLASS	ColumnHeader	EnrichmentScore	p.Val	FDR	PassCutoff_p0.05_fdr0.1
ENDO.	clust1	-0.118807745581652	0.114795973226832	0.444061245113144	0
CAF	clust1	-0.413209443493826	0.0362670153152609	0.425294485036941	0
B.CELL	clust1	0.491543793437333	0.487725345353936	1	0
T.CD4	clust1	0.827556334013029	0.239125573587855	0.501378895954762	0
T.CD8	clust1	0.948580199539505	0.170183007719882	0.444061245113144	0
MACROPHAGE	clust1	0.454816677764449	0.482702419566216	1	0
NK	clust1	0.775494454406009	0.272916783892682	0.55505699315512	0
T.CELL	clust1	0.844431527160101	0.228684547415957	0.487606423076969	0
ENDO.	clust2	-0.300794238602378	0.120761716341926	0.315529219793386	0
CAF	clust2	-0.404777937094892	0.0819951296954189	0.308220220138715	0
B.CELL	clust2	0.222050479964632	0.4752664885412	1	0
T.CD4	clust2	0.85393402097009	0.10054984707494	0.308220220138715	0
T.CD8	clust2	0.650031080523789	0.198812615387555	0.403863014200356	0
MACROPHAGE	clust2	-0.0894568260894473	0.234882502892266	0.466546468128739	0
NK	clust2	0.453742705283323	0.333791076309873	0.722878444089292	0
T.CELL	clust2	0.625626496505113	0.213568962867346	0.427793843515664	0
ENDO.	clust3	-0.474965915106721	0.100531322175056	0.373157417688017	0
CAF	clust3	-0.32569073349099	0.170045273634239	0.482564935267491	0
B.CELL	clust3	0.78016309112891	0.0734898222887409	0.342184649818294	0
T.CD4	clust3	0.710435186715083	0.0970259548923731	0.368470692722483	0
T.CD8	clust3	-0.189539826787599	0.255276559301414	0.622190422774721	0
MACROPHAGE	clust3	0.019403459150908	0.419291257509337	0.935482625200015	0
NK	clust3	0.310365411674262	0.334004558194314	0.753583282592422	0
T.CELL	clust3	0.0746239714192611	0.466667193850356	1	0
ENDO.	clust4	-0.100916648902134	0.142341626690378	0.421209254289546	0
CAF	clust4	-0.0882357621814397	0.153075203613485	0.421209254289546	0
B.CELL	clust4	0.0214535528449068	0.267334726106454	0.46551685036875	0
T.CD4	clust4	0.629443355212644	0.0537251169670122	0.421209254289546	0
T.CD8	clust4	0.101907455522117	0.372319421141277	0.730808908301826	0
MACROPHAGE	clust4	0.0977398720682517	0.366549166998291	0.709412460727585	0
NK	clust4	0.39317548056261	0.228766016151178	0.421209254289546	0
T.CELL	clust4	0.470913913236904	0.151944011467966	0.421209254289546	0
ENDO.	clust5	0.063142187166924	0.132746495689326	0.463113854564009	0
CAF	clust5	-0.141346973571836	0.037363044148634	0.392945740672397	0
B.CELL	clust5	0.342889579832429	0.421216769965217	0.896181082913452	0
T.CD4	clust5	0.536166869167718	0.332435520139277	0.70604472642656	0
T.CD8	clust5	0.743661735307298	0.133140869645357	0.46343456086562	0
MACROPHAGE	clust5	0.422068010473961	0.476031401993832	1	0
NK	clust5	0.611772892924688	0.248120866770383	0.581388073663257	0
T.CELL	clust5	0.651106977001114	0.209248983219453	0.53576951102405	0
ENDO.	clust6	-0.0267911626229657	0.111494268239184	0.565613958834834	0
CAF	clust6	0.108640063860233	0.0298927276834281	0.380452582506634	0
B.CELL	clust6	-0.295286544412111	0.461250199982887	0.940428742698064	0
T.CD4	clust6	-0.39604436332638	0.277226092949732	0.565613958834834	0
T.CD8	clust6	-0.453696597595513	0.191152464647491	0.565613958834834	0
MACROPHAGE	clust6	-0.341487876775357	0.373075477946763	0.589152992469342	0
NK	clust6	-0.387951822258091	0.290666028984769	0.565613958834834	0
T.CELL	clust6	-0.410875515875405	0.253412430675405	0.565613958834834	0
ENDO.	clust7	0.211428103035131	0.382361684430883	0.932053337359734	0
CAF	clust7	-0.539043096881082	0.0135199887998565	0.226562996366441	0
B.CELL	clust7	0.464975862359413	0.364456526627179	0.932053337359734	0
T.CD4	clust7	0.559299354292483	0.278655715790878	0.932053337359734	0
T.CD8	clust7	0.518670221136032	0.314425023516273	0.932053337359734	0
MACROPHAGE	clust7	0.780337799846981	0.125095573217686	0.932053337359734	0
NK	clust7	0.322044493595429	0.493013414074503	0.932053337359734	0
T.CELL	clust7	0.313646842782251	0.4844831481303	0.932053337359734	0
ENDO.	clust8	0.026604135578797	0.159299213170112	0.177697222236801	0
CAF	clust8	0.0197783461211016	0.167287939932443	0.195614272569654	0
B.CELL	clust8	-0.169704763975233	0.473927806627545	0.999773198113321	0
T.CD4	clust8	-0.415038255663807	0.135823376955724	0.17253046608088	0
T.CD8	clust8	-0.440600764135131	0.111112744679023	0.17253046608088	0
MACROPHAGE	clust8	0.0429424307036459	0.141208534478616	0.17253046608088	0
NK	clust8	-0.123837447278486	0.388532080646839	0.960640834872524	0
T.CELL	clust8	-0.407991016057388	0.143251916695361	0.17253046608088	0
ENDO.	clust9	-0.184730023762128	0.0433209540754958	0.405358371502271	0
CAF	clust9	-0.384825730864802	0.419150495944168	0.851010125006359	0
B.CELL	clust9	-0.460980617324737	0.175194665639362	0.678192007839344	0
T.CD4	clust9	-0.340275713175177	0.411829647199562	0.841868925896278	0
T.CD8	clust9	-0.325573462948749	0.358030651236792	0.786431117040119	0
MACROPHAGE	clust9	-0.354825685401642	0.46676143249583	0.922006767619876	0
NK	clust9	-0.537618236633997	0.0476352927201895	0.422551787234365	0
T.CELL	clust9	-0.319412852096836	0.336234137698841	0.769000146050772	0
ENDO.	clust10	-0.392770599666165	0.388490854940847	0.508168799122595	0
CAF	clust10	0.393326356838538	0.00774066446127843	0.108926653469592	0
B.CELL	clust10	-0.36301116816117	0.428230054349528	0.508168799122595	0
T.CD4	clust10	-0.458784417355557	0.304905911134377	0.508168799122595	0
T.CD8	clust10	-0.340897012023428	0.458263518690129	0.508168799122595	0
MACROPHAGE	clust10	-0.458889367905378	0.304779479016804	0.508168799122595	0
NK	clust10	-0.351930990251393	0.443237375819823	0.508168799122595	0
T.CELL	clust10	-0.510476064154164	0.24567559009926	0.508168799122595	0
ENDO.	clust11	-0.4472254550894	0.0570109046136664	0.358915532550209	0
CAF	clust11	-0.368348355448922	0.0773326939765494	0.387161931681846	0
B.CELL	clust11	0.685898918374712	0.249243500283255	0.425912601092831	0
T.CD4	clust11	0.651947830534548	0.271182717610678	0.44396236117402	0
T.CD8	clust11	0.80378613456122	0.180960738901487	0.415305199214434	0
MACROPHAGE	clust11	0.190473590490213	0.378264799618175	0.670062980911418	0
NK	clust11	0.515296569048174	0.368049649373614	0.635221187553155	0
T.CELL	clust11	0.73707189506234	0.218045366695863	0.415305199214434	0
ENDO.	clust12	-0.294055830095657	0.420058518768629	0.866981655013431	0
CAF	clust12	-0.063256606990582	0.0688464381864485	0.349744149402059	0
B.CELL	clust12	-0.319895141153683	0.348075460667011	0.705625068978184	0
T.CD4	clust12	-0.433211149944473	0.111537947193958	0.405977263785866	0
T.CD8	clust12	-0.341903300076746	0.290710743600522	0.622982228154252	0
MACROPHAGE	clust12	-0.220754434541877	0.369271196497923	0.744737692124082	0
NK	clust12	-0.074504058059445	0.0804179856413762	0.362733915562087	0
T.CELL	clust12	-0.38395366717476	0.195301962880187	0.517273057541913	0
ENDO.	clust13	0.281361804056521	0.100925291367405	0.380950187646392	0
CAF	clust13	0.250551450403101	0.125987133727376	0.41226532987707	0
B.CELL	clust13	-0.113739301349075	0.344528726129945	0.690106144473134	0
T.CD4	clust13	-0.390077572244541	0.0578999449576671	0.346132893707352	0
T.CD8	clust13	-0.252749945178576	0.161096152310759	0.457548053378085	0
MACROPHAGE	clust13	0.103203317235787	0.301405438526336	0.624116321050199	0
NK	clust13	-0.086611407925475	0.387810711046508	0.778797553529301	0
T.CELL	clust13	0.0525763655892968	0.379973569480353	0.760568652895536	0
ENDO.	clust14	0.357260940870454	0.13568688634674	0.574659574414986	0
CAF	clust14	0.578836382079453	0.0325239355627927	0.366995443556322	0
B.CELL	clust14	-0.0879894225027051	0.345608514412033	0.733213746141361	0
T.CD4	clust14	-0.369213826311774	0.0896696587154214	0.509084413349116	0
T.CD8	clust14	-0.0542338193911457	0.388318510315209	0.78436943786041	0
MACROPHAGE	clust14	-0.0273569688232618	0.423348843348007	0.838365348965248	0
NK	clust14	-0.121628886393274	0.304916016860156	0.695885144588907	0
T.CELL	clust14	-0.0345401048996484	0.413914734680018	0.822591527743173	0
ENDO.	clust15	0.12922617778728	0.0563683133191139	0.360537676570603	0
CAF	clust15	0.0290281329923626	0.13278436991344	0.517569647310519	0
B.CELL	clust15	-0.16302573667009	0.4178850983076	0.966819163802186	0
T.CD4	clust15	-0.474085755690045	0.103812008673688	0.455153845522731	0
T.CD8	clust15	-0.211879708921481	0.490760197860833	1	0
MACROPHAGE	clust15	-0.289380776176129	0.348720987990099	0.875762498054128	0
NK	clust15	-0.463262839204114	0.113318292127861	0.475583054877185	0
T.CELL	clust15	-0.212377529161445	0.489823568282484	1	0
ENDO.	clust16	0.771861010445355	0.0228835342812293	0.409418626168242	0
CAF	clust16	0.314684356160204	0.206209156490991	0.53191122026146	0
B.CELL	clust16	-0.148531116798107	0.354275357283761	0.679053295819953	0
T.CD4	clust16	-0.0145767624244127	0.488560948035249	0.966044103320242	0
T.CD8	clust16	-0.391916091071969	0.158444610188735	0.519469155499257	0
MACROPHAGE	clust16	0.0240782113780359	0.471732709731383	0.916045956325603	0
NK	clust16	-0.209947833627264	0.297349165050543	0.606926909104591	0
T.CELL	clust16	-0.373221020192306	0.170370003692515	0.520109446008501	0
ENDO.	clust17	0.37905025340564	0.220929843243832	0.346075799124033	0
CAF	clust17	0.961423699914721	0.0211663200591121	0.271871646686438	0
B.CELL	clust17	0.0191128787066077	0.495843924112316	1	0
T.CD4	clust17	-0.232333134430225	0.289466020058115	0.443090208091523	0
T.CD8	clust17	-0.287797390636956	0.249819505938183	0.368645798827352	0
MACROPHAGE	clust17	0.102286988350165	0.432622021264406	0.83950797474623	0
NK	clust17	-0.37903123733548	0.191431738732835	0.346075799124033	0
T.CELL	clust17	-0.371323607364975	0.196015241868493	0.346075799124033	0
