Pvalue.All.mLog	ACINAR_CELL	B_CELL	DUCTAL_CELL_TYPE_1	DUCTAL_CELL_TYPE_2	ENDOCRINE_CELL	ENDOTHELIAL_CELL	FIBROBLAST	MACROPHAGE	STELLATE_CELL	T_CELL
clust1	0.908818717035454	29.9336062089226	0.332679438382517	0.00400802139753882	0.0130852395486555	0	29.9336062089226	0.0650719967437148	29.9336062089226	29.9336062089226
clust2	0.135819723142535	29.9336062089226	0.0345914447696191	0.157824085193567	0.00100050033358353	0	0	29.9336062089226	0	29.9336062089226
clust3	1.20731170559145	29.9336062089226	0.0387408283164306	0.0120725812342692	0.0758017134162818	29.9336062089226	0.0171461588349705	0.510825623765991	5.52146091786225	29.9336062089226
clust4	1.1239300966524	29.9336062089226	3.77226106305299	29.9336062089226	0.132389188045746	0	0	0.896488104577975	0	29.9336062089226
clust5	6.21460809842219	29.9336062089226	29.9336062089226	4.19970507787993	3.24419363285249	0	0	0.0439518875291828	0.0470916075338506	29.9336062089226
clust6	1.0106014113454	29.9336062089226	1.65548185093551	29.9336062089226	0.0534007767271153	0	0	0.25618340539241	0	29.9336062089226
clust7	29.9336062089226	29.9336062089226	0.0544561857960589	0.00803217169726427	0.0314906670913708	29.9336062089226	0.00803217169726427	0.470003629245736	4.50986000618377	29.9336062089226
clust8	1.25176346816228	29.9336062089226	0.162518929497775	0.00100050033358353	0.083381608939051	0	29.9336062089226	0.0888312137066157	29.9336062089226	29.9336062089226
clust9	29.9336062089226	29.9336062089226	29.9336062089226	4.13516655674236	1.93794197940614	0	0	0.0565703514883944	0.0294288106908122	29.9336062089226
clust10	1.03845836584836	29.9336062089226	0.00702461493696447	0.00501254182354429	0.119910296672558	0	0	3.05760767727208	0.00100050033358353	29.9336062089226
clust11	6.21460809842219	29.9336062089226	29.9336062089226	29.9336062089226	1.62455155024415	0	0	0.414001439130451	0.0130852395486555	29.9336062089226
clust12	1.9241486572738	29.9336062089226	0.00400802139753882	0.00702461493696447	0.0470916075338506	0	29.9336062089226	0.161343150408763	29.9336062089226	29.9336062089226
clust13	1.32050662058189	29.9336062089226	0.00300450902029872	0	0.715392789507265	0	0	1.39836694235416	0	29.9336062089226
clust14	29.9336062089226	29.9336062089226	29.9336062089226	1.82635091399767	1.98050159382493	0	0.00904074465214907	0.0418642040986989	0.00200200267067308	29.9336062089226
clust15	3.10109278921182	29.9336062089226	4.19970507787993	29.9336062089226	0.00904074465214907	0	0.00100050033358353	1.2837377727948	0.0222456089473197	29.9336062089226
clust16	0.3147107448397	29.9336062089226	3.41124771751566	29.9336062089226	0.105360515657826	0	0	0.770028224895903	0	29.9336062089226
clust17	2.2730262907525	29.9336062089226	0.24079848655293	0.576253429088446	0.0140989243795016	0	29.9336062089226	1.0300194972025	3.57555076880693	29.9336062089226
clust18	0.0812100554255432	29.9336062089226	0.0325231917055601	0.0161293819298836	0.0110609473594249	0	0	4.42284862919414	0	29.9336062089226
clust19	1.32802545299591	29.9336062089226	1.18090753139494	3.17008566069877	29.9336062089226	0	0.0758017134162818	2.30258509299405	0.0314906670913708	29.9336062089226
clust20	0.520875959619492	29.9336062089226	2.31263542884755	29.9336062089226	0.083381608939051	0	0.0325231917055601	1.05268335677971	0.143870370419702	29.9336062089226
clust21	29.9336062089226	29.9336062089226	29.9336062089226	0.951917909517306	1.54646311327271	0.740238788093796	0	0.65200523722877	0.936493439191674	29.9336062089226
clust22	5.29831736654804	29.9336062089226	5.52146091786225	1.8773173575897	29.9336062089226	0	0.00803217169726427	0.0932123817221787	0.08446915662645	29.9336062089226
clust23	0.146182510178081	29.9336062089226	0.20334092401803	0.644357016390513	0.0171461588349705	0	0	29.9336062089226	0	29.9336062089226
clust24	1.72597172869005	29.9336062089226	0.125563222975346	0.0151136378100482	0.019182819416774	0	29.9336062089226	0.916290731874155	29.9336062089226	29.9336062089226
clust25	1.34323487165944	29.9336062089226	0.0314906670913708	0.0294288106908122	0.028399474521698	0	2.63108915996608	29.9336062089226	29.9336062089226	29.9336062089226
clust26	0.183922838160928	29.9336062089226	0.170788320980282	0.164874643190234	0.00200200267067308	0	0	4.96184512992682	0	29.9336062089226
clust27	1.25526609871349	29.9336062089226	0.0747235461959364	0.0439518875291828	0.0736465401682985	29.9336062089226	0.0120725812342692	1.06131650392441	3.72970144863419	29.9336062089226
clust28	0.446287102628419	29.9336062089226	0.0294288106908122	0.115410851511328	0.00200200267067308	0	0	29.9336062089226	0	29.9336062089226
clust29	2.14558134418438	29.9336062089226	0.0618754037180875	0.0151136378100482	0.436955775199535	29.9336062089226	0.959720289801491	1.59948758158093	29.9336062089226	29.9336062089226
clust30	0.719491155899547	29.9336062089226	0.0921152889078056	0.139262067333508	0.121038328377056	29.9336062089226	0.00803217169726427	29.9336062089226	1.96611285637283	29.9336062089226
clust31	29.9336062089226	29.9336062089226	29.9336062089226	0.776528789498996	29.9336062089226	0	0.0120725812342692	0.0366639843715915	0.0171461588349705	29.9336062089226
clust32	1.14885350510486	29.9336062089226	0.243346258631729	0.0294288106908122	0.00803217169726427	0.00501254182354429	6.90775527898214	0.154317360384357	29.9336062089226	29.9336062089226
clust33	29.9336062089226	29.9336062089226	29.9336062089226	1.58474529984373	1.22758266996507	0	0.245900538436826	0.110931560707282	29.9336062089226	29.9336062089226
