cluster	gene	pct	avg_logfc
1	APOOL	0.994891443167305	2.0865806626528
1	BEX1	0.489144316730524	0.919041087361103
1	COMMD6	0.798212005108557	0.842281399482221
1	COX7C	0.879948914431673	0.627231736967822
1	EGR1	0.549169859514687	0.910686467404529
1	EIF3E	0.853128991060025	0.846014266030612
1	FOS	0.872286079182631	1.35518515025129
1	HLF	0.41507024265645	0.774857693093428
1	JUN	0.908045977011494	1.8283823608892
1	RPL23	0.997445721583653	0.796244303632559
1	RPL30	0.998722860791826	0.998949876534422
1	RPL31	1	1.03898188521419
1	RPL35A	1	1.00368894093282
1	RPS12	1	0.964530492688459
1	RPS26	0.865900383141762	0.923472060562801
1	TSC22D3	0.67816091954023	0.909829165671037
2	DUSP2	0.337070254110613	0.719059332540871
2	GZMK	0.357997010463378	0.866450726329547
2	PIK3R1	0.556801195814649	0.907812250696541
2	TNFAIP3	0.385650224215247	0.761476965121501
4	CD55	0.484771573604061	0.652303312996192
4	CTSS	0.942349528643945	2.33545375570085
4	FCN1	0.818346627991298	2.11909671165931
4	FPR1	0.316171138506164	0.591058586390151
4	LRRK2	0.311820159535896	0.548138539211702
4	NAMPT	0.553662073966642	1.06205717726791
4	PLBD1	0.530456852791878	1.12543825234493
4	S100A12	0.600072516316171	1.51696697444554
4	S100A4	0.894488759970993	1.36616139376068
4	S100A8	0.970630891950689	3.83018873204202
4	S100A9	0.985496736765772	4.10819145572543
4	SAMSN1	0.529369108049311	0.883640735966364
4	SLC2A3	0.322697606961566	0.514419475098526
4	THBS1	0.392675852066715	1.03318571332984
4	VCAN	0.919506889050036	2.87965705558025
5	AMD1	0.662198391420912	0.63426811788903
5	CTNNBL1	0.383378016085791	0.387995605726933
5	GNAQ	0.588918677390527	0.532703364713548
5	NAA38	0.623771224307417	0.652929779468775
5	PDZD8	0.672028596961573	1.11890032794818
8	FCER1A	0.438162544169611	0.855495384981087
8	MAP3K8	0.428739693757362	0.609199503435654
8	TMSB10	0.996466431095406	1.15159629012032
9	APP	0.404444444444444	0.719590459144238
9	BCL11A	0.493333333333333	0.754685905643369
9	BLNK	0.306666666666667	0.545501667945238
9	C12orf75	0.502222222222222	0.984226699787062
9	CCDC50	0.715555555555556	1.67498462248534
9	CD2AP	0.342222222222222	0.512354434575969
9	DSTN	0.453333333333333	0.591260144603397
9	FCHSD2	0.297777777777778	0.416334098601545
9	GAPT	0.435555555555556	0.597604409278531
9	IRF7	0.346666666666667	0.650081578894681
9	IRF8	0.711111111111111	1.62771784800622
9	JCHAIN	0.724444444444444	1.91407350796593
9	MAPKAPK2	0.551111111111111	0.925118706824392
9	OFD1	0.333333333333333	0.451454977073713
9	PTPRS	0.266666666666667	0.542674488715036
9	RUNX2	0.422222222222222	0.718975402932499
9	SLC15A4	0.257777777777778	0.47560811213628
9	SOX4	0.666666666666667	1.08476596162431
9	SRP14	0.848888888888889	0.980075852223354
9	TCF4	0.697777777777778	1.49686751267457
9	UGCG	0.617777777777778	1.43125611361821
10	AK2	0.60302556077204	0.720316231749093
10	ATP8B4	0.459572248304643	0.571421071932476
10	CAT	0.778821074595722	1.10288215061662
10	CLEC11A	0.607720396452791	0.906554188925137
10	CTSG	0.643192488262911	1.42516734182225
10	DEFB1	0.311424100156495	0.616253713265643
10	EMB	0.808555033907147	1.08831212184904
10	FUT4	0.372978612415232	0.530249994942728
10	MRPL33	0.741262389149713	0.919346035984255
10	PLD3	0.437663015127804	0.711044512819722
10	SESN3	0.500260824204486	0.703924531335788
10	SRGN	0.991653625456442	2.84026927012484
10	VAPA	0.648930620761607	0.615026067977702
10	ZFR	0.679186228482003	0.913005780369049
11	CD74	0.930823529411765	2.03878111415472
11	CORO1A	0.422117647058824	0.46825928931216
11	CRIP1	0.572235294117647	0.864919266057393
11	GPX1	0.816	1.31325452840525
11	HLA-DPA1	0.785882352941176	1.52026304330656
11	HLA-DPB1	0.736	1.35208247522495
11	HLA-DRB1	0.803764705882353	1.46254803617621
11	HLA-DRB5	0.616941176470588	1.13037693510598
11	JAML	0.491294117647059	0.874297113740677
11	MRC1	0.281411764705882	0.576123643875916
12	ABCB10	0.405568096313017	0.53897561834231
12	ADD2	0.440180586907449	0.65183475369483
12	AHSP	0.91346877351392	2.9875110603692
12	ALAD	0.494356659142212	0.660895414404953
12	ALAS2	0.357411587659895	0.595806366171785
12	ANK1	0.553047404063205	0.858666456710302
12	ATP5IF1	0.783295711060948	1.26863398111431
12	BLVRB	0.735139202407825	1.46108049871743
12	BOLA3	0.418359668924003	0.46685283272977
12	CA1	0.866817155756208	2.83660616024755
12	CA2	0.693002257336343	1.53807945113397
12	CD36	0.718585402558314	1.16377224061544
12	CDC27	0.392776523702032	0.44322549520997
12	CENPE	0.407825432656132	0.582402095665273
12	CKAP2	0.480060195635816	0.506448726851432
12	CKS2	0.597441685477803	0.881225677458766
12	CLTC	0.54176072234763	0.545595094682113
12	CPOX	0.325808878856283	0.454793058190151
12	DLGAP5	0.480812641083521	0.75530597160676
12	DNAJA4	0.364936042136945	0.4837806232595
12	DNAJC9	0.625282167042889	0.822817013189
12	EIF1AY	0.37170805116629	0.463539973523898
12	EIF2AK1	0.562076749435666	0.584471350957169
12	EPB41	0.531226486079759	0.540084463200669
12	EPB42	0.285929270127916	0.399713048592427
12	FAM210B	0.492099322799097	0.672946721007464
